"identifiant","nature_contrat","localisation_emploi","region_emploi","entreprise_groupe","groupe","intitule_emploi","remuneration_annuelle_brute","prime","remuneration_prime","taille_entreprise_premier_emploi","secteur_premiere_entreprise","status_cadre_premier_emploi","nom_entreprise_premier_emploi"
1776615819557700,"","","","","","",NA,"",NA,"5 000 salarié(e)s ou plus","Activités informatiques et services d'information (TIC services)","Oui","HP"
1775257595835560,"CDI (contrat de travail à durée indéterminée)","A l'étranger","","Non","","Ingénieur Logiciel",10993,"Non",10993," Moins de 10 salarié(e)s ","Autres secteurs ","Non","PG scada"
1975976736882070,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Oui","Sopra Steria Group","Ingénieur débutant",28680,"Oui",31070,"250 à  4 999 salarié(e)s ","Activités informatiques et services d'information (TIC services)","Oui","Smile"
1788640939020030,"CDI (contrat de travail à durée indéterminée)","En France","Bretagne","Non","","Ingénieure R&D",30000,"Oui",31300,"De 10 à 19 salarié(e)s ","Industrie agroalimentaire ","Oui","Cycle farms"
1782592418482250,"CDD (contrat de travail à durée déterminée)","En France","Collectivités d'Outre-Mer (COM)","Non","","",30000,"Non",30000,"","Production et distribution d'eau assainissement, gestion des déchets et dépollution","Oui",""
1789139007748540,"CDD (contrat de travail à durée déterminée)","En France","Pays de la Loire","Oui","Groupe Séché","Ingénieur d'études effluents industriels",32400,"Non",32400,"De 50 à 249 salarié(e)s ","Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné)","Oui","Bee Engineering"
1894779231609140,"","","","","","",NA,"",NA,"5 000 salarié(e)s ou plus","Industrie chimique","Oui","Braskem "
1783100908156800,"","","","","","",NA,"",NA,"De 50 à 249 salarié(e)s ","Industrie agroalimentaire ","Oui","Heineken"
1883100612690690,"","","","","","",NA,"",NA,"De 50 à 249 salarié(e)s ","Sociétés de conseil, bureaux d'études","Oui","Setec hydratec"
1776615670694490,"","","","","","",NA,"",NA,"5 000 salarié(e)s ou plus","Industrie des technologies de l'Information et de la Communication (TIC)","Oui","CGI"
1789578472568690,"CDI (contrat de travail à durée indéterminée)","En France","Bourgogne-Franche-Comté","Oui","Agrial","Responsable Secteur en production",34970,"Oui",36400,"5 000 salarié(e)s ou plus","Industrie agroalimentaire ","Non","Nestlé Waters Supply Sud"
1782921156842660,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","Ingénieur en logiciel embarqué",31000,"Non",31000,"De 50 à 249 salarié(e)s ","Sociétés de conseil, bureaux d'études","Oui","Adentis"
1768183421253110,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Oui","Edf","Ingénieur support terrain - chargé d'affaires maintenance lourde",40000,"Oui",43000,"250 à  4 999 salarié(e)s ","Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements","Oui","Pellenc Pera oenoprocess"
1783164883493580,"","","","","","",NA,"",NA,"5 000 salarié(e)s ou plus","Industrie automobile, aéronautique, navale, ferroviaire","Oui","Akka technologies"
1788692359007600,"","","","","","",NA,"",NA,"5 000 salarié(e)s ou plus","Industrie automobile, aéronautique, navale, ferroviaire","Oui","Alten puis Ausy"
1776167142926850,"CDD (contrat de travail à durée déterminée)","En France","Occitanie","Non","","ingénieure responsable maitrise d'ouvrage eau potable et assainissement",NA,"Oui",NA,"5 000 salarié(e)s ou plus","Sociétés de conseil, bureaux d'études","Oui","EGIS EAU "
1782529613883350,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Oui","Schneider Electric","Ingénieur software",39000,"Oui",42000,"5 000 salarié(e)s ou plus","Sociétés de conseil, bureaux d'études","Oui","Altran Technologies"
1775485178515470,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","Software Engineer ",47000,"Oui",49000," Moins de 10 salarié(e)s ","Industrie des technologies de l'Information et de la Communication (TIC)","Oui","ToHero"
1789412589389270,"CDI (contrat de travail à durée indéterminée)","En France","Pays de la Loire","Oui","Groupe SECHE environnement ","Ingénieure Études ",32400,"Oui",35100,"De 50 à 249 salarié(e)s ","Commerce","Oui","SECHE Developpement "
1993784667149160,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Oui","Zimmer Biomet","Ingénieur Robotique",34000,"Non",34000,"5 000 salarié(e)s ou plus","Sociétés de conseil, bureaux d'études","Oui","Ausy"
1794775651335950,"CDI (contrat de travail à durée indéterminée)","En France","Nouvelle-Aquitaine","Non","","Ingénieur électronique",34000,"Oui",36000,"250 à  4 999 salarié(e)s ","Sociétés de conseil, bureaux d'études","Oui","Serma ingénierie "
1793841853377000,"CDI (contrat de travail à durée indéterminée)","En France","Île-de-France","Non","","Ingénieur dispositifs médicaux ",35500,"Non",35500,"De 10 à 19 salarié(e)s ","Santé humaine et action sociale","Oui","Diagdev"
1888769147945140,"CDI (contrat de travail à durée indéterminée)","En France","Bourgogne-Franche-Comté","Non","","Responsable d'équipe de fabrication des formes sèches ",36000,"Non",36000,"De 50 à 249 salarié(e)s ","Industrie agroalimentaire ","Oui","Bimbo QSR"
1783298107756990,"CDI (contrat de travail à durée indéterminée)","En France","Auvergne-Rhône-Alpes","Non","","ingenieur process",39300,"Oui",46000,"250 à  4 999 salarié(e)s ","Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements","Oui","Radiall"
1767188974163000,"","","","","","",NA,"",NA,"De 50 à 249 salarié(e)s ","Sociétés de conseil, bureaux d'études","Oui","Abylsen"
1798887043449080,"","","","","","",NA,"",NA,"De 50 à 249 salarié(e)s ","Santé humaine et action sociale","Non","Anatoscope"
1782327052505070,"","","","","","",NA,"",NA,"250 à  4 999 salarié(e)s ","Sociétés de conseil, bureaux d'études","Oui","ORATECH"
1794332473559360,"","","","","","",NA,"",NA,"250 à  4 999 salarié(e)s ","Industrie pharmaceutique","Oui","Sanofi Pasteur "
1788753613143020,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Oui","CS groupe","Ingénieur d'études développeur",33200,"Oui",36000,"250 à  4 999 salarié(e)s ","Autres secteurs ","Oui","SMILE"
1776621772643770,"","","","","","",NA,"",NA,"","Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements","Oui",""
1777070378739680,"CDI (contrat de travail à durée indéterminée)","En France","Île-de-France","Non","","Ingénieur logiciel ",39000,"Oui",40000,"250 à  4 999 salarié(e)s ","Industrie automobile, aéronautique, navale, ferroviaire","Oui","SII Sud ouest"
1782910863618510,"","","","","","",NA,"",NA,"De 50 à 249 salarié(e)s ","Industrie automobile, aéronautique, navale, ferroviaire","Oui","Coaero"
1777070239467270,"","En France","Occitanie","Non","","",NA,"Non",NA,"De 10 à 19 salarié(e)s ","Santé humaine et action sociale","Oui","Condor"
1767833604358820,"","","","","","",NA,"",NA,"De 50 à 249 salarié(e)s ","Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements","Non","Monteiro"
1798760311261250,"","","","","","",NA,"",NA,"De 50 à 249 salarié(e)s ","Autres secteurs ","Oui","Adentis"
1882714377674040,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Oui","Zimmer Biomet","Ingénieur Système",37500,"Oui",40000,"De 50 à 249 salarié(e)s ","Autres activités spécialisées, scientifiques et techniques","Oui","DMS imaging"
1789248290449950,"CDI (contrat de travail à durée indéterminée)","En France","Hauts-de-France","Oui","Roquette Freres","Responsable Qualité",36500,"Oui",39500,"5 000 salarié(e)s ou plus","Industrie pharmaceutique","Oui","Roquette"
1768183587449460,"","","","","","",NA,"",NA,"5 000 salarié(e)s ou plus","Industrie automobile, aéronautique, navale, ferroviaire","Oui","ArianeGroup"
1789078845339570,"CDD (contrat de travail à durée déterminée)","En France","Auvergne-Rhône-Alpes","Non","","Ingénieur assurance Qualité produit ",32500,"Oui",34500,"5 000 salarié(e)s ou plus","Fabrication de textiles, industries de l'habillement, industrie du cuir et de la chaussure","Oui","Louis Vuitton "
1782921357689910,"CDI (contrat de travail à durée indéterminée)","En France","Auvergne-Rhône-Alpes","Oui","Avisia","Consultant Data Scientist",34000,"Non",34000," Moins de 10 salarié(e)s ","Industrie des technologies de l'Information et de la Communication (TIC)","Non",""
1794779518157410,"CDI (contrat de travail à durée indéterminée)","En France","Auvergne-Rhône-Alpes","Non","","ingénieur hydraulique ",35000,"Non",35000,"5 000 salarié(e)s ou plus","Autres secteurs ","Oui","Manpower "
1788523039018810,"CDI (contrat de travail à durée indéterminée)","En France","Provence-Alpes-Côte d'Azur","Oui","Alienor","Chargé d'affaires",42000,"Oui",44000,"De 50 à 249 salarié(e)s ","Sociétés de conseil, bureaux d'études","Oui","De Viris"
1889138784326700,"","","","","","",NA,"",NA,"5 000 salarié(e)s ou plus","Industrie automobile, aéronautique, navale, ferroviaire","Oui","Safran Engineering Services"
1775413930916400,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","Growth Hacker ",36000,"Oui",41000,"De 50 à 249 salarié(e)s ","Autres industries (bois, imprimerie, fabrication, réparation et installation de machines et d'équipements, ...)","Non","Helloprint"
1776019537503010,"CDI (contrat de travail à durée indéterminée)","En France","Provence-Alpes-Côte d'Azur","Oui","CSTI GROUPE","Chargé de chiffrage",37000,"Oui",40000,"De 20 à 49 salarié(e)s ","Autres industries (bois, imprimerie, fabrication, réparation et installation de machines et d'équipements, ...)","Non","Socomelu"
1889477070705420,"CDI (contrat de travail à durée indéterminée)","En France","Auvergne-Rhône-Alpes","Oui","Ministère des armées ","Ingénieur Qualité Matériel",39000,"Oui",40000,"De 50 à 249 salarié(e)s ","Industrie agroalimentaire ","Oui","Bigard distribution "
1882874480356570,"CDI (contrat de travail à durée indéterminée)","En France","Auvergne-Rhône-Alpes","Non","","Embedded Software Design Engineer",39500,"Oui",45000,"250 à  4 999 salarié(e)s ","Activités informatiques et services d'information (TIC services)","Oui","OPEN Groupe"
1768183597444170,"CDI (contrat de travail à durée indéterminée)","En France","Provence-Alpes-Côte d'Azur","Non","","ingénieur QA",40000,"Oui",44000,"","Activités informatiques et services d'information (TIC services)","Oui",""
1889086295247200,"","","","","","",NA,"",NA,"250 à  4 999 salarié(e)s ","Industrie automobile, aéronautique, navale, ferroviaire","Oui","Renault Software Labs"
1776106871435680,"CDI (contrat de travail à durée indéterminée)","En France","Auvergne-Rhône-Alpes","Non","","Ingénieur junior",38000,"Oui",39500,"De 50 à 249 salarié(e)s ","Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné)","Oui","Hydrostadium"
1788692292520650,"","","","","","",NA,"",NA,"5 000 salarié(e)s ou plus","Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements","Oui","ST microelectronics"
1776695367281500,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","Fullstack Engineer",38000,"Non",38000," Moins de 10 salarié(e)s ","Activités informatiques et services d'information (TIC services)","Non","Flint "
1876703080525810,"","En France","Île-de-France","Oui","","Développeur front end",96000,"Non",96000,"De 20 à 49 salarié(e)s ","Activités informatiques et services d'information (TIC services)","Oui","Mobility Work"
1775413928705090,"","","","","","",NA,"",NA," Moins de 10 salarié(e)s ","Industrie agroalimentaire ","Non","Les Glaces de l'Ardèche"
1788414752593730,"Contrat local","A l'étranger","","Non","","Spécialiste matériaux et procédés ",42700,"Non",42700,"5 000 salarié(e)s ou plus","Construction, BTP","Oui","Eurovia"
1766817026164020,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","Product Owner",36000,"Oui",39000,"250 à  4 999 salarié(e)s ","Activités informatiques et services d'information (TIC services)","Oui","Numberly"
1789139063016260,"CDI (contrat de travail à durée indéterminée)","En France","Normandie","Non","","Reponsable Pôle Chaudronnerie Tuyauterie Soudage",45000,"Oui",48500,"250 à  4 999 salarié(e)s ","Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements","Oui","PONTICELLI FRERES"
1798575275795750,"CDI (contrat de travail à durée indéterminée)","En France","Provence-Alpes-Côte d'Azur","Non","","Charge de projet développement de produits biologiques",43000,"Oui",48000,"5 000 salarié(e)s ou plus","Industrie pharmaceutique","Oui","Sanofi pasteur "
1782332269386920,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","Software engineer",50000,"Non",50000,"250 à  4 999 salarié(e)s ","Activités informatiques et services d'information (TIC services)","Oui",""
1882916933541120,"CDI (contrat de travail à durée indéterminée)","En France","Île-de-France","Non","","Formateur Maths Sciences",33000,"Oui",36000,"","","",""
1788460091672310,"CDI (contrat de travail à durée indéterminée)","En France","Île-de-France","Non","","Ingénieur développement codes et normes",40000,"Oui",40000,"","","",""
1788520719234030,"CDI (contrat de travail à durée indéterminée)","A l'étranger","","Non","","Analyste/Développeur",34000,"Oui",42000,"","","",""
1775940934139300,"","En France","Nouvelle-Aquitaine","Non","","Associé gérant responsable de l'informatique et l'innovation",NA,"Non",NA,"","","",""
1768466560960410,"CDI (contrat de travail à durée indéterminée)","A l'étranger","","Oui","La Lorraine Bakery Group","Spécialiste qualité ",17000,"Non",17000,"","","",""
1788753500531160,"CDD (contrat de travail à durée déterminée)","A l'étranger","","Non","","ingenieur logiciel",19125,"Oui",22950,"","","",""
1968316584194070,"CDD (contrat de travail à durée déterminée)","En France","Provence-Alpes-Côte d'Azur","Non","","Chargé de projets",20820,"Oui",26688,"","","",""
1788516594039430,"CDD (contrat de travail à durée déterminée)","En France","Occitanie","Non","","Web developpeuse",21024,"Non",21024,"","","",""
1788410846393300,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","Développeur full stack",21600,"Oui",21600,"","","",""
1782328943040360,"CDD (contrat de travail à durée déterminée)","En France","Occitanie","Non","","Assistante chef de projet R&D",22200,"Non",22200,"De 20 à 49 salarié(e)s ","Recherche-développement scientifique","Oui","CNRS "
1782333639900130,"CDD (contrat de travail à durée déterminée)","En France","Nouvelle-Aquitaine","Non","","Attachée marketing, communication, packaging et r&d",23600,"Oui",25600,"","","",""
1889078511389260,"CDI (contrat de travail à durée indéterminée)","A l'étranger","","Non","","",24000,"Non",24000,"","","",""
1789198696637920,"CDI (contrat de travail à durée indéterminée)","En France","Auvergne-Rhône-Alpes","Oui","","",24000,"Oui",24600,"","","",""
1794628360740710,"CDI (contrat de travail à durée indéterminée)","En France","Provence-Alpes-Côte d'Azur","Oui","Terrena","Chef de secteur junior GMS",24000,"Oui",26300,"","","",""
1788516762629580,"CDI (contrat de travail à durée indéterminée)","En France","Provence-Alpes-Côte d'Azur","Oui","Société Thomas","Assistante Qualité Environnement Biosud-Biocamargue (2 sociétés)",24600,"Non",24600,"","","",""
1788753778509120,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","Ingénieur en electronique",24606,"Oui",26606,"","","",""
1788577873211720,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","",25000,"Oui",25000,"","Sociétés de conseil, bureaux d'études","Oui",""
1782464491724120,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","Ingénieure chargée de projet",25000,"",25000,"","Santé humaine et action sociale","Non",""
1899261173133000,"CDI (contrat de travail à durée indéterminée)","En France","Provence-Alpes-Côte d'Azur","Oui","CEREG","Chargé d'affaires hydraulique",25154,"Oui",25154,"","","",""
1794779467201750,"CDI (contrat de travail à durée indéterminée)","En France","Provence-Alpes-Côte d'Azur","Non","","",25200,"Non",25200,"","","",""
1882421169245270,"CDI (contrat de travail à durée indéterminée)","En France","Provence-Alpes-Côte d'Azur","Oui","Cereg","Ingénieur chargé de projet en hydraulique",25300,"Oui",28000,"","","",""
1856803862955290,"CDI (contrat de travail à durée indéterminée)","En France","Pays de la Loire","Oui","Norac","Chef de projets ",25800,"Non",25800,"","","",""
1788636474868090,"CDI (contrat de travail à durée indéterminée)","En France","Hauts-de-France","Oui","Groupe V2R","Chargée de missions en hydrogéologie",25896,"Non",25896,"","","",""
1759195102887890,"CDD (contrat de travail à durée déterminée)","En France","Auvergne-Rhône-Alpes","Non","","Assistante amélioration continue ",26000,"Oui",30000,"","","",""
1882454961231850,"CDI (contrat de travail à durée indéterminée)","A l'étranger","","Oui","Actia Group","Coordinateur Commerciale",26000,"Oui",30000,"","","",""
1793840354015260,"CDD (contrat de travail à durée déterminée)","En France","Bretagne","Oui","Groupe Lactalis","Assistante marketing",26400,"Non",26400,"","","",""
1888486991617230,"CDI (contrat de travail à durée indéterminée)","En France","Provence-Alpes-Côte d'Azur","Oui","Agrial","Chef de projet développement et innovation",26400,"Oui",29600,"","","",""
1789078960272400,"CDD (contrat de travail à durée déterminée)","En France","Occitanie","Oui","CNRS","Chef de projet ",26400,"Non",26400,"","","",""
1782336060429990,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","Ingénieur systèmes embarqués",26400,"Oui",31000,"","","",""
1798760225448130,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","Ingénieur Recherche & Développement",26500,"Oui",34000,"","","",""
1875270214196200,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","Ingénieur chargé d études ",27000,"Oui",27000,"","","",""
1789245952283060,"CDI (contrat de travail à durée indéterminée)","En France","Normandie","Oui","Agromousquetaire","Responsable amélioration continue ",27000,"Oui",30420,"","","",""
1776166991066590,"CDI (contrat de travail à durée indéterminée)","En France","Auvergne-Rhône-Alpes","Oui","Saint jean","Coordinatrice qualité sécurité et environment ",27000,"Oui",30000,"","","",""
1766825151490760,"CDI (contrat de travail à durée indéterminée)","En France","Nouvelle-Aquitaine","Non","","Auditeur /controleur",27000,"Oui",29000,"","","",""
1776551931058330,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Oui","Antea Group","Ingénieurs d'études en Aménagements Hydrauliques & Milieux Aquatiques",27500,"Oui",30000,"","","",""
1783551664006560,"CDD (contrat de travail à durée déterminée)","En France","Occitanie","Oui","Polytech","Attaché temporaire d'enseignement",27500,"Non",27500,"","","",""
1776106802247870,"CDI (contrat de travail à durée indéterminée)","En France","Auvergne-Rhône-Alpes","Non","","Chargée d'opérations",27549,"Non",27549,"","","",""
1789582944674800,"CDD (contrat de travail à durée déterminée)","En France","Normandie","Non","","Chargé d'affaires Assistance à Maitrise d'Ouvrage",27600,"Non",27600,"","","",""
1868183045269240,"CDI (contrat de travail à durée indéterminée)","En France","Réunion","Non","","Auditeur",28000,"Non",28000,"","","",""
1789471897079860,"CDI (contrat de travail à durée indéterminée)","En France","Bourgogne-Franche-Comté","Oui","SUEZ","Responsable service Investissements et Patrimoine",28000,"Oui",46000,"","","",""
1768183506095160,"CDD (contrat de travail à durée déterminée)","En France","Occitanie","Non","","Expert électronicien",28000,"Non",28000,"","","",""
1788692348319420,"Titulaire de la fonction publique","En France","Occitanie","Non","","Charge d opérations ",28000,"Oui",30000,"","","",""
1782332336322280,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","Chargé d'étude en hydraulique",28000,"Non",28000,"","","",""
1875368405378050,"CDD (contrat de travail à durée déterminée)","En France","Occitanie","Non","","Assistante Qualité",28080,"Non",28080,"","","",""
1783483938740120,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Oui","Les Fromentiers","Gestionnaire ordonnancement ",28200,"Oui",28500,"","","",""
1788636477108340,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","Ingénieur développement R&D",28800,"Oui",30000,"","","",""
1789246119735420,"CDI (contrat de travail à durée indéterminée)","En France","Auvergne-Rhône-Alpes","","","Ingénieur chargé d'études ",28800,"Oui",28800,"","","",""
1766816841421730,"CDD (contrat de travail à durée déterminée)","En France","Occitanie","Non","","Développeur FullStack",28800,"Non",28800,"","","",""
1889245695975650,"CDI (contrat de travail à durée indéterminée)","En France","Nouvelle-Aquitaine","Oui","Bordeaux Vineam ","Responsable Qualité- Assistante de Production ",28800,"Non",28800,"","","",""
1889477630529810,"CDI (contrat de travail à durée indéterminée)","En France","Grand Est","Non","","Responsable Etudes et Industrialisation ",29000,"Oui",31000,"","","",""
1793840353484900,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","Ingenieure d'études en hydraulique urbaine",29075,"Non",29075,"","","",""
1789034148978410,"CDI (contrat de travail à durée indéterminée)","En France","Centre-Val de Loire","Oui","Sopra Steria Group","",29280,"Oui",32000,"","","",""
1788460149544450,"CDI (contrat de travail à durée indéterminée)","En France","Nouvelle-Aquitaine","Oui","Vinci","Ingénieur études de prix",29400,"Oui",31850,"","","",""
1798760221846800,"CDI (contrat de travail à durée indéterminée)","En France","Provence-Alpes-Côte d'Azur","Non","","Ingénieur d'études hydrauliques",29400,"Oui",29400,"","","",""
1783429270247880,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","Ingénieur d'études",29400,"Non",29400,"","","",""
1788522924727860,"CDI (contrat de travail à durée indéterminée)","En France","Nouvelle-Aquitaine","Oui","Agrial ","Superviseur de production ",29500,"Oui",32000,"","","",""
1775569781638920,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Oui","Capgemini ","Ingénieur Logiciel",29544,"Oui",32006,"","","",""
1776106879687360,"CDD (contrat de travail à durée déterminée)","En France","Occitanie","Non","","Chef de projet",29544,"Non",29544,"","","",""
1794385880310960,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Oui","ABYLSEN","Responsable d'agence ",30000,"Oui",50000,"","","",""
1902847412238600,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Oui","","Ingénieure robotique",30000,"Oui",30000,"","","",""
1798527272251430,"CDI (contrat de travail à durée indéterminée)","En France","Auvergne-Rhône-Alpes","Oui","Naldeo Group ","Chargé d'études ",30000,"Oui",30000,"","","",""
1789312887151270,"CDI (contrat de travail à durée indéterminée)","En France","Nouvelle-Aquitaine","Non","","Chargé d'études",30000,"Oui",33000,"","","",""
1767362520512390,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Oui","Alten","Ingénieur système embarqué",30000,"Non",30000,"","","",""
1893840246313720,"CDI (contrat de travail à durée indéterminée)","En France","Nouvelle-Aquitaine","Oui","Tolomeï","Ingénieur amélioration continue",30000,"Oui",30000,"","","",""
1783039538489670,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Oui","Alten","Ingénieur d'application ",30000,"Non",30000,"","","",""
1776166978376740,"CDI (contrat de travail à durée indéterminée)","En France","Auvergne-Rhône-Alpes","Non","","",30000,"Non",30000,"De 50 à 249 salarié(e)s ","Industrie agroalimentaire ","Non","Les douceurs de jacquemart "
1794775550866700,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","Ingénieur développement mobile",30000,"Oui",31000,"","","",""
1789139176243790,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","Ingenieur Système embarqué ",30000,"Oui",33000,"","","",""
1775873539752900,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","Ingénieur développeur web fullsatck",30000,"Non",30000,"","","",""
1776106717098990,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","Ingénieur logiciel embarqué",30000,"Oui",31000,"","","",""
1782332281044560,"CDD (contrat de travail à durée déterminée)","En France","","","","",30000,"",30000,"","","",""
1775951427991600,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Oui","Fimalys","Analyste développeur",30000,"Oui",32000,"","","",""
1794332615589610,"CDI (contrat de travail à durée indéterminée)","En France","Grand Est","Non","","Analyste Développeur",30000,"Oui",32500,"","","",""
1783165151574090,"CDI (contrat de travail à durée indéterminée)","En France","Auvergne-Rhône-Alpes","Non","","Développeur Web",30000,"Oui",32000,"","","",""
1794332623029410,"","En France","Occitanie","Non","","Ingénieur en formulation de boissons",30000,"Non",30000,"","","",""
1794332465622220,"CDD (contrat de travail à durée déterminée)","En France","Occitanie","Non","","Ingénieur Electronique système et Radio Fréquence",30000,"Non",30000,"","","",""
1776177653526070,"CDI (contrat de travail à durée indéterminée)","En France","Nouvelle-Aquitaine","Non","","Consultant Junior",30000,"Non",30000,"","","",""
1910645988974310,"CDD (contrat de travail à durée déterminée)","En France","Occitanie","Non","","",30000,"Non",30000,"","","",""
1776167057227520,"CDI (contrat de travail à durée indéterminée)","En France","Provence-Alpes-Côte d'Azur","Non","","",30000,"Non",30000,"","","",""
1788460151741930,"CDD (contrat de travail à durée déterminée)","En France","Occitanie","Oui","Vallair","Ingénieur Structure",30000,"Non",30000,"","","",""
1789425835894650,"CDI (contrat de travail à durée indéterminée)","A l'étranger","","Non","","",30000,"Non",30000,"","","",""
1788410839633600,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Non","","Ingénieur R&D Chef de Projet ",30000,"Non",30000,"","","",""
1789312883296570,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Oui","Groupe Échelle Européenne ","Ingénieur Solutions ",30000,"Oui",32000,"","","",""
1898752821718580,"","A l'étranger","","Non","","Tatoueur ",30000,"Non",30000,"","","",""
1783100971604050,"CDI (contrat de travail à durée indéterminée)","En France","Hauts-de-France","Oui","Abylsen","Consultant en électronique Hardware",30000,"Oui",32500,"","","",""
1767473236111210,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Oui","CGI Group.","Ingénieur en technologies de l'information",30258,"Oui",34000,"","","",""
1769007803921480,"CDI (contrat de travail à durée indéterminée)","En France","Auvergne-Rhône-Alpes","Oui","Viveris groupe","Développeur",30300,"Oui",32175,"","","",""
1788516656192290,"","En France","Occitanie","","","Directrice Technique",30408,"Non",30408,"","","",""
1794292862408850,"CDD (contrat de travail à durée déterminée)","En France","Auvergne-Rhône-Alpes","Oui","Léa Nature","Chef de projet emballage",30500,"Non",30500,"","","",""
1789751529102610,"CDD (contrat de travail à durée déterminée)","En France","Provence-Alpes-Côte d'Azur","Non","","Ingénieur R&D électronique",30500,"Oui",32000,"","","",""
1875338208591610,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Oui","Capgemini ","Concepteur ",30500,"Oui",33000,"","","",""
1783045884698430,"CDI (contrat de travail à durée indéterminée)","En France","Auvergne-Rhône-Alpes","Non","","Chef de produit ",30600,"Oui",34150,"","","",""
1776167142122940,"CDI (contrat de travail à durée indéterminée)","En France","Auvergne-Rhône-Alpes","Oui","Euro Information ","Analyste développeur",30781,"Oui",33347,"","","",""
1788516878040780,"CDD (contrat de travail à durée déterminée)","En France","Occitanie","Oui","Nestlé Waters","Coordinatrice technique de production ",30837,"Oui",30837,"","","",""
1888410726730760,"CDI (contrat de travail à durée indéterminée)","En France","Hauts-de-France","Non","","Ingénieur informatique ",31000,"Oui",31500,"","","",""
1868316575619130,"CDI (contrat de travail à durée indéterminée)","En France","Pays de la Loire","Non","","Ingénieur développement robotique",31000,"Non",31000,"","","",""
1788692301535520,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Oui","HIQ CONSULTING","Ingénieur consultant",31000,"Non",31000,"","","",""
1776102122857150,"CDI (contrat de travail à durée indéterminée)","En France","Auvergne-Rhône-Alpes","Non","","Ingénieur d'affaires",31000,"Oui",31000,"","","",""
1782921284995230,"CDI (contrat de travail à durée indéterminée)","En France","Auvergne-Rhône-Alpes","Oui","Firalp","Concepteur Développeur",31000,"Oui",37500,"","","",""
1867472475612550,"CDI (contrat de travail à durée indéterminée)","En France","Centre-Val de Loire","Non","","",31000,"Non",31000,"","","",""
1775569793727760,"CTT (contrat de travail Temporaire, mission interim)","En France","Occitanie","Non","","Chargée d'affaire maintenance en conditions opérationnelles",31000,"Non",31000,"","","",""
1783236178137310,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Oui","Capgemini","Junior Consultant/Engineer",31000,"Non",31000,"","","",""
1783103406175100,"CDI (contrat de travail à durée indéterminée)","En France","Occitanie","Oui","Sopra Steria Group","Consultant Supply Chain",31000,"Oui",35000,"","","",""
1776166914449430,"CDI (contrat de travail à durée indéterminée)","En France","Provence-Alpes-Côte d'Azur","Non","","Ingénieure Technique",31200,"Oui",33800,"","","",""
