"identifiant","nature_contrat","localisation_emploi","region_emploi","entreprise_groupe","groupe","intitule_emploi","remuneration_annuelle_brute","prime","remuneration_prime","taille_entreprise_premier_emploi","secteur_premiere_entreprise","status_cadre_premier_emploi","nom_entreprise_premier_emploi"
1782338205765760,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Auvergne-Rhône-Alpes","Non","","Ingénieur consultante ",33000,"Non",33000,"","","",""
1794628360740710,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Provence-Alpes-Côte d'Azur","Oui","Terrena","Chef de secteur GMS",39039,"Oui",42039,"","","",""
1783103733628220,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Provence-Alpes-Côte d'Azur","Oui","Danaher","Analyste Qualité ",32000,"Oui",34000,"","","",""
1783165143274690,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Auvergne-Rhône-Alpes","Non","","",37500,"Oui",38000,"","","",""
1783101035627220,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","Capgemini","Ingénieure manager des essais cliniques",40000,"Oui",41500,"","","",""
1766816841421730,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Non","","développeur front-end",NA,"Non",NA,"","","",""
1782326986482810,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Auvergne-Rhône-Alpes","Non","","",NA,"",NA,"","","",""
1783100914527120,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Non","","Animatrice qualité ",22000,"Oui",23000,"","","",""
1793841850404150,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Bretagne","Non","","Ingénieur d'études",31000,"Oui",33500,"","","",""
1776615967624050,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Non","","Responsable QSE",40000,"Oui",42000,"","","",""
1776091807833230,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Île-de-France","Non","","Cheffe de projet data alimentaire ",32000,"Oui",35000,"","","",""
1782332281044560,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","Thales","",NA,"",NA,"","","",""
1793886666618870,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Auvergne-Rhône-Alpes","Oui","Positive thinking company ","Ingénieur consultant ",31000,"Non",31000,"","","",""
1768550499574310,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","A l'étranger","","Non","","Software engineer",34160,"Non",34160,"","","",""
1793841753786830,"","","","","","",NA,"",NA,"","","",""
1856804520498890,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Île-de-France","Non","","Consultante luxe & retail",41000,"Oui",43000,"","","",""
1783045765966630,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Grand Est","Oui","Solvias","Spécialiste analytique",33000,"Non",33000,"De 20 à 49 salarié(e)s ","Industrie pharmaceutique","Non","ID SOlutions"
1783036913564170,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","Capgemini","Consultante Demand and Planning Specialist",38500,"Oui",39000,"","","",""
1903005388776860,"CDD (contrat de travail à durée déterminée) y compris de la fonction publique","A l'étranger","","Non","","Ingénieur en recherche",NA,"Non",NA,"250 à  4 999 salarié(e)s ","Sociétés de conseil, bureaux d'études","Oui","Solutec"
1799018776137710,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Provence-Alpes-Côte d'Azur","Non","","Cheffe de produit",29500,"Oui",32000,"","","",""
1888769130898010,"","","","","","",NA,"",NA,"250 à  4 999 salarié(e)s ","Industrie pharmaceutique","Oui","Sanofi Pasteur"
1775414009005030,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","A l'étranger","","Non","","Scientifique R&D",34000,"Non",34000,"","","",""
1788692187750670,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Pays de la Loire","Oui","FORTIL GROUP","",28650,"Oui",32000,"","","",""
1794193640473770,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Nouvelle-Aquitaine","Non","","Chef de projet R&D / Innovations ",34000,"Oui",34000,"","","",""
1788410326946400,"CDD (contrat de travail à durée déterminée) y compris de la fonction publique","A l'étranger","","Oui","Reckitt Benckiser ","Research lab Scientist ",42000,"Oui",45487,"","","",""
1767194049189820,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","A l'étranger","","Oui","Lonza AG","Scientist Process Development",NA,"Oui",NA,"","","",""
1783239889874180,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Provence-Alpes-Côte d'Azur","Non","","Chef de projet industrialisation conditionnement",39000,"Non",39000,"","","",""
1868316566164700,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","Atos ","Ingénieur d'études et développement",37000,"Oui",38000,"","","",""
1788686096893490,"CDD (contrat de travail à durée déterminée) y compris de la fonction publique","En France","Auvergne-Rhône-Alpes","Oui","Sysco ","Chargée de sectorisation ",27500,"Non",27500,"","","",""
1775955957977140,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Provence-Alpes-Côte d'Azur","Oui","Charles & Alice","Chef de projet R&D junior",31203,"Oui",34000,"","","",""
1793786763733010,"","","","","","",NA,"",NA,"","","",""
1899261168591870,"","","","","","",NA,"",NA,"250 à  4 999 salarié(e)s ","Autres activités spécialisées, scientifiques et techniques","Oui","3D PLUS"
1775265347726000,"CDD (contrat de travail à durée déterminée) y compris de la fonction publique","En France","Nouvelle-Aquitaine","Oui","ECOTONE","Ingénieure R&D",32307,"Oui",35000,"","","",""
60205999132796,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","A l'étranger","","Oui","Carta inc","Ingénieur en Informatique",53100,"Non",53100,"","","",""
1776695376937730,"","","","","","",NA,"",NA,"","","",""
1913884933538010,"Interim ","En France","Occitanie","Oui","Veolia France ","Soutien Expertise Usine",32000,"Oui",34100,"","","",""
1794680868627280,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Provence-Alpes-Côte d'Azur","Oui","DCI","Chef de projet",NA,"Non",NA,"","","",""
1794332466676110,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Hauts-de-France","Oui","Hutchinson","Ingénieur Simulation Numérique",34300,"Non",34300,"","","",""
1876106416468640,"","A l'étranger","","Non","","Founder / COO",10000,"Non",10000,"","","",""
1767190070685740,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","EIFFAGE","Ingénieur travaux",40000,"Oui",46000,"","","",""
1793841897918010,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","Suez","ingénieur de projet ",36500,"Non",36500,"","","",""
1799018775733650,"","","","","","",NA,"",NA,"","Construction, BTP","Oui",""
1783429139858020,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","Egis","Directeur Afrique",57000,"Oui",62000,"","","",""
1782917235022370,"","","","","","",NA,"",NA,"","","",""
1767190160340410,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Normandie","","","Ingénieur Génie Civil",42000,"Oui",55000,"","","",""
1788516818654960,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Nouvelle-Aquitaine","Oui","Veolia","Responsable Etudes et Projets Technique",41000,"Oui",46000,"","","",""
1783049680086410,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","Mapei","Ingénieur chimiste",34800,"Oui",37500,"","","",""
1782782059962560,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Bourgogne-Franche-Comté","Oui","GROUPE DELPHARM","CHEF DE PROJET INDUSTRIALISATION",40000,"Non",40000,"","","",""
1783297923325090,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","Altice","Software Engineer",44000,"Non",44000,"","","",""
1789743836670460,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Non","","Ingénieur full stack",50000,"Non",50000,"","","",""
1783551797797200,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","A l'étranger","","Non","","Conducteur de Travaux",84500,"Oui",90000,"5 000 salarié(e)s ou plus","Construction, BTP","Oui","SOGEA RHONE ALPES"
1789751529102610,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Non","","Ingénieur software",37500,"Non",37500,"","","",""
1788460149544450,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Nouvelle-Aquitaine","Oui","Vinci construction","Charge d'affaires étude de prix",36000,"Oui",38500,"","","",""
1768183496273810,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Hauts-de-France","Non","","Ingénieur de la donnée",45000,"Non",45000,"","","",""
1782921218686600,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","Altrad","Ingénieur bureau d'études",44400,"Oui",52100,"","","",""
1882335760456850,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","FDJ","Product Owner/Product Manager",42000,"Oui",45000,"250 à  4 999 salarié(e)s ","Industrie des technologies de l'Information et de la Communication (TIC)","Oui","Viveris"
1783165151574090,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","A l'étranger","","Oui","Mantu","Developpeur web",75000,"Non",75000,"De 20 à 49 salarié(e)s ","Hébergement et restauration","Non","Chez Nestor"
1775873539752900,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Non","","Tech Lead Salesforce",45000,"Non",45000,"De 50 à 249 salarié(e)s ","Autres industries (bois, imprimerie, fabrication, réparation et installation de machines et d'équipements, ...)","Oui","Solem"
1768549888396460,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Auvergne-Rhône-Alpes","Non","","Ingénieur études travaux",31850,"Oui",34500,"","","",""
1776107021330320,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Non","","Software engineer",50000,"Non",50000,"De 10 à 19 salarié(e)s ","Transports (Services)","Oui","Koovea"
1882522578241470,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Île-de-France","Non","","Développeur fullstack",44000,"Non",44000,"","","",""
1767838787712970,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","Groupe YONI","Développeur",36000,"Oui",39600,"","","",""
1788410960407410,"CDD (contrat de travail à durée déterminée) y compris de la fonction publique","En France","Nouvelle-Aquitaine","Oui","VINCI","Chargé d'études",30360,"Oui",33649,"","","",""
1775270642923870,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Provence-Alpes-Côte d'Azur","Oui","","",NA,"Oui",NA,"","","",""
1798714174619490,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Non","","Ingénieur d'études",30000,"Non",30000,"","","",""
1788910985230730,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Île-de-France","Oui","SAUR","Chef de projet réalisation",36000,"Oui",39900,"","","",""
1783230237483100,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","SAUR","Ingénieure Etudes et Travaux",37800,"Oui",41895,"","","",""
1776177653526070,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Non","","Product Owner",35100,"Oui",37100,"250 à  4 999 salarié(e)s ","Industrie automobile, aéronautique, navale, ferroviaire","Oui","Technology and strategy"
1883678675918150,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","SFPI","Responsable commercial",30000,"Oui",38500,"","","",""
1775427164460220,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Non","","chef de projet Hardware",32000,"Oui",35000,"","","",""
1994332188505840,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Auvergne-Rhône-Alpes","Non","","Ingénieur conseil",30600,"Non",30600,"","","",""
1776166991759020,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","","","Ingénieur firmware",34000,"Non",34000,"","","",""
1775955961860540,"CDD (contrat de travail à durée déterminée) y compris de la fonction publique","En France","Île-de-France","Oui","Savencia","Ingénieur de recherche et cheffe de projet en biotechnologie ",36100,"Oui",36100,"","","",""
1777070305840640,"CDD (contrat de travail à durée déterminée) y compris de la fonction publique","En France","Auvergne-Rhône-Alpes","Oui","Michelin & Faurecia","Intégrateur banc HIL",37500,"Non",37500,"","","",""
1888802866345600,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Île-de-France","Non","","Ingénieur IT",41000,"Oui",43700,"","","",""
1768549617933890,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","Capgemini Engeneering","",NA,"",NA,"","","",""
1798487266210660,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","A l'étranger","","Non","","Ingénieur d'applications",57590,"Oui",63358,"","","",""
1802929765219250,"","","","","","",NA,"",NA,"","","",""
1767473044458750,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Non","","Chef de projet pilotage",36000,"Oui",43000,"","","",""
1788410955870170,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Île-de-France","Oui","Parlym","Ingénieur en Gestion de Projet",30000,"Oui",49600,"","","",""
1876052182501930,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","","","Chef de produit ",NA,"",NA,"","","",""
1768367355289050,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","Capgemini ","Ingénieur full stack js ",NA,"",NA,"","","",""
1767362688988250,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","GROUPE MERLIN","CHARGE D'ETUDE",29400,"Oui",32000,"","","",""
1775955964081440,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","VINCI CONSTRUCTION","Conducteur travaux",36000,"Oui",40000,"","","",""
1782593075288160,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Provence-Alpes-Côte d'Azur","Oui","Thales","Ingénieur méthode industrielle",40000,"Non",40000,"","","",""
1788409475662410,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Provence-Alpes-Côte d'Azur","Oui","P&B GROUP","COORDINATRICE AMELIORATION CONTINUE",32000,"Oui",33500,"","","",""
1810544163800990,"","","","","","",NA,"",NA,"","","",""
1789357194441510,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Auvergne-Rhône-Alpes","Oui","Vinci Energies","Ingénieur d'étude END",36600,"Oui",40000,"","","",""
1794332416683640,"CDD (contrat de travail à durée déterminée) y compris de la fonction publique","En France","Bretagne","Non","","Chargée de Projets Européens",32000,"Non",32000,"","","",""
1889312886573050,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Bretagne","Non","","Chef de projet en informatique industrielle",37000,"Oui",39000,"5 000 salarié(e)s ou plus","Autres secteurs ","Oui","Alten SA"
1783551733078500,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Non","","Ordonnancement et amélioration",30000,"Oui",36000,"","","",""
1776167053468420,"","","","","","",NA,"",NA,"De 50 à 249 salarié(e)s ","Industrie agroalimentaire ","Oui","Groupe Grap'sud"
1783552301979020,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Provence-Alpes-Côte d'Azur","Non","","Consultante chef de projet R&D petcare chez Virbac",35000,"Non",35000,"5 000 salarié(e)s ou plus","Industrie agroalimentaire ","Non","Candia"
1798751286695650,"CDD (contrat de travail à durée déterminée) y compris de la fonction publique","En France","La Réunion","Non","","Professeur de sciences physique",25300,"Non",25300,"De 20 à 49 salarié(e)s ","Industrie agroalimentaire ","Oui","Le monde de la glace"
1799286120474790,"CTT (contrat de travail Temporaire, mission interim)","A l'étranger","","","","Potatoe picker",30000,"Non",30000,"","","",""
1766809577162840,"","","","","","",NA,"",NA,"","","",""
1782336313623750,"CDD (contrat de travail à durée déterminée) y compris de la fonction publique","En France","Nouvelle-Aquitaine","Non","","ostreiculteur",NA,"Oui",NA,"","","",""
1788753613143020,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","ATOS","Ingenieur deveuloppeur",42500,"Non",42500,"250 à  4 999 salarié(e)s ","Industrie automobile, aéronautique, navale, ferroviaire","Oui","CS group"
1794096388000370,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Non","","CHef de Projet Développement Produit",32997,"Non",32997,"","","",""
1794775501410280,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Auvergne-Rhône-Alpes","Oui","Capgemini","Ingénieur consultant en informatique",38000,"Oui",40000,"250 à  4 999 salarié(e)s ","Industrie pharmaceutique","Oui","Technord"
1894332243178390,"CDD (contrat de travail à durée déterminée) y compris de la fonction publique","A l'étranger","","Oui","Decathlon ","Development, Industrialisation and Production Leader Production",25200,"Oui",28000,"","","",""
1802769964527760,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Nouvelle-Aquitaine","Oui","Gozoki","Adjointe Responsable de Production ",32400,"Oui",32400,"","","",""
1794332572090700,"","","","","","",NA,"",NA,"","","",""
1788516762629580,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Provence-Alpes-Côte d'Azur","Oui","SARL THOMAS","Responsable Qualité Environnement",26400,"Oui",26400,"","","",""
1888692414711220,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Provence-Alpes-Côte d'Azur","Oui","MANE","Technicien Qualité - projets informatiques",27000,"Oui",29250,"","","",""
1776621772644070,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Pays de la Loire","Oui","Alten","Ingénieur projets",36000,"Oui",37000,"","","",""
1794332471046590,"CDD (contrat de travail à durée déterminée) y compris de la fonction publique","En France","Occitanie","Oui","MESSER","Ingénieur Cybersécurité",38000,"Non",38000,"","","",""
1767828128912480,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","Yoni","Chargée de support et d'accompagnement ",30000,"Oui",32900,"","","",""
1782462472987090,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Nouvelle-Aquitaine","Oui","Agrial","Superviseur de production ",34000,"Oui",36000,"","","",""
1906660969671130,"CDD (contrat de travail à durée déterminée) y compris de la fonction publique","En France","Auvergne-Rhône-Alpes","Oui","Groupe Casino","Chef de projet qualité ",39000,"Oui",39000,"250 à  4 999 salarié(e)s ","Industrie agroalimentaire ","Oui","Groupe Casino"
1782328826266060,"CDD (contrat de travail à durée déterminée) y compris de la fonction publique","A l'étranger","","Non","","Associate researcher ",37800,"Oui",41500,"","","",""
1788970875470830,"","","","","","",NA,"",NA,"","","",""
1769089983588510,"","","","","","",NA,"",NA,"","","",""
1776166918891870,"","","","","","",NA,"",NA,"De 50 à 249 salarié(e)s ","Industrie agroalimentaire ","Oui","Aptunion Industries"
1876621281945100,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","Veolia","Ingénieur Digital et Performance",38000,"Non",38000,"","","",""
1776167061708890,"","","","","","",NA,"",NA,"","","",""
1767650767951450,"","","","","","",NA,"",NA,"250 à  4 999 salarié(e)s ","Industrie des technologies de l'Information et de la Communication (TIC)","Oui","Viveris"
1789245951709390,"","","","","","",NA,"",NA,"","","",""
1768183678697820,"","","","","","",NA,"",NA,"De 20 à 49 salarié(e)s ","Recherche-développement scientifique","Non","Prism - INSERM"
1799284447124130,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","","Ingénieur Robotique ",39000,"Oui",45000,"","","",""
1788918782266590,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","LABORATOIRES JERODIA","Ingénieur R&D",37800,"Non",37800,"","","",""
1789470186881510,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Nouvelle-Aquitaine","Oui","Telis group","Chef de projets énergies renouvelables ",34000,"Oui",36000,"","","",""
1776551716488150,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Auvergne-Rhône-Alpes","Non","","Ingénieur en analyse du cycle de vie ",47000,"Oui",49000,"","","",""
1793838194820330,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Non","","Responsable qualité hygiène sécurité environnement",33000,"Non",33000,"","","",""
1788639865433410,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Non","","Ingénieure d'études",26400,"Oui",30000,"","","",""
1776106790932630,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","Erba Mannheim","Ingénieur Électronique ",33000,"Oui",33000,"","","",""
1776019599331780,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","Erba Mannheim","Ingénieur électronicien ",32000,"Oui",33000,"","","",""
1798487180756620,"","","","","","",NA,"",NA,"","","",""
1788460155174270,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","","Oui","ATOS","",NA,"",NA,"","","",""
1782332270006630,"","","","","","",NA,"",NA,"","","",""
1783429211757400,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","SERMA GROUP","INGENIEUR ELECTRONIQUE NUMERIQUE",NA,"",NA,"","","",""
1782392903986310,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","Holding NEUVESSEL","INGENIEUR EN SYSTEMES EMBARQUES",36000,"Oui",40000,"","","",""
1783551727452290,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Provence-Alpes-Côte d'Azur","Oui","STMicroelectronics ","Développeur Logiciel",40000,"Oui",43000,"","","",""
1782779356697980,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","A l'étranger","","Oui","Bosch","Ingénieur développement ",55000,"Non",55000,"","","",""
1803013677885640,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Provence-Alpes-Côte d'Azur","Non","","Ingénieur d'études développeur ",32000,"Non",32000,"","","",""
1798760222320800,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Nouvelle-Aquitaine","Non","","Ingénieur systèmes Embarqués",32000,"Non",32000,"","","",""
1798753161154250,"","","","","","",NA,"",NA,"","","",""
1794775550865920,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","EDF","Chef de Pôle",42000,"Oui",55000,"5 000 salarié(e)s ou plus","Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné)","Non","Enedis"
1783174101378910,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Auvergne-Rhône-Alpes","Oui","Alstom","Ingénieur logiciel embarqué ",43000,"Oui",49000,"5 000 salarié(e)s ou plus","Industrie automobile, aéronautique, navale, ferroviaire","Oui","Segula technologies"
1794034499787670,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","","","Chargé de projet électronique ",36000,"Non",36000,"De 50 à 249 salarié(e)s ","Autres industries (bois, imprimerie, fabrication, réparation et installation de machines et d'équipements, ...)","Oui","Ingénieur équipement de test"
1775713375394750,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Provence-Alpes-Côte d'Azur","Non","","Ingénieur Systèmes Embarqués",36000,"Non",36000,"","","",""
1775865280286940,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Auvergne-Rhône-Alpes","Non","","Chargé de déploiement",NA,"Oui",NA,"","","",""
1768556234866690,"","","","","","",NA,"",NA,"","","",""
1783045827517810,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Pays de la Loire","Oui","Dhi group","Ingénieure d'étude",23600,"Oui",27000,"","","",""
1789022859354490,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Provence-Alpes-Côte d'Azur","Non","","Ingénieur chargé d'études Genie Civil et travaux souterrains",37000,"Oui",42000,"","","",""
1775264588492900,"","","","","","",NA,"",NA,"","","",""
1793990180098860,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Provence-Alpes-Côte d'Azur","Non","","Ingénieure R&D",32400,"Oui",35400,"","","",""
1893834515466240,"","","","","","",NA,"",NA,"","","",""
1789139065168450,"","","","","","",NA,"",NA," Moins de 10 salarié(e)s ","Activités informatiques et services d'information (TIC services)","Non","Camatau"
1794332572991420,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Pays de la Loire","Oui","Keran","Chargée d'études en environnement ",28000,"Non",28000,"","","",""
1768381913131040,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Non","","developpeur frontend",32500,"Non",32500,"","","",""
1782520259462620,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Non","","Full Stack Software engineer",44000,"Oui",53000,"De 10 à 19 salarié(e)s ","Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné)","Oui","Sereema"
1882332491754170,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Île-de-France","Oui","","",NA,"",NA,"","","",""
1799416697934880,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Provence-Alpes-Côte d'Azur","Non","","Ingénieur hydraulicien ",32880,"Oui",35000,"","","",""
1768183497095870,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Auvergne-Rhône-Alpes","Non","","Chargé d'Affaires Conduite et Études ",41500,"Oui",52000,"","","",""
1767472964490090,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","FOSELEV","Responsable d'activité",42000,"Oui",49900,"","","",""
1794034695610840,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Non","","Ingénieur Électronique",32000,"Non",32000,"","","",""
1883483808591720,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Provence-Alpes-Côte d'Azur","Oui","Sopra Steria Group","",NA,"Oui",NA,"","","",""
1789420291422310,"","","","","","",NA,"",NA,"","Fabrication de textiles, industries de l'habillement, industrie du cuir et de la chaussure","Non",""
1882333151509550,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Auvergne-Rhône-Alpes","Oui","EDF ","Ingénieur conception thermomécanique ",35200,"Oui",43000,"250 à  4 999 salarié(e)s ","Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements","Non","Ecm technologies"
1783297983268430,"","","","","","",NA,"",NA,"","","",""
1789139176706330,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Centre-Val de Loire","Oui","Jogam","Ingénieur d'affaires ",36000,"Non",36000,"","","",""
1783045885295520,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Non","","Ingénieure d'étude ",35000,"Oui",37000,"","","",""
1776166982737600,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Pays de la Loire","Non","","Ingénieure consultante",34200,"Non",34200,"","","",""
1798974154596700,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Provence-Alpes-Côte d'Azur","Oui","Veracyte","Scientist",28858,"Oui",32000,"","","",""
1783483872013320,"CDI (contrat de travail à durée indéterminée) y compris de la fonction publique","En France","Occitanie","Oui","Positive Think Company","Consultant chef projet R&D",31000,"Non",31000,"","","",""
