date,identifiant,sexe,nationalite_francaise,nationalite,annee_diplome,type_formation,filiere,situation_actuelle,en_recherche_emploi,nb_mois_recherche_emploi,refus_emploi,difficultés_recherche,alternance,poste_occupe,secteur_activite,autre_activite,statut_emploi,nature_contrat,duree_CDD,localisation_emploi,region_emploi,pays_localisation,temps_partiel,nb_mois_occupation_emploi,handicap,taille_entreprise,service_emploi,intitule_poste,statut_cadre,secteur_activite,domaine_entreprise,remuneration_annuelle_brute,prime,remuneration_prime,alternance,statut,nature_contrat_premier_emploi,intitule_premier_emploi,localisation_premier_emploi,region_premier_emploi,pays_premier_emploi,ville_premier_emploi,taille_entreprise_premier_emploi,secteur_activite_entreprise_premier_emploi,statut_cadre_premier_emploi,temps_partiel_premier_emploi,remuneration_annuelle_brute_hors_prime_premier_emploi,prime_premier_emploi,remuneration_annuelle_brute_avec_prime_premier_emploi
29/03/2019 18:41,"1,78234E+15",Homme,Oui,,2018,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Pays de la Loire,,Non,5.0,Non,5 000 salarié(e)s ou plus,"Méthodes, contrôle de production, maintenance",coordinateur technique,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",Transport,28200.0,Oui,30000.0,,,,,,,,,,,,,,,
29/03/2019 19:06,"1,77526E+15",Homme,Oui,,2018,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,7.0,Oui,5 000 salarié(e)s ou plus,"Réseaux, intranet, internet, télécommunications ",,Oui,Télécommunications,,,,,,,,,,,,,,,,,,,
18/03/2019 10:55,"1,79379E+15",Homme,Oui,,2017,Sous contrat d apprentissage,Mécanique Structures Industrielles (MSI - apprentissage),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Auvergne-Rhône-Alpes,,Non,5.0,Non,250 à  4 999 salarié(e)s ,"Méthodes, contrôle de production, maintenance",Ingénieur Méthode Structures Mécano-Soudées,Oui,Autres secteurs ,,37000.0,Oui,37000.0,Oui,,,,,,,,,,,,,,
30/03/2019 09:52,"1,89102E+15",Homme,Oui,,2017,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,,Oui,Salarié(e) du secteur public,CDD (contrat de travail à durée déterminée),1.0,En France,Occitanie,,Non,7.0,Non,De 50 à 249 salarié(e)s ,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur d appui à la recherche,Oui,Recherche-développement scientifique,,,Non,,,,CDI (contrat de travail à durée indéterminée) y compris CDIC,Ingénieur informatique,En France,Occitanie,,Pérols,De 10 à 19 salarié(e)s ,Autres secteurs ,Oui,Non,26568.0,Non,26568.0
30/03/2019 10:03,"1,75762E+15",Homme,Oui,,2016,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,A l étranger,,,Non,13.0,Non,De 50 à 249 salarié(e)s ,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Firmware Engineer,Non,Autres secteurs ,,45000.0,Non,45000.0,,,,,,,,,,,,,,,
30/03/2019 11:51,"1,79434E+15",Homme,Non,Marocaine,2017,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Provence-Alpes-Côte d Azur,,Non,1.0,Non,250 à  4 999 salarié(e)s ,,Responsable préparation chantier,Oui,"Construction, BTP",,33600.0,Oui,54320.0,,,,,,,,,,,,,,,
30/03/2019 15:59,"1,81687E+15",Homme,Oui,,2018,Formation initiale (hors apprentissage),Matériaux (MAT),En recherche emploi,Non,2.0,Oui,Manque d expérience professionnelle|Salaire proposé insuffisant,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2019 15:44,"1,76846E+15",Femme,Non,Chinoise,2017,Sous contrat de professionalisation,Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Provence-Alpes-Côte d Azur,,Non,16.0,Non,250 à  4 999 salarié(e)s ,Exploitation / maintenance informatique ,testeur fonctionnel,Oui,Activités informatiques et services d information (TIC services),,27500.0,Non,27500.0,,,,,,,,,,,,,,,
31/03/2019 20:07,"1,78847E+15",Homme,Oui,,2017,Sous contrat d apprentissage,Matériaux (MAT),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Auvergne-Rhône-Alpes,,Non,7.0,Non,De 50 à 249 salarié(e)s ,Assistance technique,Ingenieur Gestion de Projet,Non,"Énergie (Production et distribution d électricité, de gaz, de vapeur et d air conditionné)","Energie, électronique, électrotechnique",33000.0,Non,33000.0,,,,,,,,,,,,,,,
01/04/2019 10:05,"1,78292E+15",Homme,Oui,,2017,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),12.0,En France,Provence-Alpes-Côte d Azur,,Non,10.0,Non, Moins de 10 salarié(e)s ,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur R&D biologie,Oui,Industrie pharmaceutique,,31400.0,Non,31400.0,,,,,,,,,,,,,,,
01/04/2019 12:37,"1,78271E+15",Homme,Oui,,2017,Sous contrat de professionalisation,Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Auvergne-Rhône-Alpes,,Non,8.0,Non,De 20 à 49 salarié(e)s ,Commercial(e) (dont ingénieur(e) d affaire) ,Ingénieur d Affaires / Business Manager,Oui,"Sociétés de conseil, bureaux d études",,30000.0,Oui,36000.0,,,CDI (contrat de travail à durée indéterminée) y compris CDIC,Ingénieur d études et Développement,En France,Auvergne-Rhône-Alpes,,Limonest,5 000 salarié(e)s ou plus,"Sociétés de conseil, bureaux d études",Oui,Non,30000.0,Oui,33000.0
08/02/2019 15:07,"1,77609E+15",Femme,Oui,,2017,Formation initiale (hors apprentissage),Sciences et Technologies de l Eau (STE),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,16.0,Non,De 50 à 249 salarié(e)s ,Etudes - Conseil et expertise (autre qu'informatique),Ingénieur d études,Oui,"Construction, BTP",,29000.0,Non,29000.0,,,,,,,,,,,,,,,
12/02/2019 20:12,"1,76764E+15",Homme,Oui,,2017,Sous contrat d apprentissage,Mécanique Structures Industrielles (MSI - apprentissage),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),1.0,En France,Auvergne-Rhône-Alpes,,Non,14.0,Non,5 000 salarié(e)s ou plus,Commercial(e) (dont ingénieur(e) d affaire) ,"Ingénieur Spécialiste en Soudage, chargé d affaire",Oui,Métallurgie et fabrication de produits métalliques à l exception des machines et des équipements,,34500.0,Oui,34500.0,Oui,,,,,,,,,,,,,,
25/02/2019 15:33,"1,79374E+15",Homme,Oui,,2016,Sous contrat de professionalisation,Sciences et Technologies de l Eau (STE),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Bourgogne-Franche-Comté,,Non,6.0,Non,5 000 salarié(e)s ou plus,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur Bureau d Etude à la direction des opérations,Oui,"Production et distribution d eau assainissement, gestion des déchets et dépollution",,37000.0,Non,37000.0,,,CDD (contrat de travail à durée déterminée),Chargé d étude et de projet,En France,Grand Est,,Metz,5 000 salarié(e)s ou plus,"Production et distribution d eau assainissement, gestion des déchets et dépollution",Non,Non,27240.0,Non,27240.0
01/04/2019 18:47,"1,88914E+15",Homme,Oui,,2016,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Provence-Alpes-Côte d Azur,,Non,3.0,Non,De 10 à 19 salarié(e)s ,Direction générale ,Co-fondateur,Oui,Télécommunications,,,Oui,,,,,,,,,,,,,,,,
01/04/2019 19:23,"1,7576E+15",Homme,Oui,,2018,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,13.0,Non,5 000 salarié(e)s ou plus,Etudes et développement en systèmes d information ,Ingénieur en technologie de l information,Oui,Activités informatiques et services d information (TIC services),,30000.0,Oui,32000.0,,,,,,,,,,,,,,,
01/04/2019 19:46,"1,78852E+15",Femme,Oui,,2017,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),Apprentissage,,En France,Centre-Val de Loire,,Non,8.0,Non,250 à  4 999 salarié(e)s ,R&I,Chargée d innovation maquillage,Non,Industrie chimique,,,Oui,,Oui,,,,,,,,,,,,,,
01/04/2019 22:06,"1,86764E+15",Homme,Oui,,2018,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,6.0,Non, Moins de 10 salarié(e)s ,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Developpeur Front end,Oui,Industrie des technologies de l Information et de la Communication (TIC),,32500.0,Oui,33000.0,,,,,,,,,,,,,,,
01/04/2019 22:39,"1,76855E+15",Homme,Oui,,2018,Sous contrat de professionalisation,Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,7.0,Non,250 à  4 999 salarié(e)s ,Etudes et développement en systèmes d information ,Software Engineer,Oui,Activités informatiques et services d information (TIC services),,39000.0,Non,39000.0,,,,,,,,,,,,,,,
02/04/2019 11:21,"1,79419E+15",Homme,Oui,,2017,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,24.0,Non,5 000 salarié(e)s ou plus,Exploitation / maintenance informatique ,Consultant,Oui,Activités financières et d assurance,,30000.0,Oui,32000.0,,,,,,,,,,,,,,,
02/04/2019 12:03,"1,76837E+15",Homme,Oui,,2016,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,12.0,Non,5 000 salarié(e)s ou plus,Etudes et développement en systèmes d information ,Développeur senior fullstack,Oui,Activités financières et d assurance,,36400.0,Non,36400.0,,,,,,,,,,,,,,,
02/04/2019 12:08,"1,7833E+15",Femme,Oui,,2016,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,30.0,Non,5 000 salarié(e)s ou plus,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Software Engineer DevOps,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",,42000.0,Oui,45000.0,,,,,,,,,,,,,,,
02/04/2019 14:37,"1,77714E+15",Femme,Non,Chinoise,2017,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,15.0,Non,5 000 salarié(e)s ou plus,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Hardware ingenieur ,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",,,Non,,,,,,,,,,,,,,,,
02/04/2019 15:10,"1,78259E+15",Femme,Oui,,2016,Sous contrat de professionalisation,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),12.0,En France,Île-de-France,,Non,12.0,Non,5 000 salarié(e)s ou plus,Ressources humaines ,Chef de projet innovation,Oui,"Énergie (Production et distribution d électricité, de gaz, de vapeur et d air conditionné)",,33000.0,Oui,40000.0,Non,,,,,,,,,,,,,,
02/04/2019 15:26,"1,87596E+15",Homme,Oui,,2016,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En création d entreprise /reprise d entreprise,,,,,,,Activités informatiques et services d information (TIC services),Oui,,,,,,,,,,,,,,,,,,,,,CDI (contrat de travail à durée indéterminée) y compris CDIC,Ingénieur Recherche et Développement,En France,Occitanie,,Montpellier,250 à  4 999 salarié(e)s ,Activités informatiques et services d information (TIC services),Oui,Non,30500.0,Oui,32000.0
02/04/2019 15:27,"1,79384E+15",Homme,Oui,,2016,Formation initiale (hors apprentissage),Informatique et Gestion (IG),Sans activité volontairement,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,J'étais travailleur indépendant free-lance ,Software engineer ,A l étranger,,Je travaillais depuis la Belgique pour une entreprise Bangladaise/Allemande,,,"Énergie (Production et distribution d électricité, de gaz, de vapeur et d air conditionné)",Non,Oui,9000.0,Non,9000.0
02/04/2019 16:57,"1,7831E+15",Femme,Oui,,2016,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Auvergne-Rhône-Alpes,,Non,30.0,Non,250 à  4 999 salarié(e)s ,Etudes et développement en systèmes d information ,Chef de projet IT,Oui,Activités informatiques et services d information (TIC services),,37000.0,Oui,37800.0,,,,,,,,,,,,,,,
02/04/2019 19:50,"1,78858E+15",Femme,Oui,,2017,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,18.0,Non,5 000 salarié(e)s ou plus,Exploitation / maintenance informatique ,Ingénieur en développement mobile ,Oui,Activités informatiques et services d information (TIC services),,29800.0,Non,29800.0,,,,,,,,,,,,,,,
02/04/2019 20:24,"1,79404E+15",Femme,Oui,,2017,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,20.0,Non,5 000 salarié(e)s ou plus,Etudes et développement en systèmes d information ,conceptrice developpeuse ,Oui,Activités financières et d assurance,,34000.0,Oui,40000.0,,,,,,,,,,,,,,,
02/04/2019 21:29,"1,77654E+15",Homme,Oui,,2018,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,6.0,Non,5 000 salarié(e)s ou plus,Etudes et développement en systèmes d information ,Ingénieur d études et développement,Oui,Activités informatiques et services d information (TIC services),,28200.0,Oui,30550.0,,,,,,,,,,,,,,,
03/04/2019 11:40,"1,78252E+15",Homme,,,2016,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En création d entreprise /reprise d entreprise,,,,,,,Industrie des technologies de l Information et de la Communication (TIC),Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/02/2019 22:10,"1,80666E+15",Homme,Non,Malienne,2018,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),9.0,En France,Bourgogne-Franche-Comté,,Non,4.0,Non,De 50 à 249 salarié(e)s ,"Qualité, sécurité, sûreté de fonctionnement ",Assistant Qualité Process,Non,Industrie agroalimentaire ,,24000.0,Oui,26000.0,,,,,,,,,,,,,,,
03/04/2019 13:20,"1,78852E+15",Homme,Oui,,2016,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Provence-Alpes-Côte d Azur,,Non,8.0,Non,250 à  4 999 salarié(e)s ,Etudes et développement en systèmes d information ,Data Scientist,Oui,Industrie des technologies de l Information et de la Communication (TIC),,40000.0,Non,40000.0,,,,,,,,,,,,,,,
03/04/2019 16:52,"1,77526E+15",Femme,Oui,,2016,Sous contrat de professionalisation,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Provence-Alpes-Côte d Azur,,Oui,23.0,Non,250 à  4 999 salarié(e)s ,"Achats, approvisionnements, logistique ",Responsable d équipe ,Oui,Industrie chimique,,36000.0,Oui,40000.0,,,CDI (contrat de travail à durée indéterminée) y compris CDIC,Chef de projet junior,En France,Occitanie,,Toulouse, Moins de 10 salarié(e)s ,Santé humaine et action sociale,Oui,Non,29000.0,Non,29000.0
21/02/2019 19:30,"1,78869E+15",Homme,Oui,,2018,Formation initiale (hors apprentissage),Mécanique et Interactions (MI),En thèse,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/04/2019 22:30,"1,78846E+15",Homme,Oui,,2018,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,A l étranger,,Suisse,Non,7.0,Non,250 à  4 999 salarié(e)s ,Etudes et développement en systèmes d information ,Consultant informatique,Non,Activités informatiques et services d information (TIC services),,56000.0,Non,56000.0,,,,,,,,,,,,,,,
04/04/2019 08:45,"1,78305E+15",Femme,Oui,,2016,Sous contrat de professionalisation,Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,32.0,Non,5 000 salarié(e)s ou plus,Exploitation / maintenance informatique ,Ingénieur d étude ,Oui,Activités informatiques et services d information (TIC services),,,Oui,,,,,,,,,,,,,,,,
04/04/2019 09:08,"1,89849E+15",Homme,Oui,,2016,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),"En volontariat (VIE, VIA, Volontariat civil..)",,,,,,Ingénieur dévelopement logiciel,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/04/2019 09:38,"1,86765E+15",Homme,,,2016,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,31.0,Non,5 000 salarié(e)s ou plus,Informatique industrielle et technique ,R&D Software Engineer,Oui,Autres secteurs ,,33000.0,Oui,35500.0,,,,,,,,,,,,,,,
11/02/2019 17:49,"1,77526E+15",Femme,Oui,,2017,Sous contrat de professionalisation,Mécanique et Interactions (MI),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Auvergne-Rhône-Alpes,,Non,8.0,Non,250 à  4 999 salarié(e)s ,"Méthodes, contrôle de production, maintenance",Ingénieur maintenance,Oui,"Énergie (Production et distribution d électricité, de gaz, de vapeur et d air conditionné)",,34200.0,Oui,35000.0,,,,,,,,,,,,,,,
04/04/2019 19:25,"1,86832E+15",Homme,Oui,,2016,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Pays de la Loire,,Non,31.0,Non,5 000 salarié(e)s ou plus,Informatique industrielle et technique ,Ingénieur d études et développements,Oui,Industrie des technologies de l Information et de la Communication (TIC),,31560.0,Oui,35500.0,,,,,,,,,,,,,,,
04/04/2019 19:40,"1,79464E+15",Homme,Oui,,2018,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,,Non,Salarié(e) du secteur public,CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Provence-Alpes-Côte d Azur,,Non,6.0,Non,5 000 salarié(e)s ou plus,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",System validation engineer,Oui,Métallurgie et fabrication de produits métalliques à l exception des machines et des équipements,,35400.0,Non,35400.0,,,,,,,,,,,,,,,
05/04/2019 11:16,"1,77707E+15",Homme,,,2016,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Nouvelle-Aquitaine,,Non,25.0,Non,5 000 salarié(e)s ou plus,,,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",,35000.0,Non,35000.0,,,,,,,,,,,,,,,
05/04/2019 11:45,"1,8104E+15",Femme,Non,Marocaine,2017,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,18.0,Non,5 000 salarié(e)s ou plus,Etudes et développement en systèmes d information ,Consultant solutions fonctionnelles,Oui,Activités informatiques et services d information (TIC services),,,Oui,,,,,,,,,,,,,,,,
05/04/2019 11:52,"1,76837E+15",Homme,Non,Marocaine,2017,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Auvergne-Rhône-Alpes,,Non,5.0,Non,250 à  4 999 salarié(e)s ,Informatique industrielle et technique ,Business Analyst,Oui,Activités informatiques et services d information (TIC services),,36600.0,Oui,37600.0,,,CDI (contrat de travail à durée indéterminée) y compris CDIC,Consultant Business Intelligence,En France,Auvergne-Rhône-Alpes,,LYON,250 à  4 999 salarié(e)s ,Activités informatiques et services d information (TIC services),Oui,Non,30000.0,Non,30000.0
05/04/2019 11:57,"1,79478E+15",Homme,Oui,,2016,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,37.0,Non,5 000 salarié(e)s ou plus,Direction technique,Consultant Technique,Oui,Activités informatiques et services d information (TIC services),,48000.0,Oui,49000.0,,,,,,,,,,,,,,,
05/04/2019 12:06,"1,79876E+15",Homme,Oui,,2016,Formation initiale (hors apprentissage),Matériaux (MAT),En thèse,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/04/2019 12:29,"1,7831E+15",Homme,Oui,,2016,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,28.0,Non,5 000 salarié(e)s ou plus,Commercial(e) (dont ingénieur(e) d affaire) ,Domain Solution Architect,Oui,Industrie des technologies de l Information et de la Communication (TIC),,60000.0,Oui,77000.0,,,,,,,,,,,,,,,
05/04/2019 13:23,"1,79374E+15",Homme,Oui,,2017,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Auvergne-Rhône-Alpes,,Non,20.0,Non,250 à  4 999 salarié(e)s ,Etudes - Conseil et expertise (autre qu'informatique),Consultant BI,Oui,"Sociétés de conseil, bureaux d études",,34700.0,Non,34700.0,,,,,,,,,,,,,,,
05/04/2019 13:25,"1,77617E+15",Homme,Oui,,2017,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Oui,"Non salarié(e) (Chef d entreprise, Profession libérale, Travailleur(e) indépendant(e))",,,En France,Île-de-France,,Non,2.0,Non, Moins de 10 salarié(e)s ,Informatique industrielle et technique ,Développeur Fullstack,Non,Industrie des technologies de l Information et de la Communication (TIC),,43000.0,Oui,45000.0,,,CDI (contrat de travail à durée indéterminée) y compris CDIC,Data Engineer,En France,Île-de-France,,Paris,De 20 à 49 salarié(e)s ,Industrie des technologies de l Information et de la Communication (TIC),Oui,Non,43000.0,Oui,45000.0
05/04/2019 14:13,"1,88265E+15",Femme,Oui,,2016,Sous contrat de professionalisation,Matériaux (MAT),En activité professionnelle,,,,,,,,Non,Salarié(e) du secteur public,contrat permanent,,En France,Île-de-France,,Non,31.0,Non,5 000 salarié(e)s ou plus,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",responsable d affaire ferroviaire,Oui,Transports (Services),Transport,33000.0,Oui,37000.0,,,,,,,,,,,,,,,
05/04/2019 15:22,"1,77662E+15",Femme,Oui,,2016,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,17.0,Non,250 à  4 999 salarié(e)s ,Marketing,Responsable tarification,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",Divers,39000.0,Non,39000.0,,,,,,,,,,,,,,,
05/04/2019 22:25,"1,98888E+15",Homme,Oui,,2016,Sous contrat d apprentissage,Systèmes Embarqués (SE - apprentissage),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,18.0,Non,De 10 à 19 salarié(e)s ,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur Electronicien,Oui,Autres secteurs ,,,,,,,,,,,,,,,,,,,
06/04/2019 00:00,"1,78252E+15",Homme,Non,Brésilienne,2018,Sous contrat d apprentissage,Microélectronique Et Automatique (MEA),En création d entreprise /reprise d entreprise,,,,,,,Activités informatiques et services d information (TIC services),Non,,,,A l étranger,,Brésil,Non,16.0,Non, Moins de 10 salarié(e)s ,Etudes et développement en systèmes d information ,Ingénieur en Apprentissage Automatique,Non,Activités informatiques et services d information (TIC services),,14000.0,Oui,16000.0,,,,,,,,,,,,,,,
