"identifiant","remuneration_annuelle_brute","sexe","date_diplome","filiere","nationalite_francaise","nationalite","prime","remuneration_prime","remuneration_annuelle_brute_hors_prime_premier_emploi","prime_premier_emploi","remuneration_annuelle_brute_avec_prime_premier_emploi"
"1798575320242150",33400,"Femme",2017,"MAT","Oui","","Non",33400,NA,"",NA
"1875984437307820",23660,"Homme",2019,"MSI-app","Oui","","Oui",24160,NA,"",NA
"1899265683175340",35000,"Homme",2017,"MAT","Oui","","Oui",40000,29000,"Oui",33000
"1789139118785300",40000,"Homme",2018,"MSI-app","Oui","","Oui",45000,NA,"",NA
"1876843909835070",20000,"Homme",2017,"MAT","Non","BrÈsilienne","Oui",25000,5100,"Non",5100
"1819886037906150",28000,"Homme",2019,"GBA","Oui","","Non",28000,NA,"",NA
"1789078741990600",32000,"Femme",2019,"GBA","Oui","","Oui",33333,NA,"",NA
"1803247967074530",30000,"Femme",2018,"GBA","Oui","","Oui",34000,NA,"",NA
"1767820850545880",32000,"Femme",2017,"STE","Oui","","Oui",33500,NA,"",NA
"1776541210122180",41000,"Femme",2017,"MI","Non","Marocaine","Oui",41000,38000,"Non",38000
"1783483939350040",32500,"Femme",2018,"GBA","Oui","","Oui",39000,NA,"",NA
"1782921219908730",33600,"Homme",2018,"MEA","Oui","","Oui",40000,NA,"",NA
"1868325744690540",51600,"Homme",2017,"SE-app","Oui","","Oui",61000,NA,"",NA
"1783488198582660",30000,"Femme",2018,"GBA","Oui","","Oui",40000,NA,"",NA
"1888404484035300",27400,"Homme",2017,"STE","Oui","","Non",27400,27000,"Non",27000
"1783116544067800",28980,"Femme",2018,"GBA","Oui","","Oui",34000,NA,"",NA
"1899265670234830",31000,"Homme",2019,"MAT","Oui","","Non",31000,NA,"",NA
"1789365008353440",37000,"Femme",2019,"GBA","Oui","","Oui",37000,NA,"",NA
"1782327051767720",24500,"Homme",2018,"STE","Oui","","Oui",49000,NA,"",NA
"1788410893486840",36000,"Femme",2017,"GBA","Oui","","Oui",40000,29000,"Oui",29000
"1767472863462420",20400,"Homme",2019,"IG","Oui","","Non",20400,NA,"",NA
"1798528980861790",29500,"Homme",2017,"GBA","Oui","","Oui",32000,NA,"Non",NA
"1788970928119790",37500,"Homme",2017,"GBA","Oui","","Oui",41500,25000,"Oui",31500
"1768549874921600",45000,"Homme",2018,"IG","Oui","","Oui",60000,NA,"",NA
"1783101041459560",38000,"Femme",2018,"MEA","Non","Tunisienne","Oui",45000,NA,"",NA
"1810270661048860",29880,"Homme",2017,"MEA","Non","Malienne","Oui",34000,NA,"",NA
"1868316566701450",33000,"Homme",2018,"MAT","Oui","","Non",33000,NA,"",NA
"1767472953470000",32000,"Homme",2019,"STE","Oui","","Oui",38000,33000,"Non",33000
"1875713102128940",31992,"Homme",2020,"MEA","Oui","","Non",31992,NA,"",NA
"1793838444568620",29600,"Femme",2018,"SE-app","Oui","","Non",29600,NA,"",NA
"1883483938739290",34000,"Femme",2018,"GBA","Oui","","Oui",36700,32000,"Non",32000
"1875874675172920",38000,"Femme",2020,"IG","Oui","","Non",38000,NA,"",NA
"1757599424478080",42000,"Homme",2018,"IG","Oui","","Non",42000,32000,"Oui",34000
"1783551852318610",32400,"Homme",2019,"EGC-app","Oui","","Oui",42000,NA,"",NA
"1788520668264870",35000,"Homme",2018,"MSI-app","Oui","","Oui",37000,NA,"",NA
"1789078790542930",32000,"Homme",2020,"MSI-app","Oui","","Non",32000,NA,"",NA
"1882855136325960",40615,"Femme",2018,"GBA","Oui","","Oui",46000,NA,"",NA
"1789086607195970",32400,"Homme",2018,"MAT","Oui","","Oui",33400,NA,"",NA
"1782455254024230",31140,"Femme",2019,"STE","Oui","","Oui",31140,NA,"",NA
"1782921165310560",36000,"Homme",2018,"MSI-app","Oui","","Oui",38000,NA,"",NA
"1783100970982130",39000,"Femme",2018,"MSI-app","Oui","","Oui",39000,NA,"",NA
"1899261155690210",31000,"Homme",2018,"MI","Oui","","Non",31000,NA,"",NA
"1893989900675130",30400,"Femme",2018,"GBA","Oui","","Oui",37000,NA,"",NA
"1810746057914990",37000,"Homme",2018,"MSI-app","Oui","","Oui",42000,32000,"Oui",35000
"1882327051767680",30870,"Homme",2018,"STE","Oui","","Oui",33442,NA,"",NA
"1883100619939750",36000,"Homme",2018,"MSI-app","Oui","","Oui",45000,NA,"",NA
"1788581262220530",38000,"Homme",2018,"MI","Oui","","Oui",43000,NA,"",NA
"1794190861380290",34450,"Homme",2018,"STE","Oui","","Oui",36500,NA,"",NA
"1776102425630910",37000,"Homme",2020,"MI","Oui","","Oui",40000,NA,"",NA
"1883100972924090",32000,"Femme",2019,"MAT","Oui","","Non",32000,NA,"",NA
"1888921834788190",33600,"Femme",2018,"MAT","Oui","","Non",33600,NA,"",NA
"1783483814255390",24000,"Homme",2018,"STE","Oui","","Oui",32500,14400,"Non",14400
"1783101103624550",26100,"Femme",2018,"GBA","Oui","","Non",26100,22800,"Oui",25200
"1888993547043190",30500,"Homme",2018,"STE","Oui","","Oui",33000,24000,"Oui",28000
"1789416415933530",37500,"Femme",2018,"GBA","Oui","","Oui",45000,25000,"Non",25000
"1783101100968040",26400,"Femme",2018,"GBA","Oui","","Non",26400,25200,"Oui",27600
"1799420084850990",30000,"Femme",2019,"STE","Oui","","Oui",32500,26400,"Non",26400
"1894628095793630",36000,"Femme",2019,"GBA","Oui","","Oui",40000,28000,"Oui",31000
"1975976736882070",28680,"Homme",2018,"IG","Oui","","Oui",31070,29726,"Non",29726
"1768183421253110",40000,"Homme",2018,"MSI-app","Oui","","Oui",43000,31000,"Non",31000
"1888769147945140",36000,"Femme",2020,"GBA","Oui","","Non",36000,32000,"Oui",34600
"1882714377674040",37500,"Homme",2018,"SE-app","Oui","","Oui",40000,33500,"Oui",34250
"1789078845339570",32500,"Homme",2019,"MAT","Oui","","Oui",34500,35000,"Oui",45000
"1794779518157410",35000,"Homme",2019,"EGC-app","Oui","","Non",35000,35000,"Oui",40000
"1776019537503010",37000,"Homme",2019,"MSI-app","Oui","","Oui",40000,36000,"Non",36000
"1776695367281500",38000,"Homme",2020,"IG","Oui","","Non",38000,38000,"Non",38000
"1789139063016260",45000,"Homme",2018,"MSI-app","Oui","","Oui",48500,40000,"Non",40000
"1899261173133000",25154,"Homme",2018,"STE","Oui","","Oui",25154,NA,"",NA
"1882421169245270",25300,"Homme",2020,"STE","Oui","","Oui",28000,NA,"",NA
"1856803862955290",25800,"Femme",2019,"GBA","Oui","","Non",25800,NA,"",NA
"1888486991617230",26400,"Femme",2018,"GBA","Oui","","Oui",29600,NA,"",NA
"1782336060429990",26400,"Homme",2018,"SE-app","","","Oui",31000,NA,"",NA
"1783551664006560",27500,"Homme",2018,"MEA","Oui","","Non",27500,NA,"",NA
"1789582944674800",27600,"Homme",2019,"STE","Oui","","Non",27600,NA,"",NA
"1788692348319420",28000,"Homme",2018,"EGC-app","Oui","","Oui",30000,NA,"",NA
"1789246119735420",28800,"Femme",2019,"EGC-app","Oui","","Oui",28800,NA,"",NA
"1889245695975650",28800,"Femme",2018,"GBA","Oui","","Non",28800,NA,"",NA
"1788522924727860",29500,"Femme",2020,"GBA","Oui","","Oui",32000,NA,"",NA
"1893840246313720",30000,"Homme",2019,"GBA","Oui","","Oui",30000,NA,"",NA
"1794332623029410",30000,"Femme",2018,"GBA","Oui","","Non",30000,NA,"",NA
"1910645988974310",30000,"Homme",2020,"MEA","Non","Iranienne","Non",30000,NA,"",NA
"1898752821718580",30000,"Homme",2018,"MSI-app","Oui","","Non",30000,NA,"",NA
"1783045884698430",30600,"Femme",2018,"GBA","Oui","","Oui",34150,NA,"",NA
"1788516878040780",30837,"Femme",2020,"GBA","Oui","","Oui",30837,NA,"",NA
"1888410726730760",31000,"Homme",2020,"MEA","Oui","","Oui",31500,NA,"",NA
"1788692301535520",31000,"Homme",2020,"MEA","Oui","","Non",31000,NA,"",NA
"1867472475612550",31000,"Homme",2020,"MAT","Oui","","Non",31000,NA,"",NA
"1783103406175100",31000,"Homme",2019,"MI","Oui","","Oui",35000,NA,"",NA
"1889049466139250",31200,"Femme",2018,"STE","Oui","","Oui",34000,NA,"",NA
"1799331613988590",32000,"Homme",2019,"MI","Oui","","Oui",36000,NA,"",NA
"1775265356122080",32000,"Femme",2018,"GBA","Oui","","Oui",32000,NA,"",NA
"1794581052286870",32000,"Femme",2018,"MAT","Oui","","Oui",33000,NA,"",NA
"1793786618486010",32400,"Homme",2019,"MEA","Non","Anglaise","Non",32400,NA,"",NA
"1768367354514470",32650,"Homme",2019,"MEA","Oui","","Oui",36000,NA,"",NA
"1775951500398160",33000,"Homme",2018,"MI","Oui","","Non",33000,NA,"",NA
"1789078902192200",33000,"Homme",2019,"EGC-app","Oui","","Oui",36000,NA,"",NA
"1893834520615310",33600,"Femme",2018,"MAT","Oui","","Oui",36400,NA,"",NA
"1789078795547120",34800,"Homme",2020,"GBA","Oui","","Oui",37700,NA,"",NA
"1888522614738880",35000,"Homme",2018,"GBA","Oui","","Oui",37000,NA,"",NA
"1789078902192560",35000,"Homme",2020,"IG","Oui","","Non",35000,NA,"",NA
"1782779292133910",35000,"Homme",2020,"SE-app","Oui","","Non",35000,NA,"",NA
"1782911049579670",35000,"Homme",2020,"MEA","Oui","","Non",35000,NA,"",NA
"1876502116047380",36000,"Homme",2019,"MSI-app","Oui","","Oui",42000,NA,"",NA
"1783865938042470",36000,"Femme",2018,"STE","Oui","","Non",36000,NA,"",NA
"1883558365383490",36000,"Homme",2020,"MEA","Oui","","Oui",39000,NA,"",NA
"1788410109696550",36000,"Homme",2019,"GBA","Non","Malienne ","Non",36000,NA,"",NA
"1889250569455230",36000,"Femme",2018,"IG","Oui","","Non",36000,NA,"",NA
"1782332280392690",36000,"Homme",2020,"MSI-app","Oui","","Oui",40000,NA,"",NA
"1793993126148400",36000,"Homme",2020,"MSI-app","Oui","","Non",36000,NA,"Oui",NA
"1876551793886810",37000,"Homme",2018,"MEA","Oui","","Non",37000,NA,"",NA
"1794681067364090",37000,"Homme",2019,"MSI-app","Oui","","Non",37000,NA,"",NA
"1777070232898030",37000,"Homme",2019,"MSI-app","Oui","","Oui",46000,NA,"",NA
"1876019055553950",38000,"Homme",2019,"MEA","Oui","","Oui",45000,NA,"",NA
"1789081085732110",38000,"Femme",2018,"MAT","Oui","","Oui",40500,NA,"",NA
"1775411561766720",38000,"Femme",2018,"GBA","Oui","","Oui",38000,NA,"",NA
"1788410839588040",38000,"Homme",2020,"MSI-app","Oui","","Oui",45000,NA,"",NA
"1889049477591710",39000,"Femme",2018,"MAT","Oui","","Oui",40950,NA,"",NA
"1889078478104380",40500,"Homme",2018,"IG","Oui","","Oui",40500,NA,"",NA
"1889078740237230",41000,"Homme",2018,"SE-app","Oui","","Oui",45000,NA,"",NA
"1789582942003070",44000,"Homme",2018,"IG","Oui","","Oui",46500,NA,"",NA
"1777070169573770",50000,"Homme",2018,"MSI-app","Oui","","Non",50000,NA,"",NA
"1793784715264040",37000,"Homme",2020,"EGC-app","Oui","","Oui",43000,36000,"Oui",41000
"1888522868716750",34500,"Homme",2019,"GBA","Oui","","Oui",34500,NA,"",NA
"1782457921547660",25800,"Femme",2020,"GBA","Oui","","Non",25800,NA,"",NA
"1882781591862140",25000,"Homme",2019,"EGC-app","Oui","","Oui",30000,NA,"",NA
"1794775548461870",30600,"Homme",2019,"MAT","Oui","","Non",30600,NA,"",NA
"1793834946036290",30456,"Femme",2020,"GBA","Oui","","Oui",33000,30456,"Oui",32000
"1793840404062510",30540,"Femme",2020,"GBA","Oui","","Oui",36000,26400,"Non",26400
"1782338216762190",106800,"Femme",2020,"GBA","Oui","","Non",106800,NA,"",NA
"1783298052833520",32000,"Homme",2020,"GBA","Oui","","Oui",40000,NA,"Non",NA
"1766828308955400",43000,"Homme",2019,"MEA","Oui","","Non",43000,NA,"",NA
"1889078477482330",35000,"Femme",2020,"IG","Oui","","Oui",45000,NA,"",NA
"1775417148264790",55000,"Femme",2020,"IG","Non","Brésilienne","Oui",65000,NA,"",NA
"1775875129282720",38000,"Femme",2020,"IG","Oui","","Non",38000,NA,"",NA
"1782338151538610",29200,"Femme",2020,"IG","Oui","","Oui",30500,NA,"",NA
"1798983085897380",36000,"Femme",2019,"GBA","Oui","","Oui",42000,NA,"",NA
"1788524622250640",34000,"Femme",2020,"MAT","Oui","","Oui",36000,NA,"",NA
"1988486997812560",34000,"Homme",2020,"MAT","Oui","","Oui",34000,NA,"",NA
"1899261173183380",35000,"Homme",2019,"EGC-app","Oui","","Oui",49000,NA,"",NA
"1875264073639880",60000,"Homme",2020,"MSI-app","Oui","","Oui",60000,NA,"",NA
"1888410468693410",38000,"Homme",2020,"MSI-app","Oui","","Non",38000,NA,"",NA
"1882529047249510",39000,"Homme",2019,"MEA","Oui","","Oui",42000,NA,"",NA
"1888410486055440",28000,"Homme",2019,"STE","Oui","","Oui",30000,24000,"Non",24000
"1794045563789280",29000,"Homme",2019,"STE","Oui","","Oui",32000,NA,"",NA
"1789472016543610",40500,"Homme",2019,"MSI-app","Oui","","Oui",45000,NA,"",NA
"1793784760866090",36950,"Homme",2020,"STE","Oui","","Oui",36950,NA,"",NA
"1788409759288210",36000,"Femme",2021,"GBA","Oui","","Non",36000,NA,"",NA
"1768376426442850",34000,"Femme",2021,"GBA","Oui","","Non",34000,NA,"",NA
"1783174036632520",27600,"Femme",2021,"GBA","Oui","","Oui",27600,NA,"",NA
"1782459753073150",27600,"Femme",2021,"GBA","Oui","","Oui",33000,NA,"",NA
"1882714390998080",39000,"Homme",2021,"IG","Non","Cameroun ","Non",39000,NA,"",NA
"1888769142990960",30462,"Femme",2021,"IG","Oui","","Oui",33000,NA,"",NA
"1793846657417820",32000,"Homme",2021,"MAT","Oui","","Non",32000,NA,"",NA
"1776551641969100",45000,"Homme",2021,"MAT","Oui","","Non",45000,NA,"",NA
"1776106802172590",34200,"Homme",2021,"MAT","Oui","","Oui",36500,NA,"",NA
"1793744601614180",32000,"Homme",2021,"MEA","Oui","","Non",32000,NA,"",NA
"1788631458472780",38000,"Homme",2021,"MEA","Non","Italienne","Non",38000,NA,"",NA
"1866827944275060",36500,"Homme",2021,"MEA","Oui","","Oui",41000,NA,"",NA
"1794044510266070",33000,"Homme",2021,"MEA","Oui","","Oui",35000,NA,"",NA
"1788524678870680",33000,"Femme",2021,"MEA","Oui","","Non",33000,NA,"",NA
"1868453233229430",31000,"Homme",2021,"MEA","Oui","","Oui",33000,NA,"",NA
"1767472767978110",33000,"Homme",2021,"MEA","Oui","","Oui",37000,NA,"",NA
"1783551851050590",36000,"Homme",2021,"MI","Oui","","Oui",36000,NA,"",NA
"1782333053477200",28500,"Femme",2021,"STE","Oui","","Non",28500,NA,"",NA
"1788410166432400",25920,"Femme",2021,"STE","Oui","","Non",25920,NA,"",NA
"1794332567082990",33000,"Femme",2021,"STE","Oui","","Oui",36000,NA,"",NA
"1803013637715760",37000,"Homme",2021,"MSI-app","Oui","","Oui",40000,NA,"",NA
"1883551376230820",30000,"Homme",2021,"STE","Oui","","Oui",32500,NA,"",NA
"1882331852479650",29270,"Homme",2020,"SE-app","Oui","","Non",29270,NA,"",NA
"1868316558156620",33000,"Homme",2019,"MEA","Oui","","Oui",35500,NA,"",NA
"1783045949464470",32000,"Femme",2021,"SE-app","Oui","","Oui",35000,NA,"",NA
"1888520668242630",30000,"Homme",2020,"MEA","Oui","","Oui",31500,NA,"",NA
"1782910991646920",32160,"Homme",2021,"MEA","Oui","","Oui",36840,NA,"",NA
"1775637644878360",32000,"Femme",2019,"MEA","Oui","","Oui",32000,27000,"Oui",27000
"1775570469927360",36000,"Homme",2021,"STE","Oui","","Oui",36000,NA,"",NA
"1889022599956220",18600,"Homme",2021,"STE","Oui","","Non",18600,NA,"",NA
"1794036538541850",30000,"Homme",2021,"MEA","Oui","","Oui",34000,NA,"",NA
"1788410785710950",49000,"Femme",2021,"MAT","Oui","","Oui",54000,NA,"",NA
"1783483812298950",33000,"Homme",2020,"MAT","Oui","","Oui",35000,20000,"Non",20000
"1783483816110900",27000,"Femme",2021,"STE","Oui","","Oui",27900,NA,"",NA
"1776102353371470",28000,"Femme",2020,"MAT","Oui","","Oui",29000,NA,"",NA
"1756804520498890",36000,"Femme",2020,"GBA","Oui","","Oui",43000,NA,"",NA
"1889582686208820",12200,"Femme",2019,"MAT","Non","Brésilienne","Oui",14280,45600,"Non",45600
"1789036384610740",28800,"Femme",2020,"GBA","Oui","","Oui",36000,NA,"",NA
"1789078853684060",35750,"Femme",2021,"GBA","Oui","","Oui",39650,NA,"",NA
"1899284120369520",36000,"Femme",2019,"GBA","Oui","","Oui",41000,15000,"Oui",22000
"1776166912126060",21230,"Femme",2021,"GBA","Oui","","Oui",23000,NA,"",NA
"1802769923781790",25980,"Femme",2021,"GBA","Oui","","Oui",28145,NA,"",NA
"1882938862036800",43000,"Homme",2019,"MSI-app","Oui","","Oui",48000,NA,"",NA
"1819885928311810",33600,"Homme",2021,"MAT","Oui","","Non",33600,NA,"",NA
"1902766001480110",36000,"Femme",2020,"GBA","Oui","","Oui",39000,NA,"",NA
"1794779469180750",36000,"Homme",2019,"EGC-app","Oui","","Non",36000,33000,"Non",33000
"1893840016348920",39000,"Homme",2019,"SE-app","Oui","","Non",39000,NA,"",NA
"1883551797797160",34800,"Homme",2020,"EGC-app","Oui","","Oui",40000,NA,"",NA
"1813537911007110",36700,"Homme",2019,"GBA","Non","Malienne ","Oui",42000,NA,"",NA
"1882784181763240",37400,"Homme",2021,"MEA","Non","Algérienne","Oui",37400,NA,"",NA
"1788410902583140",30000,"Homme",2021,"EGC-app","Oui","","Non",30000,NA,"",NA
"1789078681597330",42000,"Homme",2021,"IG","Oui","","Oui",44000,NA,"",NA
"1910614048988820",32400,"Homme",2021,"EGC-app","Non","Peruvienne","Oui",35600,NA,"",NA
"1788692302087030",35000,"Homme",2021,"IG","Oui","","Non",35000,NA,"",NA
"1789412644210280",37000,"Homme",2021,"MSI-app","Oui","","Oui",40000,NA,"",NA
"1776621786683810",30600,"Homme",2021,"MAT","Oui","","Oui",32130,NA,"",NA
"1893741092333870",33000,"Homme",2020,"MEA","Oui","","Non",33000,NA,"",NA
"1989312403857410",32000,"Homme",2020,"MEA","Oui","","Non",32000,NA,"",NA
"1794539807203270",25560,"Homme",2021,"MEA","Oui","","Non",25560,NA,"",NA
"1789139232012690",32000,"Femme",2020,"SE-app","Oui","","Oui",36000,NA,"",NA
"1794539906653480",39000,"Homme",2019,"MEA","Oui","","Non",39000,NA,"",NA
"1903247828409890",33000,"Femme",2021,"STE","Non","Péruvienne ","Oui",33000,NA,"",NA
"1816870333468000",31800,"Homme",2019,"STE","Oui","","Oui",31800,NA,"",NA
"1789472008264120",38000,"Homme",2019,"EGC-app","Oui","","Oui",41000,NA,"",NA
"#REF!",48000,"Homme",2020,"IG","Oui","","Non",48000,38000,"Non",38000
"1882616008509500",39000,"Homme",2021,"IG","Oui","","Oui",42000,NA,"",NA
"1767189237562980",34000,"Femme",2021,"IG","Oui","","Non",NA,NA,"",NA
"1767190072349610",55000,"Homme",2019,"IG","Oui","","Non",55000,NA,"",NA
"1788692349445630",39000,"Homme",2021,"MSI-app","Oui","","Oui",41000,NA,"",NA
"1798529116465000",33000,"Homme",2020,"MI","Oui","","Oui",34000,NA,"",NA
"1782855605718390",30500,"Femme",2021,"STE","Oui","","Oui",33000,NA,"",NA
"1798487223450180",30000,"Homme",2021,"IG","Oui","","Oui",33000,NA,"",NA
"1775484945550200",48000,"Homme",2021,"IG","Oui","","Oui",57000,NA,"",NA
"1793840201791630",35000,"Homme",2021,"MEA","Oui","","Oui",37000,NA,"",NA
"1789582948561450",32000,"Homme",2019,"SE-app","Oui","","Non",32000,NA,"",NA
"1898759980734680",34000,"Homme",2021,"MI","Oui","","Oui",37000,33000,"Non",33000
"1788742303216740",30000,"Homme",2021,"SE-app","Oui","","Oui",31000,NA,"",NA
"1783101035691880",30000,"Homme",2021,"IG","Oui","","Oui",36000,NA,"",NA
"1768367709797230",33000,"Homme",2021,"IG","Oui","","Non",33000,NA,"",NA
"1783483812349510",33600,"Femme",2019,"STE","Oui","","Oui",36400,NA,"",NA
"1783739565004950",32400,"Femme",2021,"STE","Non","Éthiopienne ","Oui",37500,NA,"",NA
"1798760229023950",32000,"Homme",2021,"MEA","Oui","","Non",32000,NA,"",NA
"1789312661031860",36000,"Homme",2021,"MI","Oui","","Oui",36000,NA,"",NA
"1757247289876320",33000,"Homme",2021,"MI","Oui","","Non",33000,NA,"",NA
"1782459816293740",27600,"Femme",2019,"GBA","Oui","","Oui",32000,30000,"Non",30000
"1789312665031830",32400,"Homme",2019,"MEA","Oui","","Non",32400,NA,"",NA
"1882745448964550",36000,"Femme",2020,"GBA","Oui","","Non",36000,34000,"Oui",38000
"1794779523574010",36000,"Homme",2020,"MI","Oui","","Non",36000,NA,"",NA
"1875223040270390",36000,"Femme",2019,"MI","Oui","","Oui",38000,NA,"",NA
"1876694874263880",36000,"Homme",2021,"MI","Oui","","Oui",38000,NA,"",NA
"1768183498866910",28000,"Homme",2020,"MI","Oui","","Non",28000,NA,"",NA
"1782910985211080",36000,"Homme",2020,"MEA","Oui","","Oui",36000,NA,"",NA
"1782650036385480",50000,"Homme",2019,"IG","Oui","","Oui",64000,33000,"Non",33000
"1893834742486730",28000,"Homme",2019,"MEA","Non","Brésilienne","Non",28000,NA,"",NA
"1876106378886210",35000,"Homme",2020,"MEA","Non","Italienne","Non",35000,NA,"",NA
"1875270221871270",28200,"Homme",2020,"STE","Oui","","Oui",32000,NA,"",NA
"1793841807785750",30000,"Homme",2022,"MI","Oui","","Oui",33700,NA,"",NA
"1788581261637610",32339,"Homme",2020,"MAT","","","Non",32339,NA,"",NA
"1882333150793200",32000,"Homme",2022,"MAT","Oui","","Non",32000,NA,"",NA
"1767558567645300",37050,"Femme",2022,"MAT","Oui","","Oui",41000,NA,"",NA
"1782464489811800",35000,"Femme",2021,"MEA","Oui","","Oui",36000,NA,"",NA
"1788753667079730",35500,"Homme",2021,"MEA","Oui","","Oui",37000,NA,"",NA
"1775272953825670",40000,"Homme",2021,"MEA","Oui","","Oui",50000,NA,"",NA
"1894775274186880",36000,"Homme",2022,"EGC-app","Oui","","Oui",45000,NA,"",NA
"1783429211782520",34000,"Homme",2022,"EGC-app","Oui","","Non",34000,NA,"",NA
"1788522818395750",81750,"Homme",2021,"MEA","Oui","","Non",81750,NA,"",NA
"1788410726730790",34068,"Homme",2020,"MEA","Oui","","Non",34068,NA,"",NA
"1776693136858900",27500,"Femme",2022,"STE","Oui","","Non",27500,NA,"",NA
"1776915174226700",34000,"Femme",2021,"STE","Non","Éthiopienne ","Oui",37000,NA,"",NA
"1888691983170700",37200,"Homme",2022,"EGC-app","Oui","","Non",37200,NA,"",NA
"47712125471966",33000,"Homme",2022,"MI","Non","Chinoise","Oui",33000,NA,"",NA
"1767558385274970",47500,"Femme",2020,"IG","Oui","","Non",47500,NA,"",NA
"1768549960161460",34450,"Homme",2022,"MI","Oui","","Oui",34450,NA,"",NA
"1783101035627220",40000,"Femme",2022,"GBA","Oui","","Oui",41500,NA,"",NA
"1783100914527120",22000,"Femme",2021,"GBA","Oui","","Oui",23000,NA,"",NA
"1793841850404150",31000,"Homme",2022,"MAT","Oui","","Oui",33500,NA,"",NA
"1768550499574310",34160,"Homme",2022,"IG","Oui","","Non",34160,NA,"",NA
"1856804520498890",41000,"Femme",2020,"GBA","Oui","","Oui",43000,NA,"",NA
"1775414009005030",34000,"Femme",2022,"GBA","Oui","","Non",34000,NA,"",NA
"1788692187750670",28650,"Homme",2022,"MI","Oui","","Oui",32000,NA,"",NA
"1794193640473770",34000,"Femme",2022,"GBA","Oui","","Oui",34000,NA,"",NA
"1788410326946400",42000,"Femme",2022,"GBA","Non","Allemande","Oui",45487,NA,"",NA
"1775265347726000",32307,"Femme",2020,"GBA","Oui","","Oui",35000,NA,"",NA
"60205999132796",53100,"Homme",2022,"IG","Non","Senegalaise","Non",53100,NA,"",NA
"1913884933538010",32000,"Femme",2022,"STE","Non","Péruvienne","Oui",34100,NA,"",NA
"1794332466676110",34300,"Homme",2022,"MI","Oui","","Non",34300,NA,"",NA
"1876106416468640",10000,"Homme",2022,"MEA","Non","Brésilienne","Non",10000,NA,"",NA
"1767190070685740",40000,"Homme",2022,"EGC-app","Oui","","Oui",46000,NA,"",NA
"1783429139858020",57000,"Homme",2022,"STE","Oui","","Oui",62000,NA,"",NA
"1783049680086410",34800,"Homme",2021,"MAT","Oui","","Oui",37500,NA,"",NA
"1782782059962560",40000,"Femme",2020,"GBA","Oui","","Non",40000,NA,"",NA
"1783297923325090",44000,"Homme",2022,"IG","Oui","","Non",44000,NA,"",NA
"1768549888396460",31850,"Homme",2022,"EGC-app","Oui","","Oui",34500,NA,"",NA
"1767838787712970",36000,"Homme",2021,"IG","Oui","","Oui",39600,NA,"",NA
"1788410960407410",30360,"Homme",2022,"EGC-app","Oui","","Oui",33649,NA,"",NA
"1798714174619490",30000,"Homme",2022,"EGC-app","Oui","","Non",30000,NA,"",NA
"1788910985230730",36000,"Homme",2022,"EGC-app","Oui","","Oui",39900,NA,"",NA
"1783230237483100",37800,"Femme",2022,"EGC-app","Oui","","Oui",41895,NA,"",NA
"1775955961860540",36100,"Femme",2022,"GBA","Oui","","Oui",36100,NA,"",NA
"1777070305840640",37500,"Homme",2022,"MEA","Oui","","Non",37500,NA,"",NA
"1888802866345600",41000,"Homme",2021,"MEA","Non","Algérienne","Oui",43700,NA,"",NA
"1798487266210660",57590,"Homme",2022,"MEA","Oui","","Oui",63358,NA,"",NA
"1788410955870170",30000,"Homme",2021,"MAT","Oui","","Oui",49600,NA,"",NA
"1782593075288160",40000,"Femme",2022,"MAT","Oui","","Non",40000,NA,"",NA
"1789357194441510",36600,"Homme",2022,"MAT","Oui","","Oui",40000,NA,"",NA
"1799286120474790",30000,"Homme",2022,"SE-app","Oui","","Non",30000,NA,"",NA
"1894332243178390",25200,"Homme",2022,"MAT","Oui","","Oui",28000,NA,"",NA
"1802769964527760",32400,"Femme",2021,"GBA","Oui","","Oui",32400,NA,"",NA
"1782328826266060",37800,"Femme",2022,"GBA","Oui","","Oui",41500,NA,"",NA
"1799284447124130",39000,"Homme",2020,"MEA","Non","Tunisienne","Oui",45000,NA,"",NA
"1776551716488150",47000,"Homme",2021,"MAT","Oui","","Oui",49000,NA,"",NA
"1776019599331780",32000,"Homme",2022,"MEA","Oui","","Oui",33000,NA,"",NA
"1783551727452290",40000,"Homme",2022,"MEA","Oui","","Oui",43000,NA,"",NA
"1782779356697980",55000,"Homme",2020,"SE-app","Oui","","Non",55000,NA,"",NA
"1803013677885640",32000,"Homme",2021,"MEA","Oui","","Non",32000,NA,"",NA
"1798760222320800",32000,"Homme",2022,"MEA","Oui","","Non",32000,NA,"",NA
"1794034499787670",36000,"Homme",2021,"SE-app","Oui","","Non",36000,30000,"Non",30000
"1775713375394750",36000,"Homme",2022,"SE-app","Oui","","Non",36000,NA,"",NA
"1783045827517810",23600,"Femme",2022,"STE","","","Oui",27000,NA,"",NA
"1793990180098860",32400,"Femme",2022,"GBA","Oui","","Oui",35400,NA,"",NA
"1794332572991420",28000,"Femme",2022,"STE","Oui","","Non",28000,NA,"",NA
"1768381913131040",32500,"Homme",2022,"IG","Oui","","Non",32500,NA,"",NA
"1882333151509550",35200,"Femme",2020,"MI","Oui","","Oui",43000,19747,"Non",19747
"1783045885295520",35000,"Femme",2020,"SE-app","Oui","","Oui",37000,NA,"",NA
"1776166982737600",34200,"Femme",2021,"MI","Oui","","Non",34200,NA,"",NA
"1793840447037670",48518,"Homme",2021,"MEA","Oui","","Oui",50468,NA,"",NA
