identifiant,sexe,nationalite_francaise,nationalite,date_diplome,type_formation,filiere,situation_actuelle,en_recherche_emploi,refus_emploi,difficultes_recherche,alternance,Quel est le poste que vous occupez?,Quel est le nom de votre entreprise / projet?,Pays de localisation de la future entreprise?,autre_activite,statut_emploi,nature_contrat,duree_CDD,localisation_emploi,region_premier_emploi,pays_localisation,temps_partiel,mois_emploi_occupe,nom_entreprise, Son site internet?,taille_entreprise,entreprise_groupe,groupe,departement_emploi,intitule_emploi,cadre,secteur_activite_entreprise,domaine_general_entreprise,langage_programmation,emploi_lie_energie_renouvelable,salaire_annuel_brut,prime,salaire_annuel_brut_prime,responsabilite_hierarchie,responsabilite_budget,responsabilite_equipe,responsabilite ,international,langue_français,langue_anglais,temps_trouve_emploi,moyen_trouver_emploi,critere_choix_emploi,emploi_niveau_qualification,emploi_formation,satisfaction_emploi,condition_travail,relation_collegues,niveau_remuneration,niveau_autonomie,jugement_localisation,recherche_nouvel_emploi,raisons_recherche_emploi,situation_sortie_polytech,temps_trouve_premier_emploi,post_premier_emploi,Aviez-vous un statut de :,nature_contrat,condition_fin_premier_contrat,intitule_premier_emploi,location_premier_emploi,nom_entreprise_premier_emploi,taille_entreprise_premier_emploi,premiere_entreprise_groupe,premier_groupe,secteur_premiere_entreprise,mois_premiere_entreprise,status_cadre_premier_emploi,temps_partiel_premier_emploi,moyen_trouver_premier_emploi,critere_choix_premier_emploi,remuneration_annuelle_brute_premier_emploi,prime_premier_emploi,remuneration_prime_premier_emploi,satisfaction_premier_emploi,satisfaction_formation,ig_avantage_double_competence,ig_membre_reseau,Laquelle?,recommandation_polytech
1776167066293790,Femme,Oui,,2015,Formation initiale (hors apprentissage),Energétique - énergies Renouvelables (EnR),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),6.0,En France,Provence-Alpes-Côte d'Azur,,Non,5.0,Eco Green Développement,http://www.ecogreendeveloppement.com/, Moins de 10 salarié(e)s ,Non,,"Administration, gestion, finance, comptabilité ",Assistante urbanisme,Non,"Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné)",,,Non,20000.0,Non,20000.0,NON,NON,NON,NON,Non,Quotidiennement,Jamais,De 4 à moins de 5 mois,Candidature spontannée,L'absence d'alternative,non,oui,4.0,4.0,5.0,,5.0,5.0,Oui,"Salaire trop faible, permet à peine la survie.",activité professionnelle,Emploi trouvé avant l'obtention de votre diplôme,Salarié(e) du secteur privé (y compris structure associative),,CDI (contrat de travail à durée indéterminée) y compris CDIC,Licenciement,Chef de projet Junior,En France,Global Eco Power,De 10 à 19 salarié(e)s ,Non,,"Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné)",3.0,Oui,Non,Stage de fin d'études,L'intérêt du travail en lui-même,28000.0,Non,28000.0,0.0,3.0,,,,Oui
1883045462793040,Femme,Oui,,2015,Sous contrat d'apprentissage,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Auvergne-Rhône-Alpes,,Non,18.0,CA EAU,, Moins de 10 salarié(e)s ,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Chargée d'études en hydraulique agricole et urbaine,Oui,"Agriculture, sylviculture et pêche ",,,,28200.0,Non,28200.0,OUI,OUI,NON,OUI,Non,Quotidiennement,Jamais,6 mois ou plus,Site Internet spécialisé dans l'emploi (dont APEC),Le contenu de la mission / poste proposé,oui,oui,1.0,2.0,1.0,2.0,2.0,5.0,Oui,Mon patron,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,Oui
1788922314581180,Femme,Oui,,2015,Sous contrat d'apprentissage,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,24.0,CEREG,http://www.cereg.com,De 50 à 249 salarié(e)s ,Non,,Etudes - Conseil et expertise (autre qu'informatique),Ingénieure chargée de projets,Oui,"Production et distribution d'eau assainissement, gestion des déchets et dépollution",,,,26400.0,Oui,32000.0,OUI,OUI,OUI,OUI,Non,Quotidiennement,Très rarement,,Relations personnelles,Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,4.0,4.0,4.0,4.0,Non,,activité professionnelle,Emploi trouvé avant l'obtention de votre diplôme,Salarié(e) du secteur privé (y compris structure associative),,CDD (contrat de travail à durée déterminée),Fin de contrat ou fin de mission,Chargée d'études,En France,BeMEA, Moins de 10 salarié(e)s ,Non,,"Production et distribution d'eau assainissement, gestion des déchets et dépollution",36.0,Oui,Oui,Apprenti(e) : Embauché(e) par l'entreprise d'apprentissage,L'adéquation avec un projet professionnel ,18000.0,Non,18000.0,2.0,4.0,,,,Oui
1968316520817750,Homme,Oui,,2015,Formation initiale (hors apprentissage),Mécanique et Interactions (MI),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),Contrat local,,A l'étranger,,Afrique du Sud,Non,23.0,Finite Element Analysis Services (Pty) Ltd,http://www.feas.co.za/, Moins de 10 salarié(e)s ,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Finite Element Analyst,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",,,,22600.0,Non,22600.0,NON,NON,NON,OUI,Oui,Très rarement,Quotidiennement,Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,Le lieu géographique ,oui,oui,4.0,5.0,4.0,2.0,2.0,5.0,Non,,activité professionnelle,De 1 à moins de 2 mois,Salarié(e) du secteur privé (y compris structure associative),,CDD (contrat de travail à durée déterminée),Fin de contrat ou fin de mission,Ingénieur Calculs,En France,Commissariat à l'energie atomique et aux energies alternatives,5 000 salarié(e)s ou plus,Non,,Recherche-développement scientifique,4.0,Oui,Non,Site Internet spécialisé dans l'emploi (dont APEC),La notoriété de l'entreprise ,31200.0,Oui,35000.0,3.0,4.0,,,,Oui
1788686216250320,Femme,Oui,,2015,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),Mission d'intérim,,En France,Auvergne-Rhône-Alpes,,Non,30.0,Zimmer Biomet,http://www.zimmerbiomet.ch/fr,250 à  4 999 salarié(e)s ,Oui,Zimmer Biomet ,"Méthodes, contrôle de production, maintenance",Ingénieur Maintenance,Oui,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,Divers,,,30000.0,Oui,38000.0,OUI,NON,OUI,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,stage de fin d'études,Le secteur d'activité de l'entreprise,oui,non,4.0,5.0,5.0,4.0,3.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1902765998014930,Homme,Oui,,2015,Formation initiale (hors apprentissage),Energétique - énergies Renouvelables (EnR),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,25.0,Quadran,http://www.quadran.fr,De 50 à 249 salarié(e)s ,Oui,Direct Énergie ,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Chef de projet junior ,Oui,"Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné)",,,Oui,32400.0,Oui,34000.0,NON,NON,NON,OUI,Non,Quotidiennement,Très rarement,,stage de fin d'études,Le secteur d'activité de l'entreprise,oui,oui,4.0,4.0,5.0,3.0,5.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,Oui
1794779572971440,Femme,Oui,,2015,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Bretagne,,Non,11.0,St Michel Guingamp ,http://www.stmichel.fr,250 à  4 999 salarié(e)s ,Oui,St Michel biscuits ,Production - Exploitation ,Responsable d'équipe,Non,Industrie agroalimentaire ,,,,26400.0,Non,26400.0,OUI,NON,OUI,OUI,Non,Quotidiennement,Très rarement,De 1 à moins de 2 mois,Démarché(e) par un 'chasseur de têtes',Le contenu de la mission / poste proposé,non,oui,2.0,3.0,5.0,2.0,4.0,3.0,Oui,Je cherche un poste d'ingénieur,activité professionnelle,Emploi trouvé avant l'obtention de votre diplôme,Salarié(e) du secteur privé (y compris structure associative),,CDD (contrat de travail à durée déterminée),Fin de contrat ou fin de mission,Ingénieur en amélioration Continue ,En France,Orangina suntory,5 000 salarié(e)s ou plus,Oui,Suntory,Industrie agroalimentaire ,12.0,Oui,Non,Stage de fin d'études,L'intérêt du travail en lui-même,36000.0,Oui,39000.0,3.0,5.0,,,,Oui
1783101046496600,Homme,Oui,,2015,Formation initiale (hors apprentissage),Energétique - énergies Renouvelables (EnR),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),1.0,En France,Hauts-de-France,,Non,7.0,Agriwatt,http://www.agriwatt.fr/, Moins de 10 salarié(e)s ,Non,,Production - Exploitation ,Technicien d'étude,Non,"Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné)",,,Oui,26400.0,Oui,32200.0,NON,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,Site Internet spécialisé dans l'emploi (dont APEC),L'adéquation avec un projet professionnel ,oui,oui,4.0,4.0,5.0,3.0,4.0,3.0,Non,,activité professionnelle,Moins d'un mois,Salarié(e) du secteur privé (y compris structure associative),,CDD (contrat de travail à durée déterminée),Fin de contrat ou fin de mission,Ingénieur efficacité énergétique,En France,Bureau Veritas,250 à  4 999 salarié(e)s ,Oui,Bureau Veritas,"Autres industries (bois, imprimerie, fabrication, réparation et installation de machines et d'équipements, ...)",6.0,Oui,Non,Site Internet spécialisé dans l'emploi (dont APEC),L'intérêt du travail en lui-même,28000.0,Oui,30500.0,2.0,4.0,,,,Oui
1798760311203280,Homme,Non,Brésilienne,2015,Sous contrat de professionalisation,Matériaux (MAT),En thèse,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,Oui
1782921165852210,Homme,Oui,,2015,Formation initiale (hors apprentissage),Mécanique et Interactions (MI),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,16.0,Kep nuclear,, Moins de 10 salarié(e)s ,Oui,Kep technologies,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur mécanique,Oui,"Autres industries (bois, imprimerie, fabrication, réparation et installation de machines et d'équipements, ...)",,,,30000.0,Oui,33000.0,OUI,OUI,OUI,OUI,Non,Quotidiennement,Très rarement,,Site Internet spécialisé dans l'emploi (dont APEC),Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,5.0,3.0,4.0,3.0,Non,,activité professionnelle,De 2 à moins de 3 mois,Salarié(e) du secteur privé (y compris structure associative),,CDD (contrat de travail à durée déterminée),Fin de contrat ou fin de mission,Ingénieur de recherche,En France,Satt sud est,De 20 à 49 salarié(e)s ,Oui,Satt,Recherche-développement scientifique,6.0,Oui,Non,Site Internet spécialisé dans l'emploi (dont APEC),L'adéquation avec un projet professionnel ,28000.0,Non,28000.0,2.0,4.0,,,,Oui
1789083267598620,Homme,Oui,,2015,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,31.0,CGI,https://www.cgi.fr/,5 000 salarié(e)s ou plus,Oui,CGI,Etudes et développement en systèmes d'information ,Expert Technique Junior,Oui,Activités financières et d'assurance,,,,33200.0,Oui,36500.0,OUI,NON,OUI,NON,Oui,Quotidiennement,Quotidiennement,,stage de fin d'études,Les perspectives de carrière dans cette entreprise,oui,oui,4.0,5.0,5.0,3.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,5.0,OUI,NON,,Oui
1789083268603530,Homme,Oui,,2015,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Collectivités d'Outre-Mer (COM),,Non,24.0,Copa,,250 à  4 999 salarié(e)s ,Oui,,Direction générale ,Adjoint directeur,Oui,Industrie agroalimentaire ,,,,,Oui,,OUI,NON,OUI,OUI,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),,Candidature spontannée,Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,4.0,3.0,5.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1889086335276390,Femme,Oui,,2015,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Auvergne-Rhône-Alpes,,Non,12.0,Efor,,De 50 à 249 salarié(e)s ,Non,,Consulting,Consultante en dispositifs medicaux,Oui,"Sociétés de conseil, bureaux d'études",Divers,,,32000.0,Non,32000.0,NON,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,De 2 à moins de 3 mois,Démarché(e) par un 'chasseur de têtes',L'adéquation avec un projet professionnel ,oui,oui,3.0,3.0,5.0,1.0,4.0,4.0,Oui,Je veux quitter le consulting,activité professionnelle,Moins d'un mois,Salarié(e) du secteur privé (y compris structure associative),,CDD (contrat de travail à durée déterminée),Fin de contrat ou fin de mission,Chef de projet,En France,Ab7,De 50 à 249 salarié(e)s ,Non,,Industrie chimique,11.0,Oui,Non,Stage année césure/ Contrat de professionnalisation ,Le montant du salaire proposé ,36000.0,Non,36000.0,3.0,4.0,,,,Oui
1788639926947260,Femme,Oui,,2015,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Provence-Alpes-Côte d'Azur,,Non,26.0,GIELLY SAS,http://www.gielly.com, Moins de 10 salarié(e)s ,Non,,"Qualité, sécurité, sûreté de fonctionnement ",Assistante Qualité,Non,Industrie agroalimentaire ,,,,22870.0,Oui,24777.0,NON,OUI,NON,OUI,Oui,Quotidiennement,Quotidiennement,,Site Internet spécialisé dans l'emploi (dont APEC),L'adéquation avec un projet professionnel ,non,oui,4.0,4.0,5.0,4.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1868381320692510,Femme,Non,Gabonaise,2017,Formation initiale (hors apprentissage),Génie Biologique et Agroalimentaires (GBA),En poursuite d'études (hors thèse),,,,non,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1775570397516680,Homme,Oui,,2015,Sous contrat de professionalisation,Matériaux (MAT),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Provence-Alpes-Côte d'Azur,,Non,23.0,Saint Gobain,https://www.saint-gobain.com/fr/innovation/nos-centres-de-recherche-et-developpement,5 000 salarié(e)s ou plus,Oui,Saint Gobain,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Responsable assistance et applications réfractaires,Oui,"Autres industries (bois, imprimerie, fabrication, réparation et installation de machines et d'équipements, ...)",Elaboration et caractérisation des matériaux,,,34200.0,Oui,44800.0,OUI,OUI,OUI,OUI,Oui,Quotidiennement,Quotidiennement,,"Réseau social professionnel (viadéo, Linkedln)",Le contenu de la mission / poste proposé,oui,oui,4.0,5.0,4.0,3.0,4.0,5.0,Non,,activité professionnelle,Emploi trouvé avant l'obtention de votre diplôme,Salarié(e) du secteur privé (y compris structure associative),,CDD (contrat de travail à durée déterminée),"Démission, vous aviez une autre proposition de contrat",Ingénieur R&D,En France,CERFAV,De 50 à 249 salarié(e)s ,Non,,"Autres industries (bois, imprimerie, fabrication, réparation et installation de machines et d'équipements, ...)",8.0,Oui,Non,Site Internet spécialisé dans l'emploi (dont APEC),L'adéquation avec un projet professionnel ,38000.0,Non,38000.0,2.0,4.0,,,,Oui
1882791901441040,Homme,Oui,,2016,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),Sans activité volontairement,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Volontariat (VIE, VIA..)",,,,,,,,,,,,,,,,,,,,,,3.0,,,,Oui
1776106869282940,Homme,Oui,,2016,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,18.0,Neurones IT,,5 000 salarié(e)s ou plus,Oui,Neurones,Avant vente (technico commercial),Chef de projet avant vente,Oui,Activités informatiques et services d'information (TIC services),,,,44000.0,Oui,50000.0,OUI,OUI,OUI,OUI,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),,Démarché(e) par un 'chasseur de têtes',Le contenu de la mission / poste proposé,oui,oui,5.0,4.0,5.0,4.0,5.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,OUI,NON,,Oui
1876091311253270,Femme,Oui,,2017,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,4.0,Gaxieu Ingénierie ,,De 50 à 249 salarié(e)s ,Non,,Etudes - Conseil et expertise (autre qu'informatique),Ingénieur d'etudes ,Oui,"Construction, BTP",,,,28000.0,Oui,28000.0,OUI,NON,OUI,OUI,Non,Quotidiennement,Jamais,,Démarché(e) par un 'chasseur de têtes',Le secteur d'activité de l'entreprise,oui,non,4.0,4.0,5.0,4.0,4.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,Non
1783678963003780,Homme,Oui,,2016,Formation initiale (hors apprentissage),Mécanique et Interactions (MI),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,2.0,Sharpstone Advisory,, Moins de 10 salarié(e)s ,Non,,Etudes - Conseil et expertise (autre qu'informatique),Consultant en financement de l'innovation,Oui,Activités financières et d'assurance,,,,32000.0,Oui,38000.0,NON,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,Site Internet spécialisé dans l'emploi (dont APEC),L'adéquation avec un projet professionnel ,oui,non,5.0,5.0,5.0,5.0,5.0,5.0,Non,,Poursuite d'études (hors thèse),,,,,,,,,,,,,,,,,,,,,,5.0,,,,Oui
1788692405212060,Homme,Oui,,2015,Formation initiale (hors apprentissage),Mécanique et Interactions (MI),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,20.0,CT INGENIERIE,http://www.ctingenieros.com/index.php/home/?idioma_id=1&region_id=1,De 50 à 249 salarié(e)s ,Oui,CT INGENIEROS,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",ingenieur d'etudes,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",,,,30000.0,Non,30000.0,NON,NON,NON,NON,Non,Quotidiennement,Souvent (plusieurs heures par semaine),6 mois ou plus,Candidature spontannée,Le secteur d'activité de l'entreprise,oui,oui,2.0,3.0,3.0,2.0,2.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,Oui
1782714864988640,Homme,Oui,,2017,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Auvergne-Rhône-Alpes,,Non,7.0,Amaris,https://www.amaris.com/,250 à  4 999 salarié(e)s ,Non,,Etudes et développement en systèmes d'information ,Consultant,Oui,"Sociétés de conseil, bureaux d'études",,,,32400.0,Oui,34000.0,NON,NON,NON,NON,Oui,Quotidiennement,Quotidiennement,,Relations personnelles,Les perspectives de carrière dans cette entreprise,oui,oui,4.0,4.0,4.0,4.0,4.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,OUI,NON,,Oui
1782336904542940,Femme,Oui,,2015,Formation initiale (hors apprentissage),Energétique - énergies Renouvelables (EnR),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Auvergne-Rhône-Alpes,,Non,22.0,CSA,,De 20 à 49 salarié(e)s ,Oui,Solenne,Etudes - Conseil et expertise (autre qu'informatique),Ingénieur BE,Oui,"Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, de contrôle et d'analyses techniques",,,Non,34000.0,Oui,34000.0,NON,NON,NON,OUI,Non,Quotidiennement,Très rarement,,Démarché(e) par un 'chasseur de têtes',L'adéquation avec un projet professionnel ,oui,non,4.0,4.0,4.0,2.0,4.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1794681012483640,Homme,Oui,,2016,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),En thèse,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activité professionnelle,Emploi trouvé avant l'obtention de votre diplôme,Salarié(e) du secteur public,Agent contractuel,CDD (contrat de travail à durée déterminée),Fin de contrat ou fin de mission,Ingénieur d'appui de terrain en hydrologie,En France,Hydrosciences Montpellier ,,Non,,"Enseignement, recherche",4.0,Oui,Non,Relations personnelles,L'adéquation avec un projet professionnel ,,Non,,3.0,4.0,,,,Oui
1798487275128440,Homme,Oui,,2017,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,4.0,SopraSteria,,5 000 salarié(e)s ou plus,Non,,Etudes et développement en systèmes d'information ,Ingénieur Débutant,Oui,Activités informatiques et services d'information (TIC services),,,,28200.0,Non,28200.0,NON,NON,NON,NON,Non,Quotidiennement,Très rarement,De 1 à moins de 2 mois,Relations personnelles,Les perspectives de carrière dans cette entreprise,oui,oui,4.0,4.0,5.0,2.0,4.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,NON,NON,,Oui
1788692405734940,Homme,Oui,,2015,Sous contrat d'apprentissage,Mécanique Structures Industrielles (MSI - apprentissage),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Provence-Alpes-Côte d'Azur,,Non,17.0,APAVE,,250 à  4 999 salarié(e)s ,Non,,Etudes - Conseil et expertise (autre qu'informatique),Charge d'affaire ESPN,Oui,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,,,,32000.0,Oui,37000.0,NON,NON,NON,NON,Oui,Quotidiennement,Quotidiennement,,"Réseau social professionnel (viadéo, Linkedln)",Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,5.0,3.0,3.0,5.0,Non,,Poursuite d'études (hors thèse),,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1768381832280630,Homme,Oui,,2016,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,20.0,Assytem,http://www.assystem.com/fr/accueil.html,5 000 salarié(e)s ou plus,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur junior,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",Transport,,,32750.0,Non,32750.0,NON,NON,NON,OUI,Non,Quotidiennement,Très rarement,Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,Le contenu de la mission / poste proposé,oui,non,2.0,5.0,5.0,3.0,4.0,5.0,Oui,"Nouvelle mission, nouveau projet, meilleur salaire",,,,,,,,,,,,,,,,,,,,,,,5.0,,,,Oui
1769001673077350,Homme,Oui,,2015,Formation initiale (hors apprentissage),Energétique - énergies Renouvelables (EnR),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,A l'étranger,,belgique,Non,28.0,Ikos Consulting,http://www.ikosconsulting.com/,250 à  4 999 salarié(e)s ,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Spécialiste Energie Solaire - Ingénieur R&D,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",,,Oui,32400.0,Non,32400.0,NON,OUI,NON,OUI,Oui,Quotidiennement,Quotidiennement,Moins d'un mois,Site Internet spécialisé dans l'emploi (dont APEC),Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,5.0,4.0,4.0,3.0,Oui,"Je cherche à me rapprocher d'un poste plus opérationnel, sur le terrain. Rien de presser mais toujours à l'écoute de nouvelles opportunités",,,,,,,,,,,,,,,,,,,,,,,3.0,,,,Oui
1782921098924520,Homme,Oui,,2017,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),En poursuite d'études (hors thèse),,,,non,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1883067325976580,Femme,Oui,,2016,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),Contrat local,,A l'étranger,,Espagne,Non,18.0,King,https://www.google.es/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwj1sKyvy-bZAhViIpoKHaicCs0QFggoMAA&url=https%3A%2F%2Fking.com%2F&usg=AOvVaw2QxXueSa2lFjau9CU5yCLK,5 000 salarié(e)s ou plus,Oui,Activizion Blizzard,Business Intelligence,Data Scientist,Oui,Autres secteurs ,,,,33000.0,Oui,38000.0,NON,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,,stage de fin d'études,Le contenu de la mission / poste proposé,oui,oui,5.0,5.0,5.0,4.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,OUI,NON,,Oui
1819612881825740,Homme,Oui,,2015,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,17.0,Safran Electronics & Defense ,https://www.safran-group.com/fr/societe/safran-electronics-defense,5 000 salarié(e)s ou plus,Oui,Safran,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur système,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",,Matlab,,41000.0,Non,41000.0,NON,NON,NON,NON,Non,Quotidiennement,Souvent (plusieurs heures par semaine),Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,L'adéquation avec un projet professionnel ,oui,oui,4.0,4.0,4.0,4.0,4.0,4.0,Non,,Poursuite d'études (hors thèse),,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
