identifiant,sexe,nationalite_francaise,nationalite,date_diplome,type_formation,filiere,situation_actuelle,en_recherche_emploi,refus_emploi,difficultes_recherche,alternance,Quel est le poste que vous occupez?,Quel est le nom de votre entreprise / projet?,Pays de localisation de la future entreprise?,autre_activite,statut_emploi,nature_contrat,duree_CDD,localisation_emploi,region_premier_emploi,pays_localisation,temps_partiel,mois_emploi_occupe,nom_entreprise, Son site internet?,taille_entreprise,entreprise_groupe,groupe,departement_emploi,intitule_emploi,cadre,secteur_activite_entreprise,domaine_general_entreprise,langage_programmation,emploi_lie_energie_renouvelable,salaire_annuel_brut,prime,salaire_annuel_brut_prime,responsabilite_hierarchie,responsabilite_budget,responsabilite_equipe,responsabilite ,international,langue_français,langue_anglais,temps_trouve_emploi,moyen_trouver_emploi,critere_choix_emploi,emploi_niveau_qualification,emploi_formation,satisfaction_emploi,condition_travail,relation_collegues,niveau_remuneration,niveau_autonomie,jugement_localisation,recherche_nouvel_emploi,raisons_recherche_emploi,situation_sortie_polytech,temps_trouve_premier_emploi,post_premier_emploi,Aviez-vous un statut de :,nature_contrat,condition_fin_premier_contrat,intitule_premier_emploi,location_premier_emploi,nom_entreprise_premier_emploi,taille_entreprise_premier_emploi,premiere_entreprise_groupe,premier_groupe,secteur_premiere_entreprise,mois_premiere_entreprise,status_cadre_premier_emploi,temps_partiel_premier_emploi,moyen_trouver_premier_emploi,critere_choix_premier_emploi,remuneration_annuelle_brute_premier_emploi,prime_premier_emploi,remuneration_prime_premier_emploi,satisfaction_premier_emploi,satisfaction_formation,ig_avantage_double_competence,ig_membre_reseau,Laquelle?,recommandation_polytech
1783551664640630,Homme,Oui,,2016,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,18.0,INDUSTRIAL LASER SYSTEMS,http://www.industrial-laser-systems.com/,De 10 à 19 salarié(e)s ,Oui,Optoprim,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur R&D procédés laser / spécialiste matériaux,Oui,"Autres activités spécialisées, scientifiques et techniques",Divers,,,33600.0,Non,33600.0,NON,NON,NON,NON,Oui,Quotidiennement,Quotidiennement,Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,Le secteur d'activité de l'entreprise,oui,oui,5.0,5.0,5.0,4.0,5.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1802846052462780,Homme,Oui,,2016,Formation initiale (hors apprentissage),Matériaux (MAT),En thèse,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,Oui
1776615827742480,Femme,Oui,,2016,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Pays de la Loire,,Non,17.0,Alten SA,,5 000 salarié(e)s ou plus,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur d'études recherche et technologie,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",Divers,,,32000.0,Oui,32000.0,NON,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,,stage de fin d'études,Le lieu géographique ,oui,oui,4.0,3.0,5.0,2.0,3.0,5.0,Oui,Trouver un poste hors société de prestation ,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1782714740771440,Homme,Oui,,2016,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Auvergne-Rhône-Alpes,,Non,7.0,Arjowiggins Security,https://www.security.arjowiggins.com/fr/,250 à  4 999 salarié(e)s ,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur R&D Elements de sécurité,Oui,"Autres industries (bois, imprimerie, fabrication, réparation et installation de machines et d'équipements, ...)",Elaboration et caractérisation des matériaux,,,34000.0,Oui,34000.0,OUI,NON,NON,OUI,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),,Site Internet spécialisé dans l'emploi (dont APEC),L'absence d'alternative,oui,non,3.0,4.0,4.0,3.0,3.0,2.0,Oui,"Volonté de recentré dans un domaine d'activité en lien avec ma formation (aéronautique, matériaux pour habitat...)",,,,,,,,,,,,,,,,,,,,,,,5.0,,,,Oui
1783101109430220,Femme,Oui,,2016,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Auvergne-Rhône-Alpes,,Non,1.0,Rossignol,,250 à  4 999 salarié(e)s ,Oui,Rossignol groupe,"Qualité, sécurité, sûreté de fonctionnement ",Ingénieur qualite fournisseur,Oui,Autres secteurs ,Divers,,,,,,NON,NON,NON,OUI,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),Moins d'un mois,Site Internet spécialisé dans l'emploi (dont APEC),Le contenu de la mission / poste proposé,oui,oui,1.0,5.0,4.0,3.0,4.0,4.0,Non,,activité professionnelle,Emploi trouvé avant l'obtention de votre diplôme,Salarié(e) du secteur privé (y compris structure associative),,Mission d'intérim,Fin de contrat ou fin de mission,Ingénieur Qualité,En France,Hexcel Composites,5 000 salarié(e)s ou plus,Oui,Hexcel,"Industrie automobile, aéronautique, navale, ferroviaire",12.0,Oui,Non,Stage de fin d'études,L'intérêt du travail en lui-même,,Oui,,3.0,5.0,,,,Oui
1788460157927700,Homme,Oui,,2016,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Non,Salarié(e) du secteur public,CDD (contrat de travail à durée déterminée),7.0,En France,Grand Est,,Non,2.0,Université de Reims Champagne Ardennes,"http://www.univ-reims.fr/universite/laboratoire-d-ingenierie-et-sciences-des-materiaux-lism-ea-4695,7741,18258.html?args=izmhEU2e7kE4wVa5jkFQ0UDLUXYuhBRSYZYbKcJheM7fhfDidega3YdqBZCeQXJBnVugXknxohdFk0e4RSWdLg",250 à  4 999 salarié(e)s ,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur de Recherche,Oui,"Enseignement, recherche",Divers,,,26400.0,Non,26400.0,NON,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),De 2 à moins de 3 mois,Site Internet spécialisé dans l'emploi (dont APEC),Le contenu de la mission / poste proposé,oui,oui,1.0,4.0,4.0,4.0,5.0,3.0,Oui,Anticipation de la fin de mon CDD,activité professionnelle,De 1 à moins de 2 mois,Salarié(e) du secteur privé (y compris structure associative),,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1794637799468610,Homme,Oui,,2016,Formation initiale (hors apprentissage),Matériaux (MAT),"En volontariat (VIE, VIA, Volontariat civil..)",,,,,Ingénieur R&D,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activité professionnelle,De 3 à moins de 4 mois,Salarié(e) du secteur privé (y compris structure associative),,Mission d'intérim,Fin de contrat ou fin de mission,Ingénieur R&D,En France,Saint-Gobain,5 000 salarié(e)s ou plus,Oui,Saint-Gobain,Recherche-développement scientifique,2.0,Oui,Non,Stage de fin d'études,Les perspectives de croissance de l'entreprise,35000.0,Non,35000.0,2.0,5.0,,,,Oui
1799240276425990,Femme,Oui,,2016,Formation initiale (hors apprentissage),Matériaux (MAT),"En volontariat (VIE, VIA, Volontariat civil..)",,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,
1788412944803850,Homme,Oui,,2016,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,18.0,Alter Solutions (prestataire pour Airbus Space Equipment) ,,250 à  4 999 salarié(e)s ,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur Technologue,Oui,"Industrie automobile, aéronautique, navale, ferroviaire","Energie, électronique, électrotechnique",,,34200.0,Non,34200.0,NON,OUI,NON,OUI,Oui,Quotidiennement,Quotidiennement,Moins d'un mois,Démarché(e) par un 'chasseur de têtes',La notoriété de l'entreprise ,oui,oui,2.0,4.0,1.0,3.0,2.0,1.0,Oui,Quitter ile de France ,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1788639812991470,Femme,Oui,,2016,Formation initiale (hors apprentissage),Matériaux (MAT),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Auvergne-Rhône-Alpes,,Non,8.0,PLANITEC (en prestation chez EDF DT),https://www.planitec.setec.fr/,250 à  4 999 salarié(e)s ,Oui,SETEC,Etudes - Conseil et expertise (autre qu'informatique),Ingénieur attaché d'études,Oui,"Activités juridiques, comptables, de gestion, d'architecture, d'ingénierie, de contrôle et d'analyses techniques",Divers,,,31000.0,Oui,32000.0,NON,OUI,NON,NON,Non,Quotidiennement,Très rarement,,Site Internet spécialisé dans l'emploi (dont APEC),Le lieu géographique ,non,non,2.0,4.0,4.0,2.0,3.0,4.0,Non,,activité professionnelle,Moins d'un mois,Salarié(e) du secteur privé (y compris structure associative),,Mission d'intérim,Fin de contrat ou fin de mission,Ingénieur Support Technique,En France,Hexcel Composites,250 à  4 999 salarié(e)s ,Oui,HEXCEL,"Industrie automobile, aéronautique, navale, ferroviaire",5.0,Oui,Non,Stage de fin d'études,L'intérêt du travail en lui-même,,Non,,3.0,4.0,,,,Oui
1782520512834500,Homme,Oui,,2016,Sous contrat d'apprentissage,Mécanique Structures Industrielles (MSI - apprentissage),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Centre-Val de Loire,,Non,1.0,ENDEL-ENGIE,http://www.endel-engie.fr/,250 à  4 999 salarié(e)s ,Oui,ENGIE,Production - Exploitation ,Chargé d'affaires Nucléaire,Oui,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,,,,35000.0,Oui,35000.0,OUI,OUI,OUI,OUI,Non,Quotidiennement,Très rarement,,Relations personnelles,Le contenu de la mission / poste proposé,oui,oui,4.0,3.0,4.0,4.0,5.0,3.0,Non,,activité professionnelle,Moins d'un mois,Salarié(e) du secteur privé (y compris structure associative),,CDI (contrat de travail à durée indéterminée) y compris CDIC,Licenciement,Chargé d'affaires Nucléaire,En France,Fives Nordon,De 50 à 249 salarié(e)s ,Oui,FIVES,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,13.0,Oui,Non,"Réseau social professionnel (Viadéo, Linkedln)",L'intérêt du travail en lui-même,30000.0,Oui,34450.0,1.0,4.0,,,,Oui
1789139230267320,Homme,Oui,,2016,Sous contrat d'apprentissage,Mécanique Structures Industrielles (MSI - apprentissage),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Auvergne-Rhône-Alpes,,Non,5.0,BOCCARD,http://www.boccard.com/fr,250 à  4 999 salarié(e)s ,Non,,"Qualité, sécurité, sûreté de fonctionnement ",Mandaté Qualité,Oui,Autres secteurs ,,,,33600.0,Oui,37000.0,OUI,NON,OUI,OUI,Non,Quotidiennement,Très rarement,,Relations personnelles,Le contenu de la mission / poste proposé,oui,oui,5.0,3.0,4.0,4.0,5.0,5.0,Non,,Poursuite d'études (hors thèse),,,,,,,,,,,,,,,,,,,,,,5.0,,,,Oui
1782920965133030,Homme,Oui,,2016,Sous contrat d'apprentissage,Mécanique Structures Industrielles (MSI - apprentissage),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Normandie,,Non,17.0,SOCOTEC POWER SERVICES,http://www.socotec.fr/,5 000 salarié(e)s ou plus,Oui,SOCOTEC,"Méthodes, contrôle de production, maintenance",Chef de projet,Oui,"Sociétés de conseil, bureaux d'études",,,,31200.0,Oui,52000.0,OUI,OUI,OUI,OUI,Non,Quotidiennement,Très rarement,,Relations personnelles,L'adéquation avec un projet professionnel ,oui,non,5.0,5.0,4.0,4.0,5.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1783551861223210,Homme,Oui,,2016,Sous contrat d'apprentissage,Mécanique Structures Industrielles (MSI - apprentissage),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,16.0,Altran ,,5 000 salarié(e)s ou plus,Oui,Altran ,"Méthodes, contrôle de production, maintenance",Ingenieur consultant,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",,,,32000.0,Oui,32500.0,NON,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,Apprentissage (embauche dans l'entreprise d'accueil du contrat),L'adéquation avec un projet professionnel ,oui,oui,4.0,5.0,5.0,4.0,5.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1776166979008570,Homme,Oui,,2016,Sous contrat d'apprentissage,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,,,,,,,Non,Salarié(e) du secteur public,CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Grand Est,,Non,17.0,SNCF Réseau,,5 000 salarié(e)s ou plus,Non,,Etudes - Conseil et expertise (autre qu'informatique),Correspondant hydraulique,Non,Transports (Services),,,,28000.0,Oui,30000.0,OUI,NON,NON,OUI,Non,Quotidiennement,Très rarement,,Candidature spontannée,Les perspectives de carrière dans cette entreprise,oui,oui,3.0,5.0,5.0,4.0,4.0,2.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1882421149142780,Femme,Oui,,2016,Sous contrat d'apprentissage,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,4.0,SPAC,,250 à  4 999 salarié(e)s ,Oui,Bouygues,Production - Exploitation ,Conducteur de travaux,Oui,"Construction, BTP",,,,38000.0,Oui,38000.0,OUI,OUI,OUI,OUI,Non,Quotidiennement,Jamais,,"Réseau social professionnel (viadéo, Linkedln)",Les perspectives de carrière dans cette entreprise,oui,oui,4.0,4.0,3.0,3.0,4.0,4.0,Non,,activité professionnelle,Moins d'un mois,Salarié(e) du secteur privé (y compris structure associative),,CDI (contrat de travail à durée indéterminée) y compris CDIC,"Démission, vous aviez une autre proposition de contrat",Chargée d'études,En France,AXEO,250 à  4 999 salarié(e)s ,Oui,SUEZ,"Construction, BTP",14.0,Non,Non,Apprenti(e) : Embauché(e) par l'entreprise d'apprentissage,Autre,30000.0,Oui,30000.0,2.0,3.0,,,,Oui
1776166905404100,Femme,Oui,,2016,Sous contrat d'apprentissage,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,11.0,CACG,,De 50 à 249 salarié(e)s ,Non,,Ingénierie MOE,Chargée de mission infrastructures hydrauliques,Oui,Autres secteurs ,,,,,Oui,,NON,OUI,NON,OUI,Oui,Très rarement,Jamais,,Sites Internet d'entreprises,Le contenu de la mission / poste proposé,oui,oui,4.0,3.0,5.0,3.0,4.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1798575230918060,Femme,Oui,,2016,Sous contrat d'apprentissage,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),Contrat d'expatriation,,A l'étranger,,Sierra Leone,Non,4.0,Medecins Sans Frontieres,,250 à  4 999 salarié(e)s ,Non,,Maîtrise d'ouvrage ,WatSan Manager,Non,Autres secteurs ,,,,,,,OUI,OUI,OUI,NON,Oui,Souvent (plusieurs heures par semaine),Quotidiennement,De 1 à moins de 2 mois,Candidature spontannée,L'adéquation avec un projet professionnel ,oui,oui,5.0,5.0,5.0,5.0,5.0,5.0,Non,,Poursuite d'études (hors thèse),,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1875345038212540,Homme,Oui,,2016,Sous contrat d'apprentissage,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Île-de-France,,Non,1.0,Alter Solutions (boîte de presta) / Merck Millipore (client),,5 000 salarié(e)s ou plus,Oui,Merck,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur R&D water process,Oui,Industrie chimique,,,,38000.0,Oui,40000.0,NON,NON,NON,NON,Non,Quotidiennement,Rarement (quelques fois par mois),,Site Internet spécialisé dans l'emploi (dont APEC),Le contenu de la mission / poste proposé,oui,oui,4.0,5.0,3.0,4.0,4.0,2.0,Non,,"Volontariat (VIE, VIA..)",,,,,,,,,,,,,,,,,,,,,,3.0,,,,Oui
1888486991852680,Homme,Oui,,2016,Sous contrat d'apprentissage,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,A l'étranger,,Polynésie Française ,Non,8.0,LUSEO PACIFIC ,,De 10 à 19 salarié(e)s ,Oui,LUSEO ,Commercial(e) (dont ingénieur(e) d'affaire) ,Chargé d'affaires VRD,Oui,"Construction, BTP",,,,,,,OUI,OUI,OUI,OUI,Non,Quotidiennement,,Emploi trouvé avant l'obtention de votre diplôme,Candidature spontannée,,oui,oui,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,Oui
1775265359931030,Femme,Oui,,2016,Sous contrat d'apprentissage,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Corse,,Non,17.0,CETA Environnement,,De 20 à 49 salarié(e)s ,Non,,Etudes - Conseil et expertise (autre qu'informatique),Ingénieur d'etudes,Oui,"Autres activités spécialisées, scientifiques et techniques",,,,25200.0,Oui,27300.0,NON,NON,NON,OUI,Non,Quotidiennement,Jamais,,Site Internet spécialisé dans l'emploi (dont APEC),Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,5.0,3.0,3.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
1789078743073440,Homme,Oui,,2016,Sous contrat d'apprentissage,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,18.0,GAXIEU INGENIERIE,http://gaxieu.fr/,De 50 à 249 salarié(e)s ,Non,,Maîtrise d'oeuvre infrastructures VRD,Ingénieur Conducteur de travaux,Oui,"Sociétés de conseil, bureaux d'études",,,,30000.0,Oui,31000.0,NON,OUI,NON,OUI,Non,Quotidiennement,Très rarement,,Apprentissage (embauche dans l'entreprise d'accueil du contrat),Le contenu de la mission / poste proposé,oui,oui,5.0,4.0,5.0,4.0,4.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,Oui
1794775458291640,Homme,Oui,,2016,Sous contrat d'apprentissage,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,17.0,SOGEA SUD HYDRAULIQUE,https://portail.vinci-construction-france.net/Pages/vcf-home.aspx,5 000 salarié(e)s ou plus,Oui,VINCI CONSTRUCTION FRANCE,Production - Exploitation ,Conducteur de travaux,Oui,"Construction, BTP",,,,34800.0,Oui,38570.0,OUI,OUI,OUI,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,Apprentissage (embauche dans l'entreprise d'accueil du contrat),L'adéquation avec un projet professionnel ,oui,oui,5.0,5.0,5.0,4.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,Oui
1782401307107040,Homme,Oui,,2016,Sous contrat d'apprentissage,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,0.0,Aquadoc,,De 20 à 49 salarié(e)s ,Non,,Travaux et Maintenance ,Chargé d'affaire,Oui,"Production et distribution d'eau assainissement, gestion des déchets et dépollution",,,,42000.0,Oui,48000.0,OUI,OUI,OUI,OUI,Non,Quotidiennement,Très rarement,,Relations personnelles,L'adéquation avec un projet professionnel ,oui,oui,4.0,,,,,,Non,,activité professionnelle,Moins d'un mois,Salarié(e) du secteur privé (y compris structure associative),,CDI (contrat de travail à durée indéterminée) y compris CDIC,"Démission, vous aviez une autre proposition de contrat",Ingénieur étude ,En France,Saur,5 000 salarié(e)s ou plus,Oui,Groupe Saur,"Production et distribution d'eau assainissement, gestion des déchets et dépollution",24.0,Oui,Non,Relations personnelles,Le montant du salaire proposé ,37000.0,Oui,42000.0,3.0,3.0,,,,Oui
1788639858775910,Femme,Oui,,2016,Sous contrat d'apprentissage,Systèmes Embarqués (SE - apprentissage),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Occitanie,,Non,11.0,Alten,,250 à  4 999 salarié(e)s ,Non,,Informatique industrielle et technique ,,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",,,,,,,,,,,,,,De 4 à moins de 5 mois,Site Internet spécialisé dans l'emploi (dont APEC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798487221615820,Homme,Oui,,2016,Sous contrat d'apprentissage,Systèmes Embarqués (SE - apprentissage),En activité professionnelle,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée) y compris CDIC,,En France,Nouvelle-Aquitaine,,Non,13.0,Alten,http://www.alten.fr/,5 000 salarié(e)s ou plus,Oui,alten,"Qualité, sécurité, sûreté de fonctionnement ",Consultant,Oui,"Sociétés de conseil, bureaux d'études",,,,28200.0,Oui,28200.0,NON,NON,NON,OUI,Non,Quotidiennement,Souvent (plusieurs heures par semaine),,Démarché(e) par un 'chasseur de têtes',Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,5.0,2.0,4.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
