"identifiant","remuneration_annuelle_brute_avec_prime_premier_emploi","remuneration_prime","mois_emploi_occupe"
"1,7831E+15",NA,31000,3
"1,77527E+15",35000,35000,14
"1,78925E+15",NA,25100,6
"1,7884E+15",NA,34500,24
"1,98249E+15",NA,NA,NA
"1,79876E+15",NA,22852,9
"1,78343E+15",NA,33000,10
"1,76847E+15",NA,14118,2
"1,7831E+15",NA,35500,3
"1,78317E+15",NA,NA,6
"1,78864E+15",NA,31000,24
"1,80285E+15",NA,NA,NA
"1,97537E+15",NA,NA,6
"1,86783E+15",NA,104000,0
"1,7833E+15",NA,42000,13
"1,76736E+15",NA,33500,36
"1,79419E+15",NA,NA,30
"1,78874E+15",NA,NA,NA
"1,88242E+15",NA,40000,13
"1,78233E+15",NA,NA,1
"1,78233E+15",NA,35000,8
"1,76783E+15",NA,30000,5
"1,77624E+15",NA,40000,6
"1,78903E+15",NA,24228,1
"1,77535E+15",39000,45000,10
"1,89926E+15",NA,25000,6
"1,79876E+15",NA,34000,10
"1,77617E+15",NA,NA,NA
"1,78908E+15",NA,32000,6
"1,77662E+15",29000,NA,NA
"1,78936E+15",NA,33000,16
"1,78316E+15",NA,38000,12
"1,78292E+15",NA,NA,NA
"1,86818E+15",NA,NA,13
"1,78841E+15",NA,60000,5
"1,78931E+15",NA,52000,20
"1,78914E+15",19800,24780,12
"1,79478E+15",NA,35000,3
"1,77595E+15",NA,NA,0
"1,78355E+15",NA,NA,NA
"1,78246E+15",35000,31000,1
"1,88905E+15",NA,30816,29
"1,77527E+15",NA,29000,10
"1,79444E+15",NA,35800,4
"1,78908E+15",30000,45000,20
"1,78271E+15",NA,34500,17
"1,77617E+15",NA,NA,NA
"1,78355E+15",31000,35500,5
"1,78285E+15",32000,NA,NA
"1,78233E+15",NA,50000,18
"1,77662E+15",NA,NA,NA
"1,77542E+15",NA,36000,4
"1,88841E+15",26000,25000,9
"1,80325E+15",NA,37000,28
"1,86832E+15",NA,65000,30
"1,81075E+15",NA,35100,4
"1,79468E+15",18000,NA,NA
"1,78958E+15",NA,40500,6
"1,79876E+15",32000,NA,NA
"1,77663E+15",NA,24000,12
"1,78348E+15",NA,47000,18
"1,77662E+15",NA,37000,3
"1,88914E+15",NA,45000,6
"1,77594E+15",NA,NA,NA
"1,78271E+15",NA,28000,5
"1,77557E+15",NA,40000,5
"1,7831E+15",NA,33300,16
"1,7831E+15",NA,NA,NA
"1,89434E+15",37000,NA,NA
"1,77541E+15",NA,22318,12
"1,78841E+15",NA,30000,10
"1,78852E+15",NA,NA,5
"1,78874E+15",NA,34000,17
"1,76783E+15",NA,34500,16
"1,78908E+15",NA,NA,7
"1,88948E+15",NA,25000,6
"1,80285E+15",NA,NA,NA
"1,79379E+15",29640,NA,NA
"1,78304E+15",26100,32267,15
"1,87662E+15",NA,34000,15
"1,78343E+15",NA,27600,5
"1,89389E+15",NA,23000,3
"1,78908E+15",NA,40000,1
"1,77596E+15",NA,42000,10
"1,76818E+15",33000,NA,NA
"1,76818E+15",NA,NA,18
"1,76764E+15",NA,32000,5
"1,78271E+15",NA,38000,6
"1,89431E+15",NA,34000,30
"1,78869E+15",NA,44000,6
"1,77557E+15",NA,31250,20
"1,7755E+15",NA,32110,16
"1,78234E+15",NA,32500,15
"1,79468E+15",21000,33700,1
"1,87522E+15",NA,NA,1
"1,78846E+15",NA,36000,14
"1,79399E+15",NA,38000,7
"1,78875E+15",NA,NA,NA
"1,77557E+15",29000,NA,NA
"1,78875E+15",NA,41000,3
"1,88242E+15",NA,38300,29
"1,88287E+15",NA,32000,24
"1,78864E+15",NA,NA,NA
"1,76783E+15",NA,NA,NA
"1,78874E+15",NA,NA,NA
"1,79384E+15",NA,35000,1
"1,7831E+15",NA,25200,4
"1,79419E+15",26000,39000,12
"1,80285E+15",30000,NA,NA
"1,77662E+15",NA,34500,1
"1,78947E+15",NA,21864,2
"1,78931E+15",NA,18000,5
"1,78246E+15",NA,33473,1
"1,81054E+15",35000,36000,7
"1,88307E+15",NA,47000,33
"1,98905E+15",NA,35500,30
"1,78253E+15",NA,37500,18
"1,88925E+15",NA,32000,3
"1,75738E+15",NA,NA,NA
"1,78852E+15",24000,34200,7
"1,86764E+15",NA,40000,29
"1,76791E+15",NA,33800,36
"1,78355E+15",NA,32300,14
"1,78234E+15",33000,44000,1
"1,78892E+15",NA,60000,28
"1,78841E+15",27000,NA,NA
"1,82983E+15",NA,30000,10
"1,78343E+15",31000,38000,4
"1,88905E+15",NA,NA,NA
"1,75771E+15",NA,NA,6
"1,81382E+15",NA,33450,17
"1,78234E+15",NA,NA,NA
"1,78846E+15",NA,28200,15
"1,79858E+15",NA,31000,2
"1,79876E+15",NA,28600,7
"1,88242E+15",NA,44950,19
"1,78852E+15",NA,37000,6
"1,79849E+15",NA,NA,25
"1,79448E+15",NA,NA,NA
"1,78909E+15",NA,42000,16
"1,78908E+15",NA,32500,30
"1,78852E+15",NA,NA,NA
"1,7831E+15",NA,31300,3
"1,78246E+15",NA,33000,30
"1,79478E+15",NA,40500,31
"1,78304E+15",NA,31800,29
"1,77588E+15",NA,NA,NA
"1,85753E+15",NA,32000,18
"1,88914E+15",NA,NA,NA
"1,78943E+15",32500,32000,3
"1,78368E+15",NA,40000,13
"1,78841E+15",36000,42000,2
"1,78342E+15",NA,NA,NA
"1,79374E+15",NA,40000,4
"1,78914E+15",NA,36000,14
"1,77557E+15",40000,16200,6
"1,77534E+15",NA,NA,NA
"1,77587E+15",45000,39000,1
"1,78348E+15",NA,24600,1
"1,79378E+15",NA,39000,29
"1,78869E+15",NA,36000,13
"1,78914E+15",31000,32000,1
"1,78958E+15",NA,36000,12
"1,76901E+15",NA,35000,3
"1,7831E+15",NA,NA,NA
"1,88852E+15",29000,36500,6
"1,7838E+15",NA,29800,15
"1,79858E+15",NA,19839,11
"1,87655E+15",NA,NA,NA
"1,76855E+15",NA,35600,5
"1,79433E+15",33000,33000,9
"1,7761E+15",NA,31000,5
"1,86719E+15",NA,36000,2
"1,78936E+15",NA,NA,NA
"1,78355E+15",44000,NA,2
"1,79384E+15",25000,38000,3
"1,78266E+15",NA,45000,17
"1,89926E+15",NA,29997,3
"1,78271E+15",NA,NA,30
"1,7888E+15",NA,NA,NA
"1,86747E+15",NA,38000,30
"1,77557E+15",30000,34000,15
"1,78329E+15",NA,NA,NA
"1,87541E+15",NA,26400,1
"1,7831E+15",32000,32000,3
"1,77625E+15",NA,26800,30
"1,78317E+15",NA,29900,22
"1,77609E+15",NA,31000,17
"1,76782E+15",NA,32000,15
"1,78931E+15",NA,28000,6
"1,79378E+15",21600,23148,0
"1,86783E+15",NA,NA,NA
"1,7761E+15",NA,NA,NA
"1,78355E+15",27000,30000,8
"1,89399E+15",NA,32000,6
"1,81382E+15",45000,36000,1
"1,79404E+15",NA,38850,0
"1,86838E+15",NA,30000,1
"1,79374E+15",NA,36000,6
"1,76783E+15",NA,NA,10
"1,79384E+15",22000,30000,11
"1,78234E+15",29000,30000,4
"1,78305E+15",NA,36500,13
"1,79876E+15",NA,32000,6
"1,79876E+15",NA,27750,2
"1,8833E+15",NA,NA,12
"1,78304E+15",NA,28500,7
"1,78857E+15",30500,NA,NA
"1,80289E+15",NA,34000,17
"1,77527E+15",NA,33800,4
"1,78349E+15",21600,NA,1
"1,7831E+15",NA,NA,NA
"1,78914E+15",NA,35000,18
"1,89384E+15",NA,NA,NA
"1,77579E+15",NA,40000,15
"1,76899E+15",NA,NA,6
"1,78841E+15",NA,NA,NA
"1,78348E+15",NA,32000,5
"1,79438E+15",NA,NA,6
"1,7761E+15",NA,28240,7
"1,78234E+15",NA,NA,NA
"1,88242E+15",NA,55000,NA
"1,7892E+15",NA,NA,18
"1,79379E+15",NA,NA,NA
"1,78348E+15",NA,40000,7
"1,78298E+15",NA,NA,NA
"1,78233E+15",NA,40000,5
"1,87609E+15",33000,40000,3
"1,7831E+15",NA,31800,20
"1,78305E+15",NA,NA,NA
"1,88914E+15",NA,35000,1
"1,88242E+15",NA,NA,6
"1,76747E+15",NA,NA,NA
"1,77663E+15",NA,29500,18
"1,78292E+15",NA,28000,12
"1,79858E+15",NA,NA,1
"1,77609E+15",NA,27600,4
"1,77609E+15",NA,24600,1
"1,77617E+15",NA,32000,28
"1,76783E+15",NA,24000,17
"1,78348E+15",NA,18000,3
"1,79849E+15",NA,NA,27
"1,78864E+15",38000,12000,6
"1,78902E+15",28000,NA,NA
"1,79399E+15",NA,24612,13
"1,78936E+15",NA,33500,3
"1,87624E+15",NA,38000,14
"1,78355E+15",NA,NA,NA
"1,8756E+15",13000,NA,NA
"1,78348E+15",NA,36000,7
"1,79379E+15",NA,31000,6
"1,77541E+15",NA,34500,16
"1,7831E+15",NA,NA,NA
"1,79419E+15",NA,28000,16
"1,80301E+15",NA,NA,16
"1,78869E+15",NA,28000,5
"1,77655E+15",NA,21600,3
"1,79858E+15",18255,40800,10
"1,78908E+15",NA,NA,NA
"1,78902E+15",NA,NA,1
"1,87564E+15",NA,32000,17
"1,77611E+15",NA,43600,43
"1,88355E+15",NA,32000,28
"1,76855E+15",NA,33000,18
"1,78841E+15",NA,NA,NA
"1,77617E+15",NA,30500,23
"1,7761E+15",NA,26000,1
"1,78841E+15",25000,30000,17
"1,78908E+15",NA,42000,30
"1,76802E+15",28000,24600,22
"1,77527E+15",NA,28000,28
"1,76783E+15",NA,40300,16
"1,78841E+15",NA,30000,0
"1,78292E+15",NA,31000,7
"1,78266E+15",NA,33500,18
"1,78931E+15",NA,NA,NA
"1,79374E+15",NA,29640,17
"1,78305E+15",NA,36400,19
"1,76845E+15",NA,33000,7
"1,77654E+15",NA,38000,17
"1,78925E+15",32000,35400,9
"1,76683E+15",NA,33000,6
"1,89383E+15",NA,34300,6
"1,89459E+15",NA,NA,NA
"1,77557E+15",NA,38000,6
"1,76838E+15",NA,33780,30
"1,78903E+15",NA,NA,NA
"1,78356E+15",NA,NA,NA
"1,78343E+15",NA,NA,NA
"1,88292E+15",NA,NA,NA
"1,78355E+15",NA,36800,24
"1,78852E+15",NA,32854,12
"1,78931E+15",NA,NA,NA
"1,89926E+15",33000,40000,5
"1,78252E+15",NA,37400,30
"1,79464E+15",NA,42700,7
"1,78852E+15",NA,35000,6
"1,78234E+15",NA,32500,6
"1,78914E+15",46000,40000,6
"1,77707E+15",NA,33000,5
"1,77655E+15",NA,33000,1
"1,78852E+15",NA,33600,6
"1,7681E+15",NA,39000,18
"1,79478E+15",NA,50000,6
"1,78233E+15",NA,35000,5
"1,7767E+15",NA,NA,NA
"1,78841E+15",33000,40000,6
"1,76801E+15",30000,NA,NA
"1,79697E+15",29000,29000,2
"1,78864E+15",NA,30000,6
"1,78271E+15",NA,34000,0
"1,89871E+15",NA,NA,NA
"1,78943E+15",NA,28680,2
"1,79399E+15",NA,40000,5
"1,78259E+15",NA,47000,17
"1,79428E+15",NA,NA,17
"1,78233E+15",NA,NA,NA
"1,78914E+15",NA,28500,6
"1,80325E+15",NA,36000,8
"1,88869E+15",NA,45000,1
"1,78271E+15",NA,35000,6
"1,88875E+15",NA,30000,30
"1,78292E+15",NA,39000,6
"1,88888E+15",NA,42000,6
"1,78234E+15",NA,32000,1
"1,78914E+15",NA,NA,NA
"1,78875E+15",NA,40600,11
"1,79384E+15",24000,NA,NA
"1,79849E+15",NA,108000,31
"1,78246E+15",NA,35000,19
"1,79849E+15",NA,32500,16
"1,85852E+15",NA,24636,6
"1,76901E+15",NA,34000,6
"1,78869E+15",33700,36000,NA
"1,97598E+15",NA,30000,4
"1,79876E+15",NA,56000,11
"1,79849E+15",NA,36000,24
"1,77617E+15",NA,NA,NA
"1,79404E+15",NA,40000,17
"1,9224E+15",NA,NA,NA
"1,79378E+15",NA,29000,7
"1,91972E+15",NA,NA,NA
"1,7831E+15",NA,40320,7
"1,87527E+15",NA,32000,5
"1,87602E+15",34000,40000,2
"1,7831E+15",NA,70000,8
"1,79404E+15",NA,NA,NA
"1,86783E+15",32500,41000,17
"1,78908E+15",NA,36000,26
"1,78252E+15",NA,37000,12
"1,7833E+15",NA,NA,NA
"1,79468E+15",NA,NA,1
"1,88287E+15",NA,29500,18
"1,77691E+15",NA,NA,NA
"1,78316E+15",NA,31000,6
"1,78864E+15",24000,NA,NA
"1,78931E+15",NA,NA,NA
"1,78233E+15",NA,42000,7
"1,78292E+15",NA,35000,6
"1,907E+15",NA,30000,12
"1,88355E+15",NA,NA,NA
"1,78852E+15",NA,33000,23
"2,09379E+15",27500,31000,13
"1,8767E+15",NA,38000,7
"1,79876E+15",NA,NA,NA
"1,7892E+15",NA,NA,NA
"1,79924E+15",37700,NA,1
"1,78852E+15",NA,31720,14
"1,76855E+15",NA,63180,29
"1,7831E+15",NA,40000,7
"1,78914E+15",NA,28000,6
"1,80285E+15",NA,34500,11
"1,88292E+15",NA,NA,30
"1,7833E+15",NA,NA,21
"1,79849E+15",NA,35000,15
"1,79876E+15",NA,30000,8
"1,79399E+15",NA,NA,NA
"1,7831E+15",NA,NA,NA
"1,88242E+15",NA,31000,26
"1,79448E+15",NA,33600,24
"1,89384E+15",NA,NA,NA
"1,78853E+15",20000,36500,1
"1,88875E+15",NA,35750,30
"1,88974E+15",32000,36000,11
"1,78292E+15",NA,32000,22
"1,78292E+15",NA,NA,NA
"1,79399E+15",NA,26400,6
"1,78857E+15",NA,NA,NA
"1,78846E+15",NA,39000,32
"1,78841E+15",NA,35000,6
"1,78908E+15",24000,NA,NA
"1,78903E+15",32000,39000,12
"1,89849E+15",30000,32000,7
"1,78355E+15",NA,NA,NA
"1,78958E+15",NA,NA,5
"1,78234E+15",NA,NA,30
"1,78305E+15",NA,NA,NA
"1,78875E+15",NA,NA,NA
"1,7831E+15",NA,NA,6
"1,78852E+15",NA,38000,22
"1,76845E+15",31000,21000,18
"1,7831E+15",28500,32000,1
"1,78846E+15",NA,33600,3
"1,7831E+15",NA,36000,4
"1,78874E+15",29450,34000,12
"1,77662E+15",NA,32000,29
"1,79924E+15",NA,NA,NA
"1,78908E+15",28000,28200,6
"1,78233E+15",NA,32584,31
"1,76719E+15",NA,32760,6
"1,78355E+15",NA,33600,30
"1,75852E+15",NA,35000,18
"1,78846E+15",NA,NA,36
"1,76837E+15",NA,60000,18
"1,77617E+15",NA,NA,NA
"1,81705E+15",NA,NA,NA
"1,77595E+15",NA,80000,31
"1,78355E+15",NA,NA,NA
"1,88304E+15",NA,NA,NA
"1,79383E+15",24000,34000,18
"1,7831E+15",NA,NA,NA
"1,78349E+15",28600,33800,2
"1,88286E+15",NA,NA,NA
"1,78348E+15",NA,40000,17
"1,78902E+15",NA,34000,6
"1,7892E+15",NA,NA,22
"1,88892E+15",NA,33000,1
"1,78234E+15",NA,28600,7
"1,7761E+15",NA,30000,3
"1,79379E+15",NA,32000,1
"1,78233E+15",NA,NA,18
"1,78846E+15",NA,42000,NA
"1,78841E+15",NA,15000,3
"1,78975E+15",NA,NA,NA
"1,78265E+15",NA,35000,30
"1,79876E+15",NA,35000,2
"1,86845E+15",NA,34400,0
"1,78292E+15",22000,25500,24
"1,98242E+15",NA,39000,20
"1,79384E+15",NA,30000,7
"1,88292E+15",32000,NA,2
"1,8833E+15",NA,NA,0
"1,76773E+15",NA,NA,1
"1,76719E+15",NA,34490,0
"1,78925E+15",NA,30000,12
"1,88292E+15",NA,NA,NA
"1,78355E+15",NA,52000,36
"1,88908E+15",NA,32000,6
"1,77707E+15",NA,33000,0
"1,74293E+15",NA,39000,13
"1,87655E+15",NA,36000,7
"1,87707E+15",NA,32000,14
"1,77572E+15",NA,40000,27
"1,78875E+15",NA,NA,NA
"1,79398E+15",NA,35750,25
"1,81027E+15",NA,34000,19
"1,87595E+15",25800,NA,NA
"1,78914E+15",NA,37500,2
"1,79478E+15",NA,26400,12
"1,79378E+15",NA,NA,NA
"1,85753E+15",NA,NA,NA
"1,92216E+15",NA,NA,NA
"1,76845E+15",NA,32000,16
"1,86832E+15",NA,NA,NA
"1,78841E+15",NA,36000,29
"1,7831E+15",NA,47000,30
"1,78869E+15",NA,35000,18
"1,78292E+15",NA,32500,7
"1,78292E+15",NA,44000,6
"1,86832E+15",NA,NA,4
"1,78266E+15",NA,38000,18
"1,77602E+15",NA,37400,16
"1,78931E+15",NA,38000,6
"1,78233E+15",NA,NA,19
"1,78259E+15",NA,35000,27
"1,87617E+15",NA,NA,NA
"1,87526E+15",NA,NA,4
"1,76682E+15",NA,49000,4
"1,04139E+14",NA,NA,12
"1,78298E+15",36000,41000,2
"1,7831E+15",22000,33000,23
"1,77564E+15",NA,38000,18
"1,78387E+15",NA,70000,6
"1,7892E+15",NA,NA,1
"1,78304E+15",40000,44000,4
"1,77596E+15",NA,NA,NA
"1,78234E+15",NA,31000,18
"1,7892E+15",NA,NA,NA
"1,88864E+15",53000,NA,NA
"1,78874E+15",NA,40000,22
"1,79433E+15",NA,NA,NA
"1,78975E+15",NA,26000,30
"1,78271E+15",34000,NA,NA
"1,88905E+15",NA,35000,9
"1,7831E+15",35000,31000,13
"1,78869E+15",29000,36000,6
"1,79403E+15",NA,39500,31
"1,78317E+15",NA,NA,16
"1,87609E+15",21600,39000,1
"1,7831E+15",NA,40000,4
"1,76791E+15",NA,NA,NA
"1,76837E+15",NA,NA,NA
"1,79849E+15",NA,NA,NA
"1,76719E+15",33110,NA,NA
"1,77534E+15",NA,44000,5
"1,78355E+15",NA,NA,NA
"1,8761E+15",60000,NA,NA
"1,77549E+15",32000,30950,15
"1,79464E+15",NA,37000,32
"1,78234E+15",NA,30000,5
"1,77526E+15",NA,NA,7
"1,79379E+15",NA,37000,5
"1,89102E+15",26568,NA,7
"1,75762E+15",NA,45000,13
"1,79434E+15",NA,54320,1
"1,81687E+15",NA,NA,NA
"1,76846E+15",NA,27500,16
"1,78847E+15",NA,33000,7
"1,78292E+15",NA,31400,10
"1,78271E+15",33000,36000,8
"1,77609E+15",NA,29000,16
"1,76764E+15",NA,34500,14
"1,79374E+15",27240,37000,6
"1,88914E+15",NA,NA,3
"1,7576E+15",NA,32000,13
"1,78852E+15",NA,NA,8
"1,86764E+15",NA,33000,6
"1,76855E+15",NA,39000,7
"1,79419E+15",NA,32000,24
"1,76837E+15",NA,36400,12
"1,7833E+15",NA,45000,30
"1,77714E+15",NA,NA,15
"1,78259E+15",NA,40000,12
"1,87596E+15",32000,NA,NA
"1,79384E+15",9000,NA,NA
"1,7831E+15",NA,37800,30
"1,78858E+15",NA,29800,18
"1,79404E+15",NA,40000,20
"1,77654E+15",NA,30550,6
"1,78252E+15",NA,NA,NA
"1,80666E+15",NA,26000,4
"1,78852E+15",NA,40000,8
"1,77526E+15",29000,40000,23
"1,78869E+15",NA,NA,NA
"1,78846E+15",NA,56000,7
"1,78305E+15",NA,NA,32
"1,89849E+15",NA,NA,NA
"1,86765E+15",NA,35500,31
"1,77526E+15",NA,35000,8
"1,86832E+15",NA,35500,31
"1,79464E+15",NA,35400,6
"1,77707E+15",NA,35000,25
"1,8104E+15",NA,NA,18
"1,76837E+15",30000,37600,5
"1,79478E+15",NA,49000,37
"1,79876E+15",NA,NA,NA
"1,7831E+15",NA,77000,28
"1,79374E+15",NA,34700,20
"1,77617E+15",45000,45000,2
"1,88265E+15",NA,37000,31
"1,77662E+15",NA,39000,17
"1,98888E+15",NA,NA,18
"1,78252E+15",NA,16000,16
"1,79394E+15",26000,36000,18
"1,79379E+15",NA,NA,17
"1,7833E+15",NA,32000,20
"1,7831E+15",NA,35380,23
"1,78869E+15",NA,NA,18
"1,78234E+15",33000,40000,10
"1,88234E+15",12000,36000,4
"1,79384E+15",NA,NA,6
"1,78233E+15",NA,29934,33
"1,88349E+15",NA,26700,23
"1,76681E+15",NA,33000,5
"1,77617E+15",32000,31000,6
"1,78897E+15",NA,NA,NA
"1,79383E+15",NA,NA,NA
"1,79384E+15",36900,40600,14
"1,78259E+15",30000,34700,21
"1,79871E+15",NA,38000,18
"1,87602E+15",NA,34000,20
"1,88899E+15",NA,28000,16
"1,77526E+15",25500,33000,23
"1,78841E+15",NA,27000,8
"1,78869E+15",NA,37000,7
"1,74622E+15",23500,30000,23
"1,78265E+15",NA,40500,0
"1,89428E+15",NA,NA,1
"1,77557E+15",83700,97730,3
"1,78852E+15",24000,NA,NA
"1,78343E+15",NA,43000,36
"1,77602E+15",28000,35000,24
"1,76783E+15",NA,33500,7
"1,78292E+15",NA,30000,7
"1,79902E+15",NA,32500,30
"1,76719E+15",35000,NA,NA
"1,78292E+15",NA,31000,8
"1,78285E+15",NA,33000,19
"1,76756E+15",NA,24500,18
"1888802848469470",27000,41000,3
"1777059846996580",NA,33000,24
"1789080967437430",NA,NA,14
"1882881049834530",NA,33000,28
"1806734045417840",21500,26000,1
"1982920793866040",NA,40000,16
"1783045885270760",36000,40000,1
"1775640761912420",NA,39000,29
"1776102349584110",NA,NA,NA
"1888636169617940",30000,32000,11
"1782851145585420",34000,65000,0
"1793744700896510",NA,33000,25
"1889055177194690",35000,34200,6
"1782462668826500",34000,32000,12
"1777070157836320",NA,NA,NA
"1776102123724400",36400,NA,NA
"1783556163890680",NA,NA,NA
"1793784758855770",NA,NA,25
"1799420083152780",NA,NA,15
"1788516703227880",NA,31000,6
"1782336119224670",32500,72540,10
"1789078678917470",NA,35000,9
"1767833505039570",NA,NA,NA
"1889245695858720",NA,40000,13
"1758523132419240",33000,43000,7
"1767911677127430",NA,65600,28
"1789139230825060",NA,35000,30
"1798487267097090",NA,NA,NA
"1789582885128400",NA,41392,36
"1767833231964470",36000,NA,NA
"1783551789571890",NA,NA,26
"1782714864988640",NA,37500,28
"1793784660602810",NA,40000,0
"1793984795250720",NA,38000,34
"1782661099856010",NA,46000,27
"1775265351539410",NA,30870,12
"1822549917121160",NA,36000,28
"1802846092404660",NA,NA,NA
"1782455519326140",NA,31500,27
"1783165082353270",NA,NA,18
"1788524684447960",29000,37000,19
"1789357189925540",37500,38500,3
"1776551862423230",NA,21600,13
"1788516821411240",NA,24700,6
"1875413937800870",NA,28600,12
"1776615827637770",NA,38500,4
"1798761120459530",NA,25847,19
"1776094903038990",NA,33614,18
"1757599076256500",34000,42250,6
"1782328885671700",30000,35000,15
"1788746977637810",NA,23000,7
"1782921098924520",NA,NA,NA
"1776091968227540",NA,27800,12
"1798711447134060",NA,24612,24
"1793990186618710",17000,29520,5
"1788530287304060",18000,38000,12
"1783100917706520",NA,NA,NA
"1767362704614120",18473,31005,11
"1782661106976820",NA,35000,28
"1782975188568460",NA,40000,28
"1798529029776330",NA,37750,15
"1783100854322520",NA,NA,27
"1793786871988390",NA,20400,28
"1889078855931240",28000,29400,14
"1767372926026850",33000,35500,7
"1875951047820870",24000,NA,NA
"1794681019749420",NA,NA,NA
"1776102214054560",NA,36400,29
"1789086663032420",NA,33000,17
"1783866001011130",NA,32500,1
"1889055165961630",NA,NA,16
"1876703080525810",38000,NA,NA
"1788692291973700",NA,26000,14
"1788753778509120",NA,NA,NA
"1788520719234030",NA,NA,NA
"1798760177186810",NA,NA,NA
"1788522925362020",NA,40400,17
"1783483868926050",NA,34000,1
"1868453232963220",NA,34000,10
"1789312825528340",NA,63000,30
"1767833321202130",NA,32480,16
"1788460261689950",NA,29000,15
"1767473227322890",NA,NA,NA
"1783429203462650",NA,28000,13
"1783110007604560",NA,32000,12
"1768549960994340",NA,35775,15
"1793739986286080",23400,31500,7
"1788520832919500",NA,32000,15
"1888410462519720",24000,NA,NA
"1789312715006830",NA,57040,17
"1776167206024100",NA,27600,15
"1893841522608530",NA,NA,NA
"1794332565579100",30000,30000,19
"1893834515609910",NA,33800,16
"1767650860501100",NA,34500,15
"1776170139518960",NA,33000,7
"1782921221170640",NA,NA,NA
"1789196580224290",NA,28800,13
"1775955960243890",NA,48000,16
"1994311501373330",NA,39000,3
"1782921156842660",31000,30000,7
"1789198696637920",NA,30000,2
"1788636477108340",NA,32000,16
"1768183682286130",NA,31000,23
"1782327184883430",NA,32000,2
"1903013444656080",NA,NA,NA
"1882916932779660",NA,NA,NA
"1794681503344440",NA,34220,12
"1783429270247880",NA,30000,17
"1783100911271340",NA,43000,16
"1788753613086370",NA,43500,12
"1782714607622020",37500,40750,11
"1899246129212230",NA,NA,NA
"1898711239857440",NA,34000,16
"1789312885996130",23000,32500,2
"1813820722708700",45000,36000,10
"1793838299444250",NA,36600,16
"1783045955881460",NA,35100,4
"1767473236111210",NA,33000,4
"1899265661267020",NA,29978,14
"1889055166626110",NA,36000,17
"1789312776014120",NA,NA,NA
"1776621631160250",NA,34500,12
"1782336125656380",NA,NA,NA
"1789312776036290",NA,36000,23
"1794385880310960",NA,35000,16
"1776695966718780",NA,NA,NA
"1767641628339300",NA,32000,17
"1789078741935010",NA,41000,13
"1789083376957100",NA,32000,16
"1793841854828630",NA,38500,1
"1788640939020030",NA,30200,18
"1788460042978250",NA,NA,12
"1889078477991120",NA,38230,16
"1889138784326700",33500,38000,8
"1776166991066590",NA,26000,18
"1783872056297040",NA,35000,15
"1789471850513730",NA,34000,6
"1975984438440340",31000,30500,8
"1766816763164740",NA,50000,18
"1775574138224740",NA,55000,17
"1882337743896270",NA,37000,15
"1889078500658790",NA,NA,NA
"1789139187302660",NA,38000,17
"1903737113808890",NA,34001,10
"1875223270772020",NA,32500,4
"1776106941550150",NA,NA,NA
"1789078789493070",NA,50000,6
"1776695289443830",NA,35000,1
"1788636361004640",21600,NA,NA
"1776166903795880",NA,42000,5
"1789426047972790",NA,46000,2
"1888522868716760",NA,30000,1
"1882333150585230",NA,NA,NA
"1788460091672310",NA,NA,NA
"1783236178137310",NA,31000,2
"1775413776498840",NA,35000,4
"1789582994412320",NA,NA,NA
"1788516646087770",NA,31000,4
"1789743995690810",NA,42000,3
"1789312769981880",NA,38000,3
"1775951424215310",NA,38000,4
"1783103471503020",NA,31000,5
"1902847412238600",NA,32000,3
"1789471841659060",NA,31000,3
"1794779467201750",19500,NA,NA
"1782588592603190",NA,38000,4
"1767833322084940",NA,46329,4
"1789471952423160",NA,45337,4
"1789078790593410",NA,36000,5
"1766828215737030",NA,NA,6
"1889078527576990",NA,NA,NA
"1794775598358830",NA,NA,NA
"1810641383272840",NA,52200,3
"1783106099598170",NA,NA,NA
"1775569781638920",NA,32006,3
"1883100908836360",NA,31000,1
"1867782000479440",NA,NA,NA
"1793744501318270",NA,38200,5
"1789798905274890",NA,37008,4
"1783298107756990",NA,38000,5
"1782921284995230",NA,35000,5
"1766816750910820",NA,35000,3
"1788855334679300",NA,NA,NA
"1782332207332620",NA,28000,0
"1888414432385930",NA,NA,NA
"1776167057227520",NA,30000,4
"1775637568774260",NA,27500,5
"1788523040756520",NA,NA,0
"1767833324843730",NA,NA,NA
"1767828041541670",NA,24000,4
"1794779420163700",NA,26148,4
"1788414922713540",NA,NA,2
"1789582941937980",NA,33000,3
"1782725664432940",NA,31000,4
"1767828133549130",NA,32000,5
"1875376215642780",NA,NA,4
"1776102353371030",NA,34000,4
"1775263816396370",NA,NA,NA
"1968325771172770",NA,NA,4
"1794680914700640",NA,35200,3
"1875984430056970",NA,35350,5
"1776106871435680",NA,35000,3
"1799286166831190",NA,55000,4
"1789078905062820",NA,36000,0
"1789578472568690",NA,31790,5
"1793838299424030",NA,34000,4
"1788530340467290",NA,34000,4
"1789582999876920",NA,25200,3
"1768183506095160",NA,29400,4
"1767270430761410",NA,NA,NA
"1794775651335950",NA,36000,3
"1767472961734920",NA,38000,4
"1776091815313030",NA,31000,12
"1802845972740320",NA,32500,5
"1894680652132240",NA,35002,3
"1782910863618510",NA,35000,4
"1789582890113650",NA,34200,2
"1794635241835900",NA,32000,1
"1876019048010090",NA,39000,5
"1889798503259340",NA,27588,3
"1889078511389260",NA,25000,4
"1876166559014830",NA,25852,0
"1782529613883350",NA,31500,3
