Genre,Identifiant,nationalite_francaise,nationalite,date_diplome,type_formation,filiere,situation_actuelle,en_recherche_emploi,temps_recherche_emploi,refus_emploi,difficultes_recherche,alternance,nature_contrat,post_actuel,autre_activite,statut_emploi,nature_contrat,duree_CDD,localisation_emploi,region_emploi,pays_localisation,mois_emploi_occupe,jours_télétravail,statut_entreprise,nb_salarie_entrprise,entreprise_groupe,groupe,departement_emploi,intitule_emploi,cadre,secteur_activite_entreprise,secteur_intervention,emploi_lie_energie_renouvelable,salaire_brut_sans_prime,prime,salaire_brut_avec_prime,responsabilite_hierarchie,responsabilite_budget,responsabilite_equipe,responsabilite_projet,international,langue_français,langue_anglais,temps_trouve_emploi,moyen_trouver_emploi,moyen_trouver_emploi,critere_choix_emploi,emploi_niveau_qualification,emploi_formation,satisfaction_emploi,condition_travail,relation_collegues,niveau_remuneration,niveau_autonomie,jugement_localisation,recherche_nouvel_emploi,raisons_recherche_emploi,situation_sortie_polytech,temps_trouve_premier_emploi,post_premier_emploi,nature_contrat,condition_fin_premier_contrat,intitule_premier_emploi,location_premier_emploi,region_emploi,nom_entreprise_premier_emploi,taille_entreprise_premier_emploi,premiere_entreprise_groupe,secteur_premiere_entreprise,mois_premiere_entreprise,status_cadre_premier_emploi,temps_partiel_premier_emploi,moyen_trouver_premier_emploi,critere_choix_premier_emploi,remuneration_annuelle_brute_premier_emploi,prime_premier_emploi,remuneration_prime_premier_emploi,satisfaction_premier_emploi,impact_covid,satisfaction_formation,ig_avantage_double_competence,ig_membre_reseau,recommandation_polytech
Homme,1767473044458750,Oui,,2020.0,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Occitanie,,18.0,2.0,Secteur privé, Moins de 10 salarié(e)s ,Oui,Socah,Direction générale ,Directeur développement,Oui,Industrie des technologies de l'Information et de la Communication (TIC),"Industrie automobile, aéronautique, navale, ferroviaire",,32000.0,Non,32000.0,OUI,OUI,OUI,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),Emploi trouvé avant l'obtention de votre diplôme,J'ai créé / repris une entreprise,J'ai créé / repris une entreprise,J'ai créé / repris mon entreprise,oui,oui,5.0,5.0,5.0,3.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Oui
Homme,1789034153455870,Oui,,2019.0,Sous contrat d'apprentissage,Systèmes Embarqués (SE - apprentissage),"En volontariat (VIE, VIA, Volontariat civil..)",,,,,,,Ingénieur avant-vente,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activité professionnelle,De 5 à moins de 6 mois,Salarié(e) du secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),Fin de contrat puis VIE débloquer car obtention d'un visa,Ingénieur avant-vente,En France,Île-de-France,AVSimulation,De 50 à 249 salarié(e)s ,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",18.0,Oui,Non,Site Internet spécialisé dans l'emploi (dont APEC),L'adéquation avec un projet professionnel ,33000.0,Non,33000.0,2.0,Recours au télétravail|Mobilité géographique compliquée|Report de signature de contrat / Report d'embauche,5.0,,,Oui
Homme,1889471531298430,Oui,,2019.0,Sous contrat d'apprentissage,Systèmes Embarqués (SE - apprentissage),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Centre-Val de Loire,,28.0,,Secteur privé,250 à  4 999 salarié(e)s ,Oui,Thales,Etudes et développement en systèmes d'information ,Ingénieur Développement Embarqué,Oui,"Autres activités spécialisées, scientifiques et techniques","Autres activités spécialisées, scientifiques et techniques",,39000.0,Oui,42000.0,NON,NON,NON,NON,Non,Quotidiennement,Très rarement,,Site Internet spécialisé dans l'emploi (dont APEC),Site Internet spécialisé dans l'emploi (dont APEC)|Sites Internet d'entreprises,Le secteur d'activité de l'entreprise,oui,oui,5.0,5.0,5.0,4.0,4.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail,4.0,,,Oui
Homme,1783679213353430,Oui,,2021.0,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),"En volontariat (VIE, VIA, Volontariat civil..)",,,,,,,Consulting Engineer,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mobilité géographique compliquée|Changement de projet professionnel|Je ne serai certainement pas en Allemagne s'il n'y avait pas pas eu de pandémie, pour différentes raisons",5.0,,,Oui
Femme,1783492894845730,Oui,,2019.0,Sous contrat d'apprentissage,Systèmes Embarqués (SE - apprentissage),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Occitanie,,3.0,0.0,Secteur privé,250 à  4 999 salarié(e)s ,Oui,Schneider Electric,Informatique industrielle et technique ,Ingénieur Système en contrôle commande électrique ,Oui,"Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné)","Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné)",,37000.0,Oui,37000.0,NON,NON,OUI,OUI,Oui,Quotidiennement,Quotidiennement,,"Réseau social professionnel (viadéo, Linkedln)","Réseau social professionnel (viadéo, Linkedln)|Site Internet spécialisé dans l'emploi (dont APEC)|Sites Internet d'entreprises|Candidature spontannée",La politique globale de relations humaines dans l'entreprise ,oui,oui,5.0,4.0,5.0,4.0,,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,Mobilité géographique compliquée|Moins de propositions de recrutement|Moins d'offres d'emploi|Formation annulée ou reportée,4.0,,,Oui
Homme,1789743839991670,Oui,,2019.0,Sous contrat d'apprentissage,Systèmes Embarqués (SE - apprentissage),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Normandie,,28.0,1.0,Secteur privé,De 50 à 249 salarié(e)s ,Oui,Groupe SEB,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur Chef De Projet Développement de la Performance électronique ,Oui,"Autres industries (bois, imprimerie, fabrication, réparation et installation de machines et d'équipements, ...)",Recherche-développement scientifique,,36100.0,Oui,47000.0,NON,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,,Apprentissage (embauche dans l'entreprise d'accueil du contrat),"Apprentissage (embauche dans l'entreprise d'accueil du contrat)|Réseau social professionnel (viadéo, Linkedln)",Le contenu de la mission / poste proposé,oui,oui,4.0,5.0,4.0,4.0,4.0,2.0,Non,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Missions modifiées|Mobilité géographique compliquée,5.0,,,Oui
Femme,1776615819557690,Oui,,2020.0,Sous contrat d'apprentissage,Mécanique Structures Industrielles (MSI - apprentissage),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Provence-Alpes-Côte d'Azur,,3.0,0.0,Secteur privé,5 000 salarié(e)s ou plus,Oui,Engie (prochainement Altrad) ,"Méthodes, contrôle de production, maintenance",Ingénieur soudeur,Oui,"Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné)","Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné)",,36000.0,Oui,36000.0,NON,NON,NON,NON,Non,Quotidiennement,Souvent (plusieurs heures par semaine),,Apprentissage (embauche dans l'entreprise d'accueil du contrat),"Réseau social professionnel (viadéo, Linkedln)|Sites Internet d'entreprises|Candidature spontannée|Démarché(e) par un 'chasseur de têtes'",Le contenu de la mission / poste proposé,oui,oui,5.0,4.0,3.0,4.0,3.0,2.0,Non,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail,5.0,,,Oui
Homme,1788460155174270,Oui,,2020.0,Sous contrat d'apprentissage,Systèmes Embarqués (SE - apprentissage),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,,,,1.0,Secteur privé,250 à  4 999 salarié(e)s ,Oui,ATOS,,,Oui,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,"Industrie automobile, aéronautique, navale, ferroviaire",,,,,,,,,,,,6 mois ou plus,Apprentissage (embauche dans l'entreprise d'accueil du contrat),Apprentissage (embauche dans l'entreprise d'accueil du contrat),,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,
Homme,1783679157044340,Oui,,2020.0,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Provence-Alpes-Côte d'Azur,,17.0,0.0,Secteur privé,De 20 à 49 salarié(e)s ,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur systèmes embarqués,Oui,Santé humaine et action sociale,Santé humaine et action sociale,,36000.0,Non,36000.0,OUI,OUI,NON,OUI,Oui,Quotidiennement,Quotidiennement,Emploi trouvé avant l'obtention de votre diplôme,Site Internet spécialisé dans l'emploi (dont APEC),"Réseau social professionnel (viadéo, Linkedln)|Site Internet spécialisé dans l'emploi (dont APEC)",L'adéquation avec un projet professionnel ,oui,oui,5.0,4.0,5.0,4.0,5.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,Mobilité géographique compliquée|Difficulté pour le stage de fin d'études,5.0,,,Oui
Homme,1783551790135920,Oui,,2021.0,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En thèse / PhD,,,,,,Contrat à durée déterminée (CDD),,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thèse,,,,,,,,,,,,,,,,,,,,,Recours au télétravail,4.0,,,Oui
Homme,1782392958743850,Oui,,2021.0,Sous contrat d'apprentissage,Systèmes Embarqués (SE - apprentissage),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Occitanie,,3.0,2.0,Secteur privé,De 50 à 249 salarié(e)s ,,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur R&D,Oui,Industrie des technologies de l'Information et de la Communication (TIC),Industrie des technologies de l'Information et de la Communication (TIC),,35000.0,Oui,36700.0,NON,NON,NON,NON,Non,Quotidiennement,Quotidiennement,,Relations personnelles,Site Internet spécialisé dans l'emploi (dont APEC)|Sites Internet d'entreprises|Candidature spontannée|Relations personnelles,Le montant du salaire proposé ,oui,oui,4.0,4.0,5.0,4.0,5.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail,4.0,,,Oui
Homme,1868316576166920,Oui,,2021.0,Sous contrat de professionalisation,Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Auvergne-Rhône-Alpes,,1.0,0.0,Secteur privé,250 à  4 999 salarié(e)s ,Oui,KEPAX,Etudes - Conseil et expertise (autre qu'informatique),Ingénieur Consultant,Oui,"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants","Industrie automobile, aéronautique, navale, ferroviaire",,33000.0,Oui,35000.0,OUI,NON,OUI,OUI,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),,Démarché(e) par un 'chasseur de têtes',"Réseau social professionnel (viadéo, Linkedln)|Site Internet spécialisé dans l'emploi (dont APEC)|Sites Internet d'entreprises|Démarché(e) par un 'chasseur de têtes'",Les perspectives de carrière dans cette entreprise,oui,oui,4.0,4.0,4.0,4.0,4.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Mobilité géographique compliquée|Difficulté dans l'entreprise d'apprentissage,,,,Oui
Homme,1783103537599530,Oui,,2021.0,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Île-de-France,,6.0,5.0,Secteur privé,De 50 à 249 salarié(e)s ,Non,,Etudes et développement en systèmes d'information ,Product Owner,Oui,"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants","Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants",,37500.0,Non,37500.0,NON,NON,OUI,OUI,Oui,Quotidiennement,Quotidiennement,Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,stage de fin d'études|Site Internet spécialisé dans l'emploi (dont APEC),Télétravail,non,non,2.0,5.0,,4.0,,5.0,Oui,Création / Reprise d'entreprise,,,,,,,,,,,,,,,,,,,,,,,5.0,,,Oui
Homme,1788522925887070,Oui,,2021.0,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En poursuite d'études (hors thèse) / en formation,,,,,Oui,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Mobilité géographique compliquée|Moins de propositions de recrutement|Difficulté pour le stage de fin d'études,4.0,,,Oui
Homme,1882874459931870,Oui,,2019.0,Sous contrat d'apprentissage,Systèmes Embarqués (SE - apprentissage),"En volontariat (VIE, VIA, Volontariat civil..)",,,,,,,PROJECT & MONITORING SERVICES ENGINEER,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Oui
Homme,1889798491780700,Oui,,2019.0,Sous contrat d'apprentissage,Systèmes Embarqués (SE - apprentissage),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Occitanie,,29.0,2.0,Secteur privé,De 50 à 249 salarié(e)s ,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur test et validation logiciel,Oui,"Industrie automobile, aéronautique, navale, ferroviaire","Industrie automobile, aéronautique, navale, ferroviaire",,39000.0,Non,39000.0,NON,NON,NON,NON,Non,Quotidiennement,Souvent (plusieurs heures par semaine),Emploi trouvé avant l'obtention de votre diplôme,Site Internet spécialisé dans l'emploi (dont APEC),"Réseau social professionnel (viadéo, Linkedln)|Site Internet spécialisé dans l'emploi (dont APEC)",Le secteur d'activité de l'entreprise,oui,oui,5.0,5.0,5.0,3.0,4.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Chômage partiel / Réduction d'activité,5.0,,,Oui
Homme,1889078901898130,Oui,,2021.0,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En thèse / PhD,,,,,,Contrat à durée déterminée (CDD),,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Mobilité géographique compliquée|Changement de projet professionnel|Impossibilité de partir au Japon,5.0,,,Oui
Homme,1789357128908910,Oui,,2020.0,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Centre-Val de Loire,,17.0,1.0,Secteur privé,De 20 à 49 salarié(e)s ,Oui,Doliam,Etudes et développement en systèmes d'information ,INGENIEUR ADV HARDWARE-SOFTWARE,Oui,Recherche-développement scientifique,Recherche-développement scientifique,,37000.0,Non,37000.0,NON,NON,NON,NON,Non,Quotidiennement,Quotidiennement,Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,stage de fin d'études|Relations personnelles,Le contenu de la mission / poste proposé,oui,oui,5.0,5.0,5.0,5.0,5.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Difficulté pour le stage de fin d'études,5.0,,,Oui
Homme,1789139125979470,Oui,,2020.0,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Occitanie,,18.0,0.0,Secteur privé, Moins de 10 salarié(e)s ,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Chef de projet en développement électronique,Oui,Industrie des technologies de l'Information et de la Communication (TIC),Industrie des technologies de l'Information et de la Communication (TIC),,34000.0,Oui,34000.0,NON,NON,NON,OUI,Non,Quotidiennement,Souvent (plusieurs heures par semaine),,stage de fin d'études,stage de fin d'études|Relations personnelles,Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,4.0,3.0,4.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Oui
Homme,1794332471046590,Oui,,2021.0,Sous contrat d'apprentissage,Systèmes Embarqués (SE - apprentissage),En poursuite d'études (hors thèse) / en formation,,,,,Oui,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,Oui
Femme,1789583000484530,Non,Nicaraguayenne,2020.0,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),En thèse / PhD,,,,,,Contrat à durée déterminée (CDD),,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,Oui
Homme,1776170214132840,Oui,,2021.0,Sous contrat de professionalisation,Sciences et Technologies de l'Eau (STE),En activité professionnelle,,,,,,,,Non,Salarié(e),CDD (contrat de travail à durée déterminée) y compris de la fonction publique,12.0,En France,Occitanie,,18.0,2.0,Secteur privé,De 20 à 49 salarié(e)s ,Oui,"33% à MétéoFrance, airbus et BRL Ingénierie",Etudes - Conseil et expertise (autre qu'informatique),Ingénieur en gestion des risques hydrométéorologiques,Oui,"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants","Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants",,25200.0,Oui,33182.0,NON,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,Apprentissage (embauche dans l'entreprise d'accueil du contrat),"Forums/conférences au sein de l' école|Apprentissage (embauche dans l'entreprise d'accueil du contrat)|Réseau social professionnel (viadéo, Linkedln)|Candidature spontannée",Le lieu géographique ,oui,oui,5.0,4.0,5.0,3.0,4.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Oui
Homme,1789139016135670,Oui,,2019.0,Sous contrat de professionalisation,Sciences et Technologies de l'Eau (STE),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Auvergne-Rhône-Alpes,,28.0,0.0,Secteur privé,De 10 à 19 salarié(e)s ,Non,,Conception/chiffrage/réalisation/Mise en service de machines spéciales,Ingénieur projet,Oui,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,Industrie agroalimentaire ,,38000.0,Oui,40000.0,OUI,OUI,NON,OUI,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),,"Réseau social professionnel (viadéo, Linkedln)","Apprentissage (embauche dans l'entreprise d'accueil du contrat)|stage de fin d'études|Réseau social professionnel (viadéo, Linkedln)|Candidature spontannée",L'adéquation avec un projet professionnel ,oui,oui,4.0,4.0,5.0,3.0,3.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Prétention salariale revue,5.0,,,Oui
Homme,1968316584194070,Oui,,2019.0,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),En activité professionnelle,,,,,,,,Non,Salarié(e),CDD (contrat de travail à durée déterminée) y compris de la fonction publique,3.0,En France,Provence-Alpes-Côte d'Azur,,30.0,3.0,Secteur public,De 10 à 19 salarié(e)s ,Non,,Maîtrise d'ouvrage ,Chargé de projets,Oui,"Administration d'État, Collectivités territoriales, Hospitalière",Autres secteurs ,,,,,OUI,OUI,OUI,OUI,Non,Quotidiennement,Très rarement,Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,stage de fin d'études|Candidature spontannée,Le secteur d'activité de l'entreprise,oui,oui,4.0,4.0,4.0,2.0,4.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail,4.0,,,Oui
Homme,1782336060520780,Oui,,2021.0,Formation initiale (hors apprentissage),Microélectronique Et Automatique (MEA),En activité professionnelle,,,,,,,,Non,Salarié(e),CDI (contrat de travail à durée indéterminée) y compris de la fonction publique,,En France,Occitanie,,5.0,2.0,Secteur privé,250 à  4 999 salarié(e)s ,Oui,CS Group,Informatique industrielle et technique ,Ingénieur Intégrateur ,Oui,"Industrie automobile, aéronautique, navale, ferroviaire","Industrie automobile, aéronautique, navale, ferroviaire",,33000.0,Non,33000.0,NON,OUI,NON,NON,Non,Quotidiennement,Quotidiennement,Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,stage de fin d'études,Le lieu géographique et le besoin d'améliorer certaines lacunes,oui,non,3.0,5.0,4.0,4.0,4.0,4.0,Oui,J'ai choisis cet emploie afin de combler mes lacunes en dev informatique et parce que je manquais cruellement d'expérience dans le monde du travail. Bien que mon emploie soit vraiment intéressant je ne suis pas passionné par ce que je fais. 2/3 ans d'expérience et après pourquoi pas repartir dans un domaine un peu plus MEA ou en gestion de projet ! ,,,,,,,,,,,,,,,,,,,,,,Recours au télétravail|Mobilité géographique compliquée|Moins de propositions de recrutement|Difficulté pour le stage de fin d'études|Formation annulée ou reportée,4.0,,,Oui
