Date,sexe,identifiant,date_diplome,filiere,nationalite_francaise,nationalite,remuneration_annuelle_brute,prime,remuneration_prime,remuneration_annuelle_brute_hors_prime_premier_emploi,prime_premier_emploi,remuneration_annuelle_brute_avec_prime_premier_emploi
18/01/2023 16:35,Homme,1775951510220610.0,2022,Systèmes Embarqués (SE - apprentissage),Oui,,33600.0,Oui,35000.0,,,
18/01/2023 16:28,Homme,1982680792592360.0,2021,Génie Biologique et Agroalimentaires (GBA),Oui,,34200.0,Non,34200.0,,,
18/01/2023 16:27,Homme,1767473227265950.0,2021,Matériaux (MAT),Oui,,43000.0,Oui,47000.0,,,
18/01/2023 16:24,Homme,1767472958979020.0,2022,Sciences et Technologies de l'Eau (STE),Oui,,,,,,,
18/01/2023 16:23,Femme,1868001939950980.0,2022,Sciences et Technologies de l'Eau (STE),Oui,,31850.0,Oui,32350.0,,,
18/01/2023 16:17,Femme,1756804884496880.0,2022,Génie Biologique et Agroalimentaires (GBA),Oui,,22200.0,Oui,24050.0,,,
26/01/2023 14:22,Homme,1782457933841180.0,2020,Matériaux (MAT),Oui,,36000.0,Oui,39000.0,33000.0,Non,33000.0
18/01/2023 15:58,Homme,1802848898780540.0,2022,Microélectronique Et Automatique (MEA),Oui,,32000.0,Oui,32000.0,,,
18/01/2023 15:55,Homme,1782392958743850.0,2021,Systèmes Embarqués (SE - apprentissage),Oui,,38000.0,Non,38000.0,,,
18/01/2023 15:53,Homme,1776621850785810.0,2022,Microélectronique Et Automatique (MEA),Oui,,39000.0,Oui,39000.0,,,
18/01/2023 15:52,Femme,1794332516075430.0,2022,Matériaux (MAT),Oui,,,,,,,
18/01/2023 15:45,Femme,1775264733646980.0,2020,Sciences et Technologies de l'Eau (STE),Oui,,36400.0,Oui,40400.0,,,
18/01/2023 15:28,Homme,1788692298639800.0,2020,Mécanique et Interactions (MI),Oui,,,,,,,
18/01/2023 15:27,Homme,1788410722857400.0,2021,Microélectronique Et Automatique (MEA),Oui,,32500.0,Non,32500.0,,,
18/01/2023 15:19,Homme,1794775651257720.0,2022,Microélectronique Et Automatique (MEA),Oui,,34000.0,Non,34000.0,,,
18/01/2023 15:17,Homme,1798527184624230.0,2022,Mécanique Structures Industrielles (MSI - apprentissage),Oui,,33600.0,Oui,38000.0,,,
18/01/2023 15:09,Homme,1788520668242630.0,2020,Microélectronique Et Automatique (MEA),Oui,,38500.0,Oui,40000.0,,,
18/01/2023 15:02,Homme,1768549961864030.0,2021,Mécanique et Interactions (MI),Oui,,37000.0,Oui,39000.0,,,
18/01/2023 14:53,Femme,1793990336257040.0,2022,Informatique et Gestion (IG),Oui,,38000.0,Oui,40000.0,,,
18/01/2023 14:50,Homme,1883100972244180.0,2021,Microélectronique Et Automatique (MEA),Oui,,33000.0,Non,33000.0,,,
18/01/2023 14:45,Homme,1782921296514620.0,2022,Informatique et Gestion (IG),Oui,,41500.0,Oui,51000.0,,,
18/01/2023 14:39,Femme,1794187694448030.0,2022,Informatique et Gestion (IG),Non,Chinoise,36000.0,Oui,38600.0,,,
18/01/2023 14:37,Homme,1769007890066910.0,2020,Mécanique et Interactions (MI),Oui,,40000.0,Oui,44000.0,,,
18/01/2023 14:29,Homme,1776394941678550.0,2021,Sciences et Technologies de l'Eau (STE),Oui,,31000.0,Non,31000.0,,,
18/01/2023 14:29,Homme,1857534002669320.0,2022,Informatique et Gestion (IG),Oui,,57000.0,Oui,57500.0,,,
18/01/2023 14:26,Femme,1775637573994100.0,2022,Génie Biologique et Agroalimentaires (GBA),Oui,,25260.0,Non,25260.0,,,
18/01/2023 14:21,Homme,1783100785788010.0,2021,Mécanique Structures Industrielles (MSI - apprentissage),Oui,,32340.0,Oui,35035.0,,,
18/01/2023 14:17,Femme,1883101110887870.0,2022,Informatique et Gestion (IG),Oui,,44000.0,Non,44000.0,,,
18/01/2023 14:11,Homme,1768549883109980.0,2020,Informatique et Gestion (IG),Oui,,45000.0,Oui,48000.0,,,
18/01/2023 14:11,Homme,1788910926292640.0,2021,Microélectronique Et Automatique (MEA),Oui,,26000.0,Non,26000.0,,,
18/01/2023 14:08,Homme,1783800275693910.0,2021,Microélectronique Et Automatique (MEA),Oui,,37200.0,Oui,42000.0,,,
18/01/2023 14:04,Homme,1783165148995930.0,2021,Sciences et Technologies de l'Eau (STE),Oui,,32500.0,Oui,33200.0,,,
18/01/2023 14:03,Femme,1789246068497850.0,2022,Génie Biologique et Agroalimentaires (GBA),Oui,,,,,,,
18/01/2023 13:56,Homme,1798760184720750.0,2021,Mécanique Structures Industrielles (MSI - apprentissage),Oui,,39700.0,Oui,42000.0,,,
18/01/2023 13:51,Femme,1788516594039430.0,2020,Microélectronique Et Automatique (MEA),Oui,,24000.0,Non,24000.0,,,
18/01/2023 13:50,Homme,1793841905855280.0,2022,Mécanique et Interactions (MI),Oui,,,,,,,
18/01/2023 13:45,Homme,1767472861624420.0,2022,Matériaux (MAT),Oui,,,,,,,
18/01/2023 13:42,Homme,1810844959496940.0,2022,Matériaux (MAT),Oui,,,,,,,
18/01/2023 13:39,Homme,1783164954392950.0,2022,Microélectronique Et Automatique (MEA),Oui,,34000.0,Non,34000.0,,,
18/01/2023 13:36,Ne souhaite pas répondre,1783230237482980.0,2021,Matériaux (MAT),Oui,,,,,,,
28/01/2023 17:57,Homme,1776170003449250.0,2020,Matériaux (MAT),Oui,,,,,,,
18/01/2023 13:30,Femme,1788913230413240.0,2022,Mécanique et Interactions (MI),Oui,,,,,,,
18/01/2023 13:21,Femme,1782593065671140.0,2022,Génie Biologique et Agroalimentaires (GBA),Oui,,,Oui,,,,
18/01/2023 13:16,Homme,1775569795312090.0,2020,Mécanique Structures Industrielles (MSI - apprentissage),Oui,,,,,,,
18/01/2023 13:14,Femme,1766818797606270.0,2022,Microélectronique Et Automatique (MEA),Oui,,42000.0,Oui,42000.0,,,
18/01/2023 13:10,Homme,1794336481490610.0,2021,Sciences et Technologies de l'Eau (STE),Oui,,,,,,,
18/01/2023 13:10,Femme,1783230241827550.0,2022,Systèmes Embarqués (SE - apprentissage),Oui,,39780.0,Oui,42000.0,,,
18/01/2023 13:08,Homme,1789078845865610.0,2020,Sciences et Technologies de l'Eau (STE),Oui,,37000.0,Oui,38500.0,,,
18/01/2023 13:05,Femme,1775955967798490.0,2020,Sciences et Technologies de l'Eau (STE),Oui,,37000.0,Oui,37000.0,,,
18/01/2023 13:04,Homme,1798582769741700.0,2022,Matériaux (MAT),Oui,,37000.0,Non,37000.0,,,
18/01/2023 13:04,Homme,1767473229039570.0,2022,Sciences et Technologies de l'Eau (STE),Oui,,27800.0,Non,27800.0,,,
18/01/2023 13:04,Femme,1798974242610910.0,2022,Sciences et Technologies de l'Eau (STE),Oui,,24600.0,Non,24600.0,,,
18/01/2023 13:04,Femme,1788692467676590.0,2022,Sciences et Technologies de l'Eau (STE),Oui,,,,,,,
18/01/2023 13:02,Homme,1789583108696460.0,2020,Mécanique Structures Industrielles (MSI - apprentissage),Oui,,60000.0,Non,60000.0,,,
18/01/2023 13:00,Homme,1783100849747290.0,2021,Mécanique Structures Industrielles (MSI - apprentissage),,,45500.0,Oui,47000.0,,,
18/01/2023 13:00,Homme,1782327119664150.0,2021,Matériaux (MAT),Oui,,33000.0,Oui,36000.0,,,
18/01/2023 12:59,Femme,1788516712805640.0,2021,Informatique et Gestion (IG),Oui,,31000.0,Non,31000.0,,,
18/01/2023 12:59,Homme,1789078796127690.0,2022,Génie Biologique et Agroalimentaires (GBA),Oui,,35200.0,Oui,37200.0,,,
18/01/2023 12:58,Femme,1793840356517620.0,2021,Matériaux (MAT),Oui,,,,,,,
18/01/2023 12:58,Homme,1868316576166920.0,2021,Microélectronique Et Automatique (MEA),Oui,,34500.0,Non,34500.0,,,
18/01/2023 12:57,Homme,1782457857062600.0,2022,Microélectronique Et Automatique (MEA),Oui,,42500.0,Oui,42500.0,,,
18/01/2023 12:55,Homme,1783547418022120.0,2022,Microélectronique Et Automatique (MEA),Oui,,34000.0,Non,34000.0,,,
18/01/2023 12:52,Homme,1767193767258960.0,2022,Matériaux (MAT),Non,Andorrane,,,,,,
18/01/2023 12:52,Homme,1794034545676640.0,2022,Mécanique Structures Industrielles (MSI - apprentissage),Oui,,,,,,,
18/01/2023 12:50,Femme,1875570063107940.0,2020,Génie Biologique et Agroalimentaires (GBA),Oui,,32261.0,Oui,35000.0,,,
18/01/2023 12:50,Femme,1789081033260750.0,2022,Génie Biologique et Agroalimentaires (GBA),Oui,,,,,,,
18/01/2023 12:49,Homme,1889477071027450.0,2022,Eau et Génie Civil (EGC - apprentissage),Oui,,,,,,,
18/01/2023 12:47,Homme,1798891453028690.0,2020,Systèmes Embarqués (SE - apprentissage),Oui,,,,,,,
18/01/2023 12:46,Femme,1789078909530500.0,2022,Sciences et Technologies de l'Eau (STE),Oui,,25056.0,Oui,27590.0,,,
18/01/2023 12:46,Femme,1806735683316310.0,2022,Matériaux (MAT),Oui,,,,,,,
18/01/2023 12:46,Homme,1782520328285230.0,2022,Microélectronique Et Automatique (MEA),Oui,,41520.0,Oui,48000.0,,,
18/01/2023 12:43,Homme,1788692348335790.0,2022,Informatique et Gestion (IG),Oui,,36000.0,Oui,38000.0,,,
18/01/2023 12:41,Homme,1882874480356570.0,2020,Systèmes Embarqués (SE - apprentissage),Oui,,46000.0,Oui,51000.0,,,
18/01/2023 12:40,Homme,1776106881976020.0,2020,Eau et Génie Civil (EGC - apprentissage),Oui,,41000.0,Oui,43000.0,,,
18/01/2023 12:34,Femme,1782464427379530.0,2022,Génie Biologique et Agroalimentaires (GBA),Oui,,,,,,,
18/01/2023 12:33,Homme,1768183315465870.0,2022,Matériaux (MAT),Oui,,,,,,,
18/01/2023 12:31,Homme,1775713758266800.0,2020,Microélectronique Et Automatique (MEA),Oui,,37300.0,Oui,38500.0,,,
18/01/2023 12:31,Homme,1868549207620240.0,2021,Matériaux (MAT),Oui,,29000.0,Non,29000.0,,,
18/01/2023 12:30,Femme,1775264515647930.0,2021,Sciences et Technologies de l'Eau (STE),Oui,,38000.0,Non,38000.0,,,
18/01/2023 12:30,Femme,1894058211405080.0,2021,Informatique et Gestion (IG),Oui,,32083.0,Oui,35000.0,,,
18/01/2023 12:28,Homme,1883551382573460.0,2021,Sciences et Technologies de l'Eau (STE),Oui,,33000.0,Oui,35500.0,,,
18/01/2023 12:28,Homme,1744206698907320.0,2022,Microélectronique Et Automatique (MEA),Non,Chinoise,,,,,,
18/01/2023 12:26,Homme,1782332272616430.0,2022,Eau et Génie Civil (EGC - apprentissage),Oui,,40000.0,Oui,50000.0,,,
18/01/2023 12:26,Femme,1788966905939470.0,2022,Génie Biologique et Agroalimentaires (GBA),Oui,,,,,,,
18/01/2023 12:24,Homme,1783679213353430.0,2021,Microélectronique Et Automatique (MEA),Oui,,,,,,,
18/01/2023 12:23,Homme,1783101100330830.0,2020,Informatique et Gestion (IG),Oui,,47000.0,Oui,50000.0,,,
18/01/2023 12:22,Homme,1793786868531130.0,2022,Génie Biologique et Agroalimentaires (GBA),,,40000.0,Oui,42500.0,,,
18/01/2023 12:21,Homme,1788410726163790.0,2022,Matériaux (MAT),Oui,,,,,,,
18/01/2023 12:20,Homme,1793990134263960.0,2022,Mécanique Structures Industrielles (MSI - apprentissage),Oui,,,,,,,
721,,,721,721,,,,,,,,
